,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.464765457996849,0.0361194589127503,0,0.420740681268949,0,0,0,0,0,0,0,0,0,-0.0419313609945038,-0.0180671223377876,0,0,-0.055353737219246,0,0.0211740871636814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231866649881604,0,0,0,0,0,0,0,0,0,-0.102719445966656,0,0,-0.202483101785118,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.263742021723175,0.143385741600729,0,0,0,0,0.188081900269701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345218119143086,-0.0370272681267688,0.0468273829341961,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.149429004439891,0,0,0,0,0,0,0,0,0.0996461235251385,0,0,0,0,0,0,0,0,0,0,0.122317203982854,0,0,0,0,0.407569852224606,0,0,0,0,0,0,0,0,0.0996001826530832,0,0,0,0.0110801031163829,0,0,0,0,0.0186294661826591,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0234711738156692,0,0,0,0.168860781543101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109884105772352,-1.73472347597681e-18,0,0,0,0.185431882741825,0,-0.0275005518422003,0,0,0,0,-1.35525271560688e-20,0.00470944738698561,0,0,0,0.110110035870435,0,0.104329464434421,0,0,0,0.225222180218447,0,0,0,0.0271651183575459,0,0,0.0987811590154787
X5.HK.EQUITY,0,-0.0804609851496002,0,0,0,0,0,0,0,0,0,0,0,0,0.251573843754572,0,0,0.128981345312364,0.227055186101988,0,0,0,0.433374115973219,0,0,0,-0.044713206471399,0,-0.310625951189998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111201255626929,0,-0.124402067154016,-0.0260744754075237,0.135682227440774,0
X601988.CH.EQUITY,0,0,0,0.114790980476075,0,0,0,0,0,0.0987302370015361,0.209979132590889,-0.0168238407195355,0,0,-0.0808878999782145,0,0,0,0,0,0,0.392505167420098,0,0,0,0,0,0.113147359205275,-0.0976457307517667,0,0,0,0,0.0282855405106108,0,0,0,0,0,0.0361686067606787,0,0,0,0.024940335732411,0,0,0,0.13676550573203,0,0.00629621334341499,0.0532218567373083
X600036.CH.EQUITY,0,0.235649743598966,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0565447354852469,0,0.0713920037983635,0,0,0.0479692577372242,0,0,0.0279988560127775,0,0,0,0,0,0,0,-0.0870236022532218,0,0,0.0187477847432147,0.24717468201336,0,0.154585566964235,-0.161227669537547,0.0498032039703408,0,0,0,0.192910784428747,0,0,0,0,0,0,0,0,0,0.223477491146618,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0208118909766843,0,0,0,0.0525121483507592,0.173668619060428,0,0.220071841749401,0,0.159733385663365,0.252220239408463,0,0,0.0856167283172885,0,0,0.110009185493646,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.207401076118932,0,0,0,0,0,0,0,0,0,0,0,-0.0977552955150433
X601628.CH.EQUITY,0,0,0,0.0509218245037152,0.0206440581373811,0,0,0,0,0,0.0111105659602007,0,0.0115369423714812,0,0,0,0.179577971803233,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362816303866839,0,0,0,0,0,0,0,0,0,0.169966548025317,0.00769662962795556
X601328.CH.EQUITY,0,0.0229776796596819,0.0989752229965481,0,0,0.346458810803657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153411305401645,0,0,0.0443222371461545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416300402209858,0,0.0974633186571675,0.0385707088839706,0,0.139834156486658,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.335500505300252,0.171871918613962,0,0.212559571001658,0,0,0,0,0,0,0,0.135070323478511,0,0,0,0,0,0,0,0,0,0,0.106398165857379,0,0,0,0,0,0.222310687232454,0,0,0,0,0,0,0,0,-0.105425443310058,0,0,0,0,0,0,0,0.118639489885178
