,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.318928187539093,0.0687246948092808,0.0831570701637926,0,0,0,0,0,0,0.185574343962608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106059650793566,0.0167912132693482,0,0,0,0,0,0,0,0,0,0,0,0,0.0322530437700272,0,0,0,0,0,0,0.139792114457995,0
X601939.CH.EQUITY,0.458108537162239,0,0,0.151441099266562,0,0,0,0,0,0,0.112367075066062,0,0,0.0297348608498758,-0.110090905260902,0,0,0,0,0,0,0,0,0,0,0.189833277967562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768275717903185,0.0897088369157102,-0.00582750418512306,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295744315105613,0.0947945587463935,0,0,0.175340386697922,0,0,0,0,0,0,0,0,0.189280107332849,0,0,0,0,0,0,0,0.0473800675225455,0,0,0,0,0,0,0,0,0,0,0,0.123176921291093,0,0,0,0,0,0,0,0,0.000564981819104254,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.459636676229433,0,0,0,0,0,0.233763514998091,0,0,0,0,0,0.290084723803794,0,0.122225850412946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.53003645588906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212885792014106
X600036.CH.EQUITY,0,0.0582848886143767,0,0,0,0,0,0,0,0,0,0.192240189977329,0,0,0,0,0,0,0,0.281976423984258,0,0.00991074833431201,0,0,0,0,0,0,0,0,0,0.278353917848806,0,0,0,0,0,0,0,0,0.0691210056032585,0.0482574013206951,0,0.0176967870738057,0,0,0,0.100077206219999,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.131262894649175,0,0,0,0.0654160117032795,0,0,0.321152835073411,0.0656667163629417,0,0.075849981029421,0.0315319282453427,0,0,0,0,0.0184039964832103,0,0,0,0,0,0.079592194855565,0,0,0,0,0,0.153891451912238,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.14937020751826,-0.0431262253872979
X601658.CH.Equity,0,0,0,0,0.301786590879923,0,0,0,0,0,0,0,0,0.238275359401059,0,0,0,0,0,0,0.226724834819502,0,0,0,0,0,0,0,0.0711569092661007,0,0,0,0,0,0,0,0.00586370015655399,0.112654231895128,0,0,0,0,0,0,0,0,0,0,0,0.230688524512624,0,0
