,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0178406984117696,0,0.00611682739455191,0,8.67361737988404e-19,0,0,0,0,0,0.466469619853315,0,0,0,-0.0967590847283172,0,0,0,0,0,0,0,0,0,0,0,0,0.0503976867716268,0,0,0,0,0,0.0621726890184315,0,0,0.0893719080701367,0,0,0,0,0.209514311032213,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111984194703273,0,0,0.290651176310854,0,0.225586972002517,0,-0.0426580816761099,0,0,0.0460762416869667,0,0,0,0.113567564325256,0,0,0,0,0,0,0,0.0803686401473295,0,0,-0.00606968167781469,0,0,0,0,0,0,0,0,0,0,0,-0.116473870176261,0,0.384083461671675,0,-0.0510764466347272,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.265233485309387,0,0.227932904017645,0,0.129888885307571,0.283192033758206,0,0,0,-0.163825254800468,0,0,0,0,0,0,0,0,0,0.0857087151802482,0,0,0,-0.177083363776405,0,0,-0.0205551730582577,0,0,0,0,0,0,0,0,0,0,0,0,0.154034942834693,0,0,0,0,0,0,0,0,0,0,0,-0.00158507520079947
X5.HK.EQUITY,0,0,0.0379722925200082,0.207098757151861,0,0.145183647108357,0,-0.359511774840686,0,0,0,0,0.0653284661730521,0,0,0,3.46944695195361e-18,0,0,0,0,0.388111908697388,0,0,0,0.453100657069752,0,0,0,0,0,0,0.0710299556125287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186293238129885,-0.0894910994791261,0,0,0
X601988.CH.EQUITY,0.223602596073172,0.0849502397835101,0.327273297283851,0,0,0,0,0,0.116274957779296,0,0,0.145512458179055,0,-0.225187477918569,0,0,0,-0.110883887241766,0,0,0,0,0,0.143276428747356,0.0805666421860644,0,0,0.133244983669483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323368681436454,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718794386320132,0,0,-0.0225468143498119,0,0.0286331585209025,0,0,0,0.312750975798627,0,0.126980230632729,0,0,0,0,0,0.151993937265795,0,0,0,0,0,0,0,0,0,0.04194038122207,0,0,0,0,0.101670010241511,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.322380297920404,0,0,0,0,0,0,0,0.0316468295528339,0,0,0,0,0,0,0,0.0733740769361015,0,0,0,-0.0649456666229882,0,0,0,0,0,0.0671269868456193,0,0.00987257187977165,-0.0321820023641239,0,0,0,0,-0.0281559347420457,0,-0.188881331634095,0,-0.0345368344007367,0,0,0.234025793405328,0,0,0,0,0.160062738151764,0,0,0,0.12703930393117
X601658.CH.Equity,0,0,0,0,0,0,-0.271712151418915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571826317822662,0,0,0.254204078986104,0,0,0,0,0,0,0.082364993831418,-0.346452618830351,0.237575107337978,0,0,0,0,0,0,0,0,0,0,-0.0286092435826458,0,-0.180126162015334,0,-0.512364641030124
