,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.138157559082812,0,0,0.566061919134171,0,0.0748771745266187,0,0.0277173476495551,0.0589593161682283,0,0.0377044029684656,0,0,0,0,0.0404802020570503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688805966152354,0,0,0,0,0,0,0,0,0,0,0.0458704601059737,0,0,0,0,-0.285145601370227,0,0,0,0,0
X002142.CH.EQUITY,6.93889390390723e-18,0,0.115232589648074,0,0.595168267221291,0,0,0,-0.206184979550651,0,0,0.00685850535790119,-0.0632539446409768,0,0,0,0,0,0,0,0,0.087541005445102,0,0,0,0,0,0,0,0,0,0,0.306080455277481,0.0385071067066491,0,-0.264203462032257,0,0,0,0,0,0,0,0,-0.0387559058587431,0,0,0,0,0,0.0582883421692451,0
X600000.CH.EQUITY,0,0,0,0,8.67361737988404e-19,0.0259624502689201,0,0.0210716773213501,0,0.405896407820302,0,0.0541539330853816,0,0,0.00428879670109924,0,0,0,0,0,0.0513819031103766,0,0,0,0,0,0,0,0,0,0.17416122758066,0,0,0,0,0,0,0,0,0,0.0223038975712108,0,0,0.0432803161615523,0,0,0,0.0196960738906265,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.195457803381478,0,0,0,-0.0643032298045952,0,0,-0.391091168054366,0,0,0,0,0,0,0,0,0.753723568001402,0,0,0,0.0524456508083122,0,0,0,0,0,0,0.424113985251398,0.0843491400956224,0,0,0,0,0,0.121577616549141,0,0,0,0,0
X600036.CH.EQUITY,0.214464793869523,0.336157406075557,0,0,0,0,0,0,0,0,0,0,0,0.0928318154034415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186098988251389,0,0,0,0.0725579174169913,0,0,0,-8.67361737988404e-19,0,0,0.0303136332449784,0,0,0,0,0,0,0.0994155638068768,0,0,0
X601166.CH.EQUITY,0.172029555273822,0.154842426666768,0,0,0,0,0,0.1110302733897,0,0,0,0.323264341464158,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0761217817845897,0,0,0.0219623191029273,0,0,0,0,0,0.0278974333486933,0,0,0.0132482629730234,0,0,0,0,0,0,-0.018493732909309
X601169.CH.EQUITY,0,0,0.164959624535415,0,0,0,0,0.263003037696973,0,0,0.00746074242950697,0.0468328982356846,0,0,0.082137938616698,0,0,0,0,0.102626502879989,0,0,0,0,0.0853642825344382,0.0596850830333902,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0383625660606576,0,0,0,0.444409816567839,0.380601501766372,0,0,0,0,0.1347351162988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972089852869839,0,0,0,0,0,-0.307289833523168,0,0,0,0,0,-0.0757649436305902,0,0,0,0,0,0,0.294242552433931,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.19041731947283,0.305483624922198,0,0,0.274954493619694,0,0.0253432756086843,0,0,0,0,0,0,0.0197775908104776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176786062786124,0,0,0,0,0,0.0466390065976356,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.21832872006063,0.0884917466576614,0,0,0.0876230106392404,0,0.0642752940584327,0,0,0,1.73472347597681e-18,0.0869686011131333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878820898704903,0,0,0.166532971943866,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.181324174064818,0,0,0,0,0,0,0,0,0,0,0
