,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.106261430536495,0,0.129215506675177,0.0591789698987682,0,0,0,0,0.189988155760887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044658579608368,0,0,0,0,0.164217270953707,0,0.00406430195274947,0,0.00829672789380532,0,0,0,0,0,0,0.0659461690436174,0.0526033358400947,0,0,0,0
X002142.CH.EQUITY,0.398693548478859,0,0,0.0358186983173788,0,0.0224362511704972,0,0,0,0,0,0,0,0,0,0,-0.0246478733860194,0,0,0,0,0,0,0.289147803970262,0.0159236107865455,0,0,0,0,0,0,0.0511119977268426,0,0.0747619365145558,0,0,0,0,0,0,0,0,0.14982219064037,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.060823650559016,0,0,0,0,0.188648393043746,0.048908424575478,0,5.55111512312578e-17,0,0.173138433410231,0,0,0,0,0,0,0,0,0,0.13060613670216,0,0,0,0,0,0,0,0,0,0,0.159288718281576,0,0,0.0764878567575881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.321168937109843,0,0,0,0,0,0,0.374735837830434,0,0,0,0,0.0288182601527025,0.101535505761606,0,0,0,0,0,0,0.083002237106866,0,0,0,0,0,0.0431095619043896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0891718724047386,0,0,0.309299204115696,0,0.0437478244483694,0.00742404266915293,0.27093581745786,0,0,0,0.0456508966173573,0.0256044131113291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231945228348212,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.381785236780806,0,0.244327076159676,0,0,0,0.0153706283726368,0,0,0,0,0,0.110866609180242,0,0,0,0,-0.0138464734656857,0,0,0,-0.037908967096949,0,0,0,4.33680868994202e-19,0,0,0.0714832879157548,0.132002031252424,0,0,0,0,0,0.0480692798217244,-0.0578253343117579,0,0,0,0,0.0936587626917476,-0.0206238399823314,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.077429417870564,0,0,0.272585602624613,0.141222712149207,0,0,0,0,0,0,-1.73472347597681e-18,0.157225415686056,0,0,0,0,0,0,0,-0.0135366367895547,0,0,0,0,0,0,0,0.06764534800439,0,0,0,0.114808975055318,0.00719163933020981,0,0,0,0,0,0,0,0,0.00329666802916913,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0.153110932876345,0,0,0,0,0,0,0,0,0.272872549267254,0,0,0,0,0,0.327863249786158,0,0.00977213523843779,0,0,0,0,0,0.0534045464824727,0,0,0.0139162337514815,0,0.0296541082820083,0,0,0,0,0,0,0,0,0,0,0,0.011890002267933,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.268632084285358,0,0,0,0,0,0,0,0.0550135606277979,0.167839461174004,0,0,0,0,0,0,0,0,0,0,0,0.385910144306846,-0.0652863200184814,0,0,0,0,0,0,0,0,0,0,0,0.153714114570113,0,0,0,0,0,0,0.0165267994530103,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.094018366634095,0.461844706107394,0,0,0.0304027554320677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045471293222137,0,0,0.18348723535951,0,0,0,0,0,0,0.130992749923078,0,0.0349593432139304,0,0,0,0.00861333776408076,0,0,0,0,0
