,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.136120579612006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280986087780051,0.0167199201315227,0,0.364594325163488,-0.181169665936788,0.443119769137485,0,0,0.249987320212402,-0.101480895204735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197506381897224,-0.022614808677825
X601318.CH.EQUITY,0,0,0,0,0,0.308148402317449,0,0,0,-0.0737348737265386,0,0,0,0.0534779183294592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533639264652728,0.105520143008069,0,0,0,0,0.25610710662398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591151633192096
X601939.CH.EQUITY,0,0.0477444970305392,0,0.795753340685807,0,0,0,0,0,0.0469464669267937,0.030301568133293,0,-0.0276188449811385,0.0207857483502064,0,0,0,0.0833945655765234,0,0,0,0,0.00108268870650758,0,0,0,0.0218905309766201,0,0,0,0.0221550550983577,0,0,0,0,0,0,0.07996985410419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.887932877397444,0,-0.087564139768875,0,0,0,0,0,0,0,0,0,0.0538913913806799,0.0115973156588337,0,0,0.134016762042511,0,0,-0.0428487330757686,0,0,0,0,0.0548710101875462,0,0,0,0,0,0,0,0,0.0232608369713448,0,0,0,-0.0562536044039316,0,-0.108726121181158,0,0,0,0,0,0.00886200168537114,0,0,0,0
X601628.CH.EQUITY,0.00494816878861805,0,0,-3.46944695195361e-18,0,0,0,0,0,0.295890969607999,0,0.127948254149438,0,0,0,0,0,0,0,0.42792526557537,0,0,0,0,-2.77555756156289e-17,0,-0.0388194852431869,0,0,0,0,0,0,0,0,0,0,0.0828154226273091,0,0,0,0,0,0,0,0.0399427548624002,0,0.244263631131434,0,0,0.0128576201066741,0.0224572868007828
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686339540477095,-0.0230955483643713,0,0,0,-0.0291696533698108,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0547472294518748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010216460498626,0,0,0,0.0013574030611163,-0.117032295747157,0,0,0.996630961594533,0,0.0209358765141025
X1299.HK.EQUITY,0,0,0,0,0.119259799711048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294749489080248,0,0,0,0,0,0,0,0,0,0,0.104522103843127,0.324784440933612,0,0,0,0,0,0,0,0,0.0282409843294751,0.05614037027426,0,0,0,0.0530279724383795,-2.16840434497101e-19,0,0,0.126404117229111
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00986997534457978,0,0,0,0,-0.00623760114737694,-0.177537582166113,0,0,0,0,0,0,0,0.132900855570782,0.533291206849791,0,0,0,0,0,0,0,0,0,-0.160357455831838,0.118857398921142,0,0,-0.0675387535258884,0,0.0269814904882702,0.170147457676086,0,0,-0.170086438053306,0.0374619753587329,0,0,0
X388.HK.EQUITY,0,0,0,0,0.163589263086363,0,0,0.171609354895245,0,0,0,0,0.0570162763949351,0,0,0,-0.0289707834728012,0,0,0,0,0.26621136233311,0,0,0.135968264021852,0,0,-0.00644285186991647,0,0,0,0,0,0.0997147096894166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235899660582184,0,0,0.268227162441436
