,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.129052659315711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109414840083734,0,0.501022239003589,0.390487211095044,0.0378693072053448,-0.216543815434504,0,0,0.17036196295076,0,-0.07668199919944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188476395187352,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232908855575,0,0,0,0,0,0.0163967161363343,0,0,-0.0558580229330621,0,0,0,0.0383695883662632,0.129401877907744,0,0,0,0.00265655958206312,0,0,0,0,0.0312111612411575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716312694615436,0,0,0.00658158955560228,0,0
X601288.CH.EQUITY,0,0,0.914451024445532,0,-0.0936800219876225,0,0,0,0,0,0,0,0,0,0,0.0173778499608467,0,0,0.117658835438702,0,0.0577368278646859,0,0,0,-0.0679457429100781,0.00727635926680675,0.0282808126107365,0,0,0,0,0,0.0370921239286846,0,0,0,0,0,0,-0.0179535674408308,-0.0842853954064711,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0.0423580181214675,0.120278356072835
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0,0
X601988.CH.EQUITY,0,0,0,0.00456008322205112,-0.138089451825337,0.0764035382269494,0,0.0506446514676581,0,0,0,-0.0201874046913366,0,0,0,0,0,0,0,0,-0.0422921966635571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108048071342,0,0,0,0,0,0,0,0,1.05175381230073,0.00190771309286004,0
X1299.HK.EQUITY,0,0,0,0,0.120800835446593,0,0,0,0,0,0,0,0.0349244004429699,0,0,0,0,0,0,0,0,0,0,-0.0906270630001432,0.0695612218039196,0,0,0.110223591457851,0,0,0.201485371404096,0.389776437097571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075451925731723,0,0.04762338426454,0,0,0.0849350706814936
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604097082658178,0,0,-0.303883108028703,0,0,0,0,0,0,6.93889390390723e-18,0.187463522716587,0.535345776383245,0,0,0,0,0,0,0,0,0,0,0.0720720842208018,0,-0.144304515749048,0,-0.019147656345859,0,0.1493917519623,0,-0.161121804233959,0,0.101491342428856,0,0,0
X388.HK.EQUITY,1.73472347597681e-18,0,0,0,0.329012530665967,0,0,0,0.0871358204736916,0,0,0,0,0,0,0,0,-0.243017328330054,0,0,0,0,0,0,0.476881781904521,0.2205241476425,0,0,0,0,0.0162246025907195,0,0,0,0,0,0,0,0,0,0,-0.161008179631654,0,0,0,0.113661973215069,0,0,-0.0754254761683073,0,0,0.0744663700660466
