,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.102722544157339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404547742079844,0.375498704761628,0.00763507013192939,0,0,0,-0.083240222629765,0,0,0.274782711065272,0,0,0,-0.28970318920349,0,0,0,0,0,0,0.0289103857871148,0,0,0,0,0,-0.288999362011608,0,0.0689393365662881,0
X601318.CH.EQUITY,0,0,0,0,0,0.185644009953535,0,0,0,0,0,0,0,0,0,0,0,0.0532199487152397,0.0939353621098084,0,0,0,0,0,0,0,0,0.0199549474211488,0,0.0687502677908277,0.00416758173208047,0,0,0,0,0,0,0.232605276501998,0,0,0,0,0,0,0,0,0.0759764401390574,0,0,0.217929728170683,0,0.105664709252582
X601939.CH.EQUITY,0,0.00323656788679667,0,0.813508606160504,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0312661900228504,0.123248732204638,0,0.0255753840406727,0,0,0,0,0,0,0,0.0262651128501428,0,0,0,0,0.0300285418638422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143444772347433,0,0,0.0117276333538005
X601288.CH.EQUITY,0,0,0.883171946672889,0,-0.115926878534462,0,0,0,0,0,0,0,0,0,0,0.0459211525696159,0.0407137625844747,0,0.157923790982282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120007441199362,-0.108589328469634,0,0,0,0,0,0,0,0,-0.0355874222865279,0,0.0176420453776625,0
X601628.CH.EQUITY,-0.0105326111450755,0,0,0,0,0,0,0,0,0.0395579382244896,0,0.408236251690061,0,0,0,0,-0.02981543924174,0,0,0,0,0.12534768109319,0,0,0,0,0,0,0,0,0,0,0,0,0.485408713268344,-0.127015825450503,0,0,0,0,0,0,0,0,0.0103198195303384,0.087265846664604,0,0,0,0,0,0.0902286503866986
X600036.CH.EQUITY,0,0,0.38756970302016,0,0,0,0,0,0.00873220526815972,0,0,0,0,0,0,0,0.122234379569775,0,0,0.00563909383267591,0.0203087211347829,0,0,0,0,0,0.191206635642187,0,0,0,0,0.168400197954022,0,0,0,0,0,0,0,0,0,0,0,0.0250187576545952,0,-0.00890247187758202,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0682133594976288,0.128614800805522,0,0,0,0,-0.0387945073949499,-0.066926190059327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110263742262713,0,0,0,0,0,0,0,0,-0.0362334211284788,1.06249552830518,0.0224916907332818,0
X1299.HK.EQUITY,0,0,0,0,0.238574186139103,0,0,0,0,0.199874559765421,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219002929292896,0.0574536403483747,0,0.411230166522705,0.192621616796525,0,0.115975383632724,0.167338622495385,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941908799497042,0.0784594982800185,0,0,0,0,0,-0.0378005581681003,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357195227019831,0.283476897178288,0,0,0,0,0,0,0,-0.223748724579563,0,0,0,0,0,0,0,0,0.0332210704470194,0,0,0,0,0.36587014186271,0,0,-0.032426894380549
X388.HK.EQUITY,0,0,0,0,0.284769367669266,0,0,0,0.105532505298212,0,0,0,0,0,0,0.0940072798031281,0,-0.391673778721747,0,0,0,0,0.278330512610335,0,0.207000256911462,0,0,0,0,6.93889390390723e-18,0.00376882097498542,0,0,0,0,0,0,0,0,0,0,0,-0.170582102791076,0,0,0.220779566456417,0,0,0,0,0,0.06851113521289
X601658.CH.Equity,0,0,0,0.234514036614346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541132848760532,0.275269331042328,0,0,0,0,0,0,0,0,0,0,0,0.0362408435936264,0,0,0,0,0,0,0,0,0,0.164438130262472,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.00671627759628949,-0.0148943262543345,0.0854942640047156,0,0,0.241124887127994,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0356469212047481,0,0,0,0,0,0,0.0613487327138049,0.214081100933846,0,0,0,0,0,0,0.074302709370813,0.123634440982082,0,0,0.063327534253895,0.282698603129278,0,0,0,0.0537673362322502,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.552728569092392,0,0,0,0,0,0,0,0,0,0,0,0,-0.104549024581254,0,0,0,0.283274156067251,0,0,0.0454613397718048,0,0.0360749396682091,0,0,0,0,0.0923198993400605,0,0,0,0.0170866200886214,0,0,0,0,0.0227804967867875,-0.0398793239119362,0,-0.00750358295461015,0
X601166.CH.EQUITY,0,0,0,0,0,0.0701426789945876,0.479258697122557,0,0,0,0.053437339558769,0,0,0,0,0,0.0561511438976369,0,0,0,0,0.0737624785309736,0,0,0,0,0,0,0,0.00938972877663254,0,0,0.0887102456367683,0,0,0.0158280237709976,0,0.04058335036063,0.029008217215658,0,0,0,0,0,0,-0.0384589175243158,0,0,0,0.137078558683309,0,0
