,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.186787295670904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356856428236481,0,0,0.142103267346643,0,0,0,-0.0306365404647856,0.381016878051726,0,0,0,0,0,0,0,0,0,0,0.134856919471888,-0.127546786065784,0,0.0278800601563962,0,-0.0758240585325361,-0.14117158388256
X601939.CH.EQUITY,0.183640778834324,0,0,0.328604953927393,0,0,0,0,0,0,0,0.0241029680757609,0,0.232093845170211,0,0,0,-0.120676926902365,0,0,0,0.0597610203337536,0,0,0,0.229185973626412,0,0,0,0,-0.0960184981984195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552311335839437
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632028173864499,0,0,0.160290262092873,0,0,0,0,0,0.0135022690340721,0,0,0.0166270813702383,0,0,0,0,0,0,0,0.1229989676686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113401768594637,0,0,0,0,0,-0.0428090996530643,0,0
X601988.CH.EQUITY,0,0,0,0.390784052357632,0,0,0,0,0,0.248181160656641,0,0,0,0,0,0.320014152466401,0,0,0,0,0.158146118745357,0,0,0,0,0,0,0.0514808523918786,0,0,0,0,0,0,0,0,0,0,-0.486415925233153,0,0,0,0,0.173546417350357,0,0,0,0,0,0,0,0.27446475823744
X600036.CH.EQUITY,0,0.205868755064448,0,0,0,0,0,0,0.154209856571346,0,0,0,0.137558581163878,0,0,0,0,0,0,0,0,0,0.0854993176920964,0,0,0,0,0,0,0,0,-0.0124578579805448,0.00384670144806162,0,0.306091203112737,0,0,0,0,0,0.0582639910911323,0,0,0,0,0,0.0189574767917801,0,0.0659043577643403,-0.0209671280654351,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,-0.0203084160672828,0,0.0307438501207546,0,0,0.345936268969869,0,0,0,0,-0.13153782756605,0,0,0,0,0,0,0,0,0,0,0,0,0.204131824373009,0,0,0,0,0,0,0,0,0,0,0,0.0712454967465437,0,0,0,0,0,0.0297679206414304,0,0,0,0,0,0,0.0919814433017647,0,-0.204270617431938,0.132724382483149
X601658.CH.Equity,0,0.071897849522613,0,0.100881452336376,0.0396007135500439,0,0,0,0,0,-0.0322265840124784,0,0,0,0,0,0,0,0,0.2673298624438,0.188586493500306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289453393085701,0,0.0959386965816153,0,-0.134107446336572,0,0,-0.0791310168456516,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.187406962777181,0.0493788963666807,0,0,0,0,0,-0.0366843012235237,0,0,0,0,0,0,3.46944695195361e-18,0,0.478418317476431,0,3.46944695195361e-18,0,0,0.0351281506947381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921741858845027,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.290086703011878,0.000175546843451504,0,0.0559687151347203,0,0,0,0,0,0,0.0508164432052898,0,0,0,0,0.0153729152281654,0,0,0,0,0,0.102779996617151,-0.00806236355342758,0,0,-3.46944695195361e-18,0,0,0,0.282864514053416,0.129360725269628,0,0.0528027970633549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
