,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.359262707941643,0,0.308149774734357,0,0,0,0,0,0.0475277604136509,0,0,-1.38777878078145e-17,0,0.0512308978106246,0,0,0,0,0,-0.0444737603383097,0,0,0,0,0,0,0.0432735952066485,0,0,0,0,0,0,0,0,0,0,0,0,0.0897184966572264,0,0,0,0,0,0.0585079349996896,0,0,0,0,0
X601318.CH.EQUITY,0.0723367111371601,0,0,0,0,0,0,0,0.190474843654281,0,0,0,0,0,0,0,0.233486696314175,0,0,0,0,0,0,-6.93889390390723e-18,0.0451062640580856,0,0,0,0,0,-0.0890160903829122,0.101481721493112,0,0.0485068336070931,0.143629465623684,-8.67361737988404e-19,0.16470580514539,0,0,0,0.0526541469165431,0,0,0,0,0,0,0,0.096910896141109,0,0,0
X601939.CH.EQUITY,0,0,0,0.332379856513229,0,0.0707261234279934,0,0,0,0,0,0,0.43837620659173,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.05692294472617,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.353920707673527,0,0.00620633191697274,0,0,0.497593477681718,0.00356753324806691,0,0,0,0,0.0104887593444609,0,0,0.0407342274290004,0,0,0,0,0,0,-0.0321811744396449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165035669590126,0,0,0,0,0.0955022063306846,0,0,0.00717542564172494,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464105850618793,0,0,0,0,0,0,0,0,0,0.0778420930636789,0.0450775961667466,0,0,0.697991919497717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.411051271566594,0,0.0593894146363772,0,0,0,0,0,0.0419404610454339,0,0,0.00819435529568951,0,0,0,0,0,0.0820674749055102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162661749084582,0,0,0,0.02673202111671,0,0,0,0,0,0,0,0,0,0,0.207288584913997,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.335508984579164,-0.0199011755303489,0,0,0,0,3.46944695195361e-18,0,0,0.469884946178928,0,0,0,0,0,0,0,0,0,0,0.0528182395275155,0,0,0,0.0767187599824066,0,0,0,0,0,0.0186617300800965,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707278529509222,0,0,0.407918598557843,0,0,0.150849295438363,0,0,0.0781053290492742,0,0,0,0,0,0,-0.0287510086637113,0.39983856935889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114739837644364,0,0,0,0,0.122776544691661,0,0,0,0,0,0.148874488142254,-1.38777878078145e-17,0,0,0,0,-0.0360869839642014,0,0,0.0723479257273634,0,0,0,0,0,0,0,0.220479041039242,0,0,0,0,0,0,0,0.00717668206935358,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.161626828302509,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0216401720623234,0,0,0,-0.523557454410655,0.227153732410942,0,0.185883803450347,-0.273464337059807,0,0,0,0,0,0,0,0,1.05645681342422,0,0,0,0,0,0,0.189480820001567,0,0,0,-0.118144688881901,0,0.0394530435444129,0,0,0,-1.14411023748678,0.0181300472158492,0,0,0.915492009672861,0,-0.207667115554925,0,0,-0.00301115425732157,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.501721539381933,0,0,0,0,0,0,0,0,0,0,0.0827800226631801,0,0,0,0,0,0,0,0,0.0439863601554775,0,0,0,0,0,0,0,0.0181810978733329,0.184202510450518,0.119278133662943,0,0,0,0,0.0418961498382581,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.330938615485758,0,0,0,0,0,0,0,0,0,0.141696836677737,0,0,0,0,0,0,0,0,0.131517015226427,0,0,0.0148930628821095,0.244727217172711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132528530781235,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0394842843590912,0,0,0,0.459189577567294,0,0,0,0,0,0.149457663868655,0,0,0,0.0395006352048574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0343325399824479,0,0,0,0,0,0.131842511663048,0,0.0725455542159367,0,0,0.133949433348354,0,0,0.0317827687939242
X000002.CH.EQUITY,0.21512764308881,0,0,0,0,0,0,0,0,0.00465307740074686,0.0273106559736014,0.0103966336838829,0,0,0,0,0,0,0.0296706123132095,0,0,0,0,0,0,0,0,0,0,0,0.519367887744877,0.0118977627358032,0,0,0,0,0,0,0.20014988413668,0,0,0,0,0,0,-0.184299394247181,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0253628233834323,0.188118980146718,0,0.0421795886792833,0.152650731770376,0,0,0,0,0,0,0,0.00264743204683513,0,0,0,0,0,0,0.307212873275597,0,0,0,0.0050499764233873,0.0180304775232176,0,0,0.172889869767278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0544516419546059,0,0,0,0,0,-0.131846772214021,0,0,0,0,0.176480256697363,0,0,0,0,0,0,0,0.314559383728662,0,0,0,0.0328005381568973,0,0,0,0,0,0.173494225665823,0,0.0488104528939291,0,-0.0777340910718949,0,0,0,0,0,0.125739310814662,0,0,0,0,0,0.167967313185598,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.230910343823397,0,-0.144979517831405,0,0,0,0,0,0.0109232474514888,0,0,0,0,0.105483248905384,0,0,0,0,0.0837032824882133,0.0480070650577743,0,0,0,0.254744010217029,0,0,0,0,-0.0343982829704438,0,0.256501431761372,0,0.0909788220639121,0,0,0,0,0,0,0.153771021062267,0,0,0.0316565586558712,0,0,0
X11.HK.EQUITY,0,0,0,0.0797170792529542,0.00364541986622044,0,0,0.238780261555804,0,0,0,0,0,0,0.0644334558168498,0,0,0,0,0,0,0,0.427204607725773,0,0,0,0,0,0.0724759244923274,-0.0391401188251901,0,0.0450574471010954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178350298018566
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.143095266661056,0.397639479432134,0,0,0.0450393974958469,0,0.0943952773555282,0.0766890484452994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691511570093438,0,0,0,0,0,0.209543875909945,0.0898332366465821,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209946752411599,0,0,0,-0.0713748133529767,0,0,0,0,0,0,0.179712477803313,0,0,0,0,0,0,0,0,-0.0991527680581114,0,0.0816748863243862,0,0.609323524287225,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.00623494810642257
X688.HK.EQUITY,0,0,0,0.0141350447398117,0,0,0,0,0.169624190637369,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674452317450377,0,0,0,-0.0210684372932397,0,0,0,0,0,0,0,0,0.146381534568235,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229495314461935,0,0.139763210774706,0,0.4355094392651,0,0.0925269116744283,0,0,0.040255208923613,0,0.0130112506652484,0,0,0,0,0.165082746920277,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0575343654070894,0,0.0248894542431706,0.0561719203400855,0,0.370530226052909,0,0,0,0,0,0,0,0.0918181876678059,0,0,0.0800546772978642,0,0,0.117818895235832,0,0,0,0,0,0,0,0,0,0,0.0408844431202144,0,0.0632366987991284,0,0,0,0.0941814390300615,0,0,0
X600016.CH.EQUITY,0,0,0,0.0343030063234552,0,0,0,0,0,0,0.468572387642025,0.0285240057272324,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0462473747022096,0,0,0,0,0,0,0.268116538630025,0,0,0,0,0,0.153190809381608,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.0458099879037564,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.1177568103632,0,0,0.253900056585866,0,0,0,0.0591686057829203,0,0.13296919024973,-0.0787165620511517,-0.0715789156255102,0.119952027458166,0,0,0,0,1.73472347597681e-18,0.113064044348787,0,0.113497669941176,0,0,0,0.428868609555977,0,0,0,-0.0241703014092952,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0.0150904554415028,0,0,0,0,0,0.0211335626005455,0.0620168409743747,0,0,0,0,0,0,0,0.111951206651298,0,0.19229232251726,0,0,0,0,0,0.250685392528843,0,0,0.138597475684819,0,0,0.16284043953045,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0
