,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0662868340860447,0,0,0,0,-1.73472347597681e-18,0,0,0.244376087316313,0,0,0,0,0,0,0.0446074104231276,0,0.20767043366318,0,0,0,0,0.233707532483258,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0361014709772917,0,0,0.394433077758074,0,0,0,0,-0.0255928434663865,0,0,0,-0.019422009799801,0.0575148509358203
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0
X601939.CH.EQUITY,0,0,0,0.511150004725427,0.0219397137669843,0,0,0,0,0.339320021716003,0,0,0,0,0,0,0,0,0,0,0.117601756593677,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,8.67361737988404e-19,0,0,0,0,0,0.160544780580501,0,0,0,0,0,0,0,0,0,0,0.00961876742506469
X601288.CH.EQUITY,0,0,0,0,0,0,-0.387715164110623,0,0.0468405975590332,0,0.975071354837797,0,0,0,0,-0.101945953229045,0,0,0,-0.307299951079974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412912928287761,0,0.174867650173888,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145678781254517,0.398078210542112,0,0,0,0,0,0,0,0,0.0838384634181856,0,0,-2.16840434497101e-19,0,0,0.0609653439680702,0,0,0,0.00624695406320893,0.0631011966070995,-0.192241734409943,0,0,0,0,0,0,0,0,0.057537673415921,0,0,0,0.255915545980296,0,0,0,0,0,-0.160269740156644,0,0.0874968896163513,0,0
X601988.CH.EQUITY,0,0,0,0,0.377008898601107,0,0,0,0.0773978555095045,0,0,0,0,0,0.0894793987024752,0,0.0358786901367289,0,0,-0.0763449234473432,-0.066974058706127,0,0,0,0.253051182872342,0,0,0,0,0,-0.243640687039002,0,0,0,0,0,0,0,0,0.0602850764760022,0,0,0,0,0,0,0,0,-0.0369345646972756,-0.149898135807325,0
X1299.HK.EQUITY,0,0,0,0,0.22943251800182,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.192819267242036,0,0,0,0,0,0,0,0,0.038938682493591,0,0.0438980351275752,-0.111417837269536,0.0930286303450902,0.0422253612232911,0,0,0,0,0,0.517729283871095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138703061333555
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.423709089514604,0,0.0280493358843389,0.0281131008907823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028881527097645,0.061404516475514,0,0,0,0,0,0,0.149373483015708,0,0,0,0.23563123581224,0,-0.115344620530639,0.314525642272401,0,0,0,0,0,0,0,-0.0776494529947873
X601628.CH.EQUITY,0,0.00356352941625544,0,0.00137147908225571,-0.0822851671310543,0,0,0,0,0,0,0.0987791511779616,0,0,0,0,0,0.273595126639395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375370979662147,0,0,0,0,0,0.250251292180319,0.0941846661902846,0,0.0591398552553033,0,-0.00638115855301347,0,0,0,-0.0575453651099709
X601328.CH.EQUITY,0,0,0.148303008073111,0,-0.0850492185669093,0,0,0.406481124608957,0,0,0,-0.0141087460976861,0,0.468763199111897,0,0,0,0,0,0,0.0809677148567592,0.104814940738211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801810397665723,-0.206240004161432,0,0,0,0,0,0,-0.00872607925827393,0,0,0,0,0,0
X601166.CH.EQUITY,0.0928395930674996,0,0,0.265278141871241,0,0,0,0,0.0160458795602524,0.256721347758916,0,0,0,0.236845641650765,0,0,0,0,0.0527257638351406,0,0,0,0,0,0.0462498402996682,0,0,0,0,0,0,0,0,0.00773569365635512,0,0,0,-0.0573635685958577,0,0,0,0,0,0,0,0,0,0,0,-0.03524535016094,0
