,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.00333464104711602,0,0,0,-0.0601951780750492,0.0491322974164674,0,0,0,0,0,0,0,0.358412044459603,0,-0.168158677037897,0,0,0,0,0,-0.159708488697631,0,0,0,0,0,0,0.165245624746588,0,0,0.632340612943496,0,0,0,0,0,0,0,0,0,-0.0140521827569882,0.0606759870503757,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0
X601939.CH.EQUITY,0.242858358028504,0,0,0,0,0,0,0,0,0.0409977704546039,0,0,0,0,-0.0109245192934068,0,0,0,0,0,0,0,0.0577027386813842,0,0,0,-0.163611333007165,0,0,0,0,0,0,0,0,0,0,0.0491632965301298,0.0804222879687272,0,0.515970075039569,0,0,0,0,0,0,0,0,0,0.115988492284846
X601288.CH.EQUITY,0,0,0,0,-0.133504903144366,0,0,-0.0360395542448095,0.0665559129051039,0,0.36572075104151,0,0,0.330223887908968,-0.0711992555358989,0,0,0,0,0,-0.115722863983061,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0307650735417273,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.146974659891619,0,0.213112785405785,0,0,0.113426839774785,0,-0.00367907634009988,0.214578405211334,0,0,0,0.0738784369773457,0,0,0,0,0,0,0,0,0.0216342770119474,-0.168530151107519,0,0,0,0,0,0,0,0,0,0.129649756872743,0.0970973711788168,0,0,0,0,0,0,-0.0966319073371585,0,0,0.154726961947696,0,0
X601988.CH.EQUITY,-0.0652103720483699,0,0,-0.0412200853776263,0.409670245598584,0,0,0,0,0,0,0,0,0,0,0,0,0.0446003032214492,0,0,-0.168725094619012,0,0,0,0.346549564904933,0,0,0,0,0,0,-0.356599952041597,0,0,0,0,0,0,0,0,0,0,0,0,0.0342699410586797,0.132392575611243,0,0,0,-0.0301828115948775,0.00572765316382047
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0,0,0
X1299.HK.EQUITY,0,0.0948444649052172,0.004530552510695,0,0.366153305093569,0,0,0,0,0,0,0,0,0,0,0,0,0.0501141677839825,0.0773120633535097,0,0,0,0,0,0,0,0.147479996000667,0.0291012128192509,-0.103999948028393,0.0466023254829068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178161182693766,-0.117004894995732,0,0,0.130992865593496,-0.0110624246556868,0,0
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,-0.0891708610254628
X601328.CH.EQUITY,0,0,0.0301143985875838,0,-0.106722726918571,0,0.575672735429518,0,0,0,0,0,0,0,0,0.0149855506526435,0,0.181589429855642,0,0,0.152480520689321,0,0,0,0,0,0.243001582901386,0,0,0,0,0,0,0,0,0,0,-0.163936892959191,0,0,0,0,0,0.147426905874803,0,-0.0320992497283454,-0.230203891640921,0,0,-0.0767308542979749,-0.146707803951177
