,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.169804507640579,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.144786978439004,0,0,0,0,0,0,0,0.0557165150971883,0,0,0,0,0.221603234893027,0,0,-0.0367331167770466,0,0,0,0,0,0,0,0,0,0,0.130428290478783,0,-0.200544315332681,0.132158561835877,0,0.00289056262199838,-0.143960839680001,0
X601939.CH.EQUITY,0.131637787961543,0,0,0.207059624936004,0,0,0,0,0,0,0,0.0222192344679803,0,0.326913686214386,-0.0194024049057571,0,0,-0.0594379391917944,0,0,0,0,-0.0695172428692582,0,0,0.0712082397268129,0,0,-0.0858211593071858,0,0,0,0,0,0,0,0,0,0,0,0,0.0786098436331829,0,0,0,0,0.154041484552833,0,0.151514558628002,0,-0.0318173698056693,0.152567689517522,0
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0
X601288.CH.EQUITY,0,0.453702536680941,0,0,0.0331864744420684,0,0,0,0,0,0,0,0.0144288182734376,0.152106021112452,0,0,0,0,0,0,0,0.229239108272419,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.147414947995659,0,0,0,0,0,0,-0.0847514234862376,0,-3.46944695195361e-18,0,0,-0.0987324643276854,0,0,-0.00549185269431669,0,0
X601988.CH.EQUITY,0,0,0,0.432237406357676,0,0,0,0,0,0.211494521442862,0,0,0,0,0.0511421704128537,0.294392586945804,0,0,0.164714891128747,0,0,0,0,0,-0.022721501109864,0,0,0,0,0,0,0,0,0,0,0,0,-0.47263273660961,0,0,0,0,0.201581303607673,0,0,0,0,0,0,0,0,0.391166409544896,0
X600036.CH.EQUITY,0,0.161398165516424,-8.67361737988404e-19,0,0,0,0,0.122167532211979,0,0,0,0,0.210879372379776,0,0,0,0,0,0,0,0,0,0.106479580895447,0,0,0,0,0,0,0,0,0.308832522204685,0.0477039639114971,-0.0369615446613601,0,0,0,0,0,0,0.0592914270626828,0,0,0,0,0,0,0,0,0,0.0205240260546373,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0.0192434510431593,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0
X601658.CH.Equity,0,0.0984838161624864,0,0.16558422589538,0,0,0,0,0,0,-0.0535758596284159,0,0,0,0,0,0,0,0.0216291324335377,0.326014785518214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958095516981772,0.193508025877498,0,0,0,-0.0324921608591311,0,0,0,0,0.028185353102249,0,0,0,0,0
