,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0732052762545227,0,0,0,-0.0348786401531143,0,0,0,0,0,0,0,0,0.350179622773077,0,-0.108533743390948,0,0,0,0,0,-0.0702820012814928,0,0,0,0,0,0,0,0,0,0.685577856239608,0,0,0,0,-0.0412842548230601,0,0,0,0,-0.0509142767910618,-0.0368926417818854,0,0.100613780593924
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.242861447648071,0,0,0,0,0,0,0,0,0.040997690110864,0,0,0,0,-0.0109230861956557,0,0,0,0,0,0,0,0.057706867778878,0,0,0,-0.163609995786643,0,0,0,0,0,0,0,0,0,0,0.0491601477279038,0.080419001141948,0,0.51596656671286,0,0,0,0,0,0,0,0,0,0.115991948240171,0
X601288.CH.EQUITY,0,0,0,0,-0.1852800905893,0,0,0,0.149615704276567,0.00890994138026094,0.443241930565141,0,0,0.148875783427936,-0.12018774644233,0,0,0,0,0,-0.125161631585541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073316725701689
X5.HK.EQUITY,0,0,0,0,0,0.146975126822635,0,0.213115195106761,0,0,0.113426669567158,0,-0.00367826161910477,0.214577639644129,0,0,0,0.0738772364356128,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0216348688419948,-0.168530213762286,0,0,0,0,0,0,0,0,0,0.129650251012884,0.0970988174902621,0,0,0,0,0,0,-0.0966354434153006,0,0,0.154727193590261,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.389980721654602,0,0,0,0,0,0,0,0,0.0587327461696104,0.00197101544272659,0,0,0.0745373426665678,0,0,-0.137354228109968,0,0,0,0.239834531266994,0,0,0,0,0,0,-0.325609937985971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110083065022272,0,0,0,0,0.03942208749482,0.0207242060408714
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225667219910345,0,0,0,0,0,0,0,0,0,0,0,0,0.12002737103986,0,0,0,0,0,0,0,0,0.182753897273498,0.02308060653101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12185822449755,-0.123249482072367,0,0,0.136540910646289,0,0,0,0.116710313609658
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,-0.0891708610254628,0
X601328.CH.EQUITY,0,0,0.00457815063210858,0,0,0,0.644391643672992,0,0,0,0,0,0,0,0,0.10261965293317,0,0,0,0,0.1502504833069,0,0,0,0,0,0.130475236412318,0.194220594366235,0,0,0,0,0,0,0,0,0,-0.205060924407673,0,0,0,0,0,0.0672754766899902,0,-0.300974505209258,0,0,0,0.00267049013071541,-0.0596846873681414,0
