,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0433548103110131,0.299161541342781,0,0.189246332104762,0,0,-0.0642458169557709,0,0,0,0,0,0,0,0,0,0,-0.024917307967755,0,0,0,0,0,0,0,0,0,-0.00113072618503668,-0.00878074447870717,0,0,0.101412676049021,0,0,0,0.0388335550136678,0,0,0,0,0,0,0,0,0.24477916099624,0,0,-0.0634619415888261,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.133337295062924,0,0,0.0581398179165725,0,0.0908822080599971,0,0,0,0,0.180830075043714,0.226294755959761,0,0,0,0,0,0,0,0,0,0,0,0.0809264560038993,0.031419395315675,0,0,0,0,0.0598552228791723,0,0,0,0,0,0.00199990292387351,0,0,0,0,0,0,0,0.0775855441016182,0
X601939.CH.EQUITY,0,0,0,0,0.183172548078581,0,0.189012231393138,0,0,0,0,0.184298697041969,0,0,0.0519590067573581,0,0,0,0,0,0.0530374451414849,0,0.552331468076842,0,-0.210426577103512,-0.077919625425285,0,0,0,0,0.134791372383854,0,0,0,0,0,0,-0.0561183299240464,0,-0.042078787265907,0,0,0,0,0,0,0,0,0,0,0,0,0.0370372240315912
X601628.CH.EQUITY,0.137995696426796,0,0,0,0,0.087105288255045,0,0,0,0,0,0,0,0,0,0,0,0.161954405345031,0,0,0,0.00191321034387281,0,0,0.155448420361446,-0.0997273978344636,0,0,0.131817833564629,0,0,0,0.138395182636633,0,0.380959811330065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734890911653417,-0.1608096659103
X601288.CH.EQUITY,0.226319633735472,0,0.0995006459163049,0,0,0,0.180139291773955,-0.0680488839630081,0,0,-0.0454820123029584,0,0,0,-0.0288537326341654,0.224415360312737,0,0.112039068433074,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700760014625696,0,0,0,0,0,0,0.164695471382864,0,0,0,0,0,0,0.0414779995673486,0,0
X600036.CH.EQUITY,0,0.18761845425621,0,0.0692694947135122,0,0,0.100615915299479,0,0,0,0,0,0,0.213152773071414,0,0,0,0,0,0,0,0,0,0.321767557094277,0,0,0.025789468553248,0,0,0,0.0844160626224313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189899342619962,0
X601988.CH.EQUITY,0,0,0,0,0,0.323769468981557,0,0,0,0,0,0,0,0,0,0.4766764980273,0,0,0,0,0.0069302739233087,0,0,0,0,0,0,0,0,0,0.021074105387257,0.13728873602236,0,0,-0.0843756678173175,0,0,0.0324176080724108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.32674108783503,0,0,0,0,0,0,0.0811537187106643,0,0,0,-0.0131696839191464,0,0,0,0,0,0.0536814846550655,0.101306033832591,0,0,0,0,0,0,0,0,0,0.057676213162664,0,0,0.131062444804393,0.108419883747799,0,0,-0.0538932251809846,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00512000641995861,0,0,0.0755810771200328,8.67361737988404e-19,0,0,0,0.573446343265653,0,0.0171174943190037,0.0973134222006492,0,0,0,0,0,0,0,0,0.0260868292283432,0,0,0.193099248498474,-0.062105280620842,0.162429436509399,0,0,0,0.115707260056834,0,0,0.133746562099967,0,0,0
X388.HK.EQUITY,0,0,0,-0.0654590025262609,0,0,0,0,0,0,0,0.0797522310806028,0,0.00819653936683621,0,0,0,0,0,0,0,0,0,-0.0103345126735304,0.326552564594188,0,0,0.0561289156158713,0,0,0.291782084753308,0,0,0,0.374991552742877,0,0,0,0,0,0.113555731727534,0,0,0,-0.375051233811425,0,0.128393132594729,0,0,0,0.246195321342938,0,-0.098704633845788
