,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.1172325354447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727852585520648,0,0.425824992437795,0.370065690709938,0.062517950860994,-0.248584045743594,0,0,0.16546774657164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533104487016798,0,0,0,0,0,0,0,0,-0.020713998234076
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.83923290571658,0,0,0,0,0,0.0163984817190568,0,0,-0.0558571786408909,0,0,0,0.0383684752527276,0.129400389209477,4.33680868994202e-19,0,0,0.00265696968923633,0,0,0,0,0.0312107213745252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716293674048166,0,0,0.00658231838385496,0,0,0
X601288.CH.EQUITY,0,0,0.90851233605303,0,-0.0890134952028074,0,0,0,0,0,0,0,0,0,0,0.0313123247520968,0,0,0.121937308328434,0,0,0,0,0,0,0,0.0451463485092655,0.0298766007580012,0,0,0,0,0,0,0,0.0184836956081959,0,0,0,-0.0254639193696676,-0.0780041539531393,0,0,0,0,0.00666583684833193,0,0,0,0,-0.0535045136147843,0,0
X601628.CH.EQUITY,0.0156140969145118,0,0,3.46944695195361e-18,0,0,0,0,0,0.2954830451019,0,0.235114835765874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850794022712378,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.521666186437505,0,0,0,0,0,0,0,0,0.205770659364855,0,0,0,0,0.127177774440592,0
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00285453851881221,-0.136612957725249,0.0795711425258845,0,0.0507647673737951,0,0,0,-0.0218463673908323,0,0,0,-0.000935675283013229,0,0,0,0,-0.0422642413478335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108779841239385,0,0,0,0,0,0,0,0,1.05214238543359,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0776586906889577,0,0,0,0.0977538438885666,0,0,0,0,0,0,0,0,0,-0.00312594806505234,0,0,0,0,1.73472347597681e-18,0.106612908427553,0,0,0.00977589653142324,0,0,0.245197000411311,0.302749061324551,0,0,0,0,0,0,0,0,0,0,0,0,-0.112379837446689,0,0.182168085926668,0,0.101930139744359,0,0.00498265384927706,0.135845145239397,-0.0267567830206164
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168560995243827,0,0,0,0,0,0.0238074602733555,-0.00856341597014231,0.228091195043479,0.48173013739965,0,0,0,0,0,0,0,0,0,-0.0921862840136868,0.0702138115973246,0,0,0,0,0,0.0522752505269869,0,-0.177270185146585,0,0.0517044518736551,0,0.129421948190293,0,0.0161997390448996
X388.HK.EQUITY,0,0,0,0,0.329022707428435,0,0,0,0.0871399843883215,0,0,0,0,0,0,0,0,-0.242977315748864,0,0,0,0,0,0,0.476846061836797,0.220527444929667,0,0,0,0,0.016205877732933,0,0,0,0,0,0,0,0,0,0,-0.161026831360783,0,0,0,0.113671581645349,0,0,-0.0754348393825581,0,0,0.0744693534399321,0
