,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.12721450834321,0,0,0,0.11950068724747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441194770914669,0,0,0.0759308708138947,0,0,0,-0.0794103123256319,0.239136705292739,0,0,0,0,0,0,0,0,0,0,0.126020501306394,-0.184386384801735,0,0.139405748840611,0,0,-0.149286185094156,0
X601939.CH.EQUITY,0.183641883725336,0,0,0.328605065663914,0,0,0,0,0,0,0,0.0241023523287652,0,0.232097832082754,0,0,0,-0.120677766520824,0,0,0,0.0597574275517912,0,0,0,0.229185468644504,0,0,0,0,-0.0960191949940026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552413993093277,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632060718447666,0,0,0.160277035561648,0,0,0,0,0,0.0135086315537771,0,0,0.0166180954019473,0,0,0,0,0,0,0,0.12297136361476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113419110022792,0,0,0,0,0,-0.0428061666664479,0,0,0
X601988.CH.EQUITY,0,0,0,0.390790806340337,0,0,0,0,0,0.248160399942755,0,0,0,0,0,0.320021068800871,0,0,0,0,0.158162284035707,0,0,0,0,0,0,0.051455887517998,0,0,0,0,0,0,0,0,0,0,-0.486407221137438,0,0,0,0,0.173545930055419,0,0,0,0,0,0,0,0.274477289813735,0
X600036.CH.EQUITY,0,0.205882341480623,0,0,0,0,0,0,0.15420882682801,0,0,0,0.137605700124214,0,0,0,0,0,0,0,0,0,0.0855056999237287,0,0,0,0,0,0,0,0,-0.0124606274398521,0.00385369665529907,0,0.306050586423412,0,0,0,0,0,0.0582835914052945,0,0,0,0,0,0.0189213987356742,0,0.0658565284934926,-0.0209500809372825,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.382755462596577,0,0,0,0,-0.0771970076111053,0,0,0,0,0,0,0,0,0,0,0,0,0.216600948825848,0.0485656163854906,0,0,0,0,0,0,0,0.0195695978605852,0,0,0,0,0,0,0,0,0.0167846133667553,0,0,0,0,0,0,0,0,0.189971752624769,0.0920437282048392,0
X601658.CH.Equity,0,0.0718921524671898,0,0.100889838968055,0.0396009374942645,0,0,0,0,0,-0.0322266303165296,0,0,0,0,0,0,0,0,0.267331603341857,0.188587185751167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289450132182878,0,0.0959385077408185,0,-0.134108499515089,0,0,-0.0791341497903806,0,0,0,0,0,0,0,0,0
