,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.177911350218042,0,0.18313298422326,0,0.159007887290968,0,0,-0.064200336703901,0,0,0,0,0,0,0,0,0.0727423507019168,0,0,0.139819675939862,0,0,0,0,0,0,0,0,0,0,0,0,0.0669796813255938,0,0,0.00891661597924455,0.0282423381832473,0,0,0,0,0,0,0,0,0.172197692540729,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103697445215193,0,0.0317065010230015,0.0763782833175697,0,0.0672607733842118,0,0,0.10055523419144,0,0,0.0497672190040237,0,0,0.457571067540004,0,0,0,0,0,0,0,0,0.0815927960304847,0,0.0986162346631889,0,0,0,0,0,0.0556087270951361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179953359648963
X601939.CH.EQUITY,0,0,0,0,0.179535148522701,0,0.323327951404493,0,0,0,0.0144423137751161,0,-0.168521092456835,0,-4.33680868994202e-19,8.67361737988404e-19,0,0,0,0,0.014466614213249,0,0.605490519113519,0,0,0,0,-0.0361599636099392,0,0,0,0,0,0,0,0,0,0,0,0,-0.038576986542895,0,0,0,0,0,0,0,0,0,-0.116604068987696,0
X601628.CH.EQUITY,0,0,0,0,0,0.0762323258517333,0,0,0,0,0,0,0,0,0,0,0.196947931658811,0,0,0,0,0,0,0,0.132421157827255,0,0,-0.176001613778744,0.122283204034583,0,0,0,0,0.352474757317293,0.262995382300681,0,0,0,0,0,0,0,0,0,0,0.0726524601116693,0,0,0,0,0,-0.116948556925355
X601288.CH.EQUITY,0.0887889042957945,0,0.0385834847256251,0,0,0,0,0,0,0.0379258306005217,0,0,0,1.73472347597681e-18,0,0.550340164860935,0,0,0,0,0.0748720200944632,0,0.157605546937353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108598222114508,0,0,0,0,0,-0.0440720652719251,0,0.0415972110392781,0,0,-0.0111639101560847,0,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.297614182795011,0,0,0.247298585864079,0.202493379858796,0,0,0,0,0,0,0,0,0,0.0377609425866762,0,0,0,0,0.166314462434766,0,0,-0.0210596965239217,0,0.081350698749986,0,0,0,0,0.104333915863611,0,0,-0.00707486436995143,0,0,0,0,0,0,0,0,0,-0.115020283204244,0,0,0,0,0,0,0.0837548490025194,0.0603040963521648
X1299.HK.EQUITY,0,0,0,0,-0.164603588632499,0.0347088432901437,0,0,0,0.376789536248465,0,0,0,0,0,0,0,0.111048050360024,0,0,-0.0482471245132907,0,0,0.147985684750779,0,0,0.338978221779351,0,0.0689267897168912,0,0,0,0,0,0,0,0.0239780684700656,0.0212862147103881,0,0,0,0.0782271038923726,0,0,0,0,0,0,1.38777878078145e-17,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623204639788852,0,0,0,0,0,0,-0.153043736276267,0,0,0.0273923363293706,0,0.0161440540753029,0,0,0,0,0.124452722279058,0.448612873220817,0,0,0,0.134131764961556,0,0,0,3.46944695195361e-18,0,0,0,-0.175565417903313,0,0.257743148789737,0,0.232523796118351,0,0,0,0,0.174178756753602,0,0,0
X388.HK.EQUITY,0,0.179325892303802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142282993635587,0,0,0,-6.93889390390723e-18,0,0,0,0.290399235999159,0,0.215789896168783,0,0,0.142503137231449,0,0,0,0,0,-0.105951444106712,0,0,0.253692081842404,0,0,0,0,-0.0642356183369202,0
