,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.168720348421859,0,0,0.0834159057035845,0,0,0,0,0,0,0,0,0,0,0,-0.0128600370648384,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0830845547355456,0,0,0.115786458258261,0,0,0,0,0.412440941262147,0,0,0,0,0,0,0,0,0,0,0.135710652556536,-0.0885313212917143,0,0,0,-0.0863609383080799,0
X601939.CH.EQUITY,0.190787971595178,0,0,0.344750558062987,0,0,0,0,0,0,0,0.0345479292832794,0,0.213498038440399,0,0,0,-0.120211056494111,0,0,0,0.0587923284664971,0,0,0,0.222436993114234,0,0,0,0,-0.10577035723199,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389252420335292,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632048273729412,0,0,0.160283298280997,0,0,0,0,0,0.0134984250246235,0,0,0.016631432396054,0,0,0,0,0,0,0,0.12297682266451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113442701302299,0,0,0,0,0,-0.042804874385127,0,0
X601988.CH.EQUITY,0.0191233434141826,0,0,0.329770547807598,0,0,0,0,0,0.350724829624173,0,0,0,0,0,0.0438096442605897,0,0.232116864828336,0,0,0.105802201772333,0,0,0,0,0,0,0.0753109542552395,0,0,0,0,0,0,0,0,0,0,-0.524100001860611,0,0,0,0,0.0382879722487867,0,0,0,0,0,0,0,-0.2598044475659
X600036.CH.EQUITY,0,0.20587178459602,0,0,0,0,0,0,0.154210836585311,0,0,0,0.137562772820967,0,0,0,0,0,0,0,0,0,0.0855224193020451,0,0,0,0,0,0,0,0,-0.0124607595145346,0.00384974537116506,0,0.306089363751892,0,0,0,0,0,0.0582722463860987,0,0,0,0,0,0.0189389400290209,0,0.0658866338312221,-0.0209601023883519,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.114442135516474,0,0,0,0,-0.146350994371976,0,0,0,0,0,0.0541290698504089,0,0,0,0,0,0,0.363089713749533,0,0,0,0,0.106534138071254,0,0,0,0,0,0.0932866434236335,0,0,0,0,0,0,0.0517360642673657,0,0,0,0,0,0,0.191104918442886,0,-0.0317984357542512,0
X601658.CH.Equity,0,0.0718976469459476,0,0.100883716087763,0.0395995882557188,0,0,0,0,0,-0.0322265752961964,0,0,0,0,0,0,0,0,0.267331092569906,0.188586818839896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28944797122305,0,0.0959391789299046,0,-0.134103253032373,0,0,-0.0791299094764849,0,0,0,0,0,0,0,0
