,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.394554828604724,0.0289901916946328,0,0,0,0,0,0,0,0.226518687612056,0,0,0,0,0,0,0,0,0.10826942095802,0,0,0,0,0,0.0667176829932043,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0571006066603184,0,0,0.00124358123193985,0,0,0,-0.131393221587259,0
X601939.CH.EQUITY,0.457620398266445,0,0,0.171489559917802,0,0,0,0,0,0,0.118916622006499,0,0,0,-0.108967894989025,0,0,0,0,0,0,0,0,0,0,0.182266955198957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443063313352573,0.0891313568873053,0.00411932418303548,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295749575854168,0.0948069403982386,0,0,0.175319435603247,0,0,0,0,0,2.16840434497101e-19,0,0,0.189285297125868,0,0,0,0,0,0,0,0.0473689872061271,0,0,0,0,0,0,0,0,0,0,0,0.123178296972073,0,0,0,0,0,0,0,0,0.000559768734573142,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.459642293389922,0,0,0,0,0,0.233755448496408,0,0,0,0,0,0.290102876874349,0,0.122221863648512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.530042751637763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212867904942567
X600036.CH.EQUITY,0,0.0582716985613942,0,0,0,0,0,0,0,0,0,0.192276698310546,0,0,0,0,0,0,0,0.281980991079846,0,0.00990029915283464,0,0,0,0,0,0,0,0,0,0.278347382916072,0,0,0,0,0,0,0,0,0.0691371613071043,0.0482467132702311,0,0.0176188202657414,0,0,0,0.100104972857132,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.170144542983883,0,0,0,0.127566182864332,0,0,0.281299608030315,0.0521264739765681,0,0,0,0,0,0,0,0,0,0.00891571206747213,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.272578167823286,0,0,0,0,0,0,0.0918796736205552,0,1.73472347597681e-18,-0.144003571070944,-0.0385314126088324
X601658.CH.Equity,0,0,0,0,0.301780330772777,0,0,0,0,0,0,0,0,0.23828259149646,0,0,0,0,0,0,0.226743409141624,0,0,0,0,0,0,0,0.0711434340875214,0,0,0,0,0,0,0,0.00587016956068815,0.11265200582012,0,0,0,0,0,0,0,0,0,0,0,0.230681129451758,0,0
X601328.CH.EQUITY,0.403410792430705,0,0,0.205332956603509,0,0,0,0,0,0,0,0,0,0,0,0.152090705143386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246863716076579,0,0,0.0472458894956685,0,0,0,0,0,0,0,0,0,0,0,0.039041992279146,0,0,0.00864497086085959,0,0,0.0459033066998126,0
