,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.132843515693987,0,0,0,0,0,0,-0.0139198001383474,0,0,0,0,0,0,0,0,0,0,-0.0514203911655141,0.00184798869259266,0,0.386283028442369,-0.225060546862491,0.500010663194403,0,0,0.206503600782491,-0.082292968157397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570774834942119,0
X601318.CH.EQUITY,0,0,0,0,0,0.208955511038676,0,0,0,-0.0759038539239465,0,0,-4.33680868994202e-19,0.126902575572566,0,0,0,0.0385357920122168,0,0,0.0176959669682996,0,0,0,0,0,0,0,0,0,0.155551750953782,0,0,0,0,0.253735912050704,0,0.104257615341329,0,0,0,0,0,0,0,0,0,0,0,0,0.0207295619180678,0
X601939.CH.EQUITY,0,0.0477460853169822,0,0.795753201295313,0,0,0,0,0,0.0469480354262045,0.0302989427770626,0,-0.0276114358911371,0.0207892149843913,0,0,0,0.0833893096834503,0,0,0,0,0.00108258166689659,0,0,0,0.0218904420062673,0,0,0,0.0221552352100423,0,0,0,0,0,0,0.0799676102471778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.938078942423538,0,-0.0936472027818299,0,0,0,0,0,0,0,0,0,0.0325244443841063,0,0,0,0.0265345428149316,0,0,-0.0157236105396811,0,0,0,0,0.0791560587285173,0,0,0,0,0,0,0,0,0.0756334600043675,0,0,0,-0.0447839619184031,0,-0.0792794562139324,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.015852498879411
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.274797441037134,0,0.0854603644757801,0,0,0,0,0,0,0,0.429758695655708,0,0,0,0,-2.77555756156289e-17,0,-0.0557780891152337,0,0,0,0,0,0,0,0,0.101626462823559,0,0.00944261817303204,0,0,0,0,0,0,0,0.113064427808562,0,0.205634165498448,0,0,0.0376908713083765,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626346395112542,-0.0156950824173227,0,0,0,-0.0379125909781706,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0716174047246377,0,0,0.0439433201484234,0,0,0,0,0,0,0,-0.0217073352505329,0,0,0,0,0,0,-0.0108826598196401,0,0,0,-3.46944695195361e-18,-0.134258881832114,0,0,0.961966575595762,0,0
X1299.HK.EQUITY,0,0,0,0,0.120080849649352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268585696827189,0,-0.0832778019001611,0,0,0,0,0,0.0253095876055482,0,0,0.144358091935627,0.358999731010205,0,0.0206663808624651,0,0,0.0566944295082537,0,0,0,0.0528297148151848,0,0,0,0,0,0.00709707684123531,0,0,-0.0982221118270809
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176374061461666,0,0,0,0,0,0,0,0.196201678564646,0.520420692309657,0,0,0,0,0,0,0,0,0,-0.146628024281635,0.0813954296436147,0,0,0,0,0,0.12450891334989,0,0,-0.155289315606341,0.0327555913417234,0,0,0
X388.HK.EQUITY,0,0,0,0,0.253818380099826,0,0,0.0628213050911673,0.113939253694917,0,0,0,0,0,0,0.0364663147428274,0,-0.215408279058091,0,0,0,0.328540697250188,0,0,0.199898259168455,0,0,0,0.0291255130734007,0,0.0438858895946679,0,0,0.0346474267730763,0,0,0,0,0,0,0,0,0.106709734724578,0,0,0,0,0,-0.267544216016075,0,0.136103161734717,0
