,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.137617510218889,0,0,0,0,0,0,0,0,0,0,-0.0977242889135755,0.434746114176974,0,0.688275534068537,0,0.0393176408456442,0,-0.127705089212901,0,0,-0.0822640985041301,0,0.103750928799364,0,0,0,0,-0.13551350270022,0,-0.339564419668728,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.113159715463555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307966576571845,0,0,0,0,0,0,0,0,0,0.114201108257151,0,0,0,0,0,0,0.472241469097796,0,0,0,0,0,0,0,0,0,0.0916500297893055,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.790704643824862,0.0123170800008991,0.0241854523473277,0.0234052200139828,0,0,0,0,0,0,0,0,0,0,0,0.0461023669441319,0,0,0,0,0,0,0,0,0,0,0,0,0.0948118586171337,0.0279753409540338,0,0,0,0,0,0,0,0,0,0,0,0.0374460924163431,0,0,0.0323861665435357,0,0,0,0
X601288.CH.EQUITY,0,0,0.877943699476999,0,0,0,-0.094835054507293,0,0,0,0,0,0,0.0113761644764689,0.0380470201138901,0,0,0.154832923709513,0,0,0,0,0,0,0,-0.0610915527411357,0.0154771947664212,0,0,0,0.00568490050164519,0.0106157829205419,0,0,0,0,0,-0.151906310928749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0771074875926999,0,0,0,0,0,0,0,0,0,0,0,1.24415883804528,0,0,0,0,0,0,-0.227781763499074,0,0,0,0,0,0,0.0572580730662974,0,-0.113789557625207,0,0,0,-0.111942340180791,0,0,-0.198805128860158,0,0,0,0,0,0.00333049672106726,0,0.00392640353224487,0,0,0,0,0,0,0.0104691541047831,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.117609186695398,0.747594690595458,0,0,0,0,0.0916493336746702,0,0,0,0,0,0.104354682721257,0,0,0,0,0,0,0,-0.0503956567414171,0,0,0,0,0.0645260349477827,0.179077124560922,0,0,-0.120146739947246,0,0,0,0,0.0774050453762723,0,0,0.10634087176786,0,0,0.0218186527395894,0
X1299.HK.EQUITY,0.041991273073411,0,0,0,0,0,0,0,0.185896353474496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266663534820887,0,0.0961697684955301,0.156302125421379,0,0.00345742261280652,0,0.315903191634322,0,0,0.0961849435029734,0,0,0,0,0,0,0,0,0,-0.0394805979978827,0,0.430278985664395,0,0,0,0.08278611325987,-0.114022103322265,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.299108974957922,0,0,0,0,0,0,0,0.291666619738276,0,0,0,0,0,0,0,0,0,0.471994745310737,0.0994062272393298,0.0518555415438943,0,0.131127245784929,0.0656886571839108,0,0.0451691156807976,0,0,0,0,0,0,0,0,0,0.096036583784623,0.0212622315485746,0.0555791055794655,0,0,0,0,0,0,0,0.186511776562393
X388.HK.EQUITY,0,0,0,0,0,0,0.217123501543721,0,0,0,0,0,0,0,0,0,0,0,-0.215607650976646,0,0,0,0,0,0,0.356938933703087,0,0.0663873471555649,0,0.123711810517628,0.0238157637951054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166551959138887,0.0422973166634504,0,0.0595298587269135,0,-0.266680847480474,0,0
