,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.521227984306171,0,0.075456654706425,0.0311435822685189,0.0922305331203688,0.0503506948298684,0,0,0,0,0,0,0,0.0257256242536616,0,0.0402510262367919,0,0.0628965811830786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725987292751784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493256000360681,0,0,0.0357209868707639,0,0,0,0,0,0.141376553392681,0,0,0,0,0,0,0,0,0,0.0131444463876246,0,0,0,0.011345195833598,0,0,0.159087097162248,0.0505797671035493,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0547959239749854,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0
X601288.CH.EQUITY,0.311500381494634,0.0907112730206219,4.33680868994202e-19,0,0,0.108200331340672,0,0,0,0.074273991916362,0,0,0,0,0,0,0.176698846904055,0,0,0,0,0,0,0,0,0,0,0,0.0911557855658514,0.00990715281254875,0.0818996589358823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711739399960408
X5.HK.EQUITY,0,0,0,0,0,0.58421672589278,0,0,0,0,0,0,0,0,0,0,-0.134952234999045,0.521293638629439,-0.403530661547324,0,0,0,-0.150129406540141,0.195702476529762,0,0.10347323883253,0,0,0,0.240249604914604,0,0,0,0.104863742441965,0,0,-0.0414410410243529,0,0,0,0,0,0,0,0,-0.185256243455652,0,0,0,-0.130334642427355,0
X601988.CH.EQUITY,-3.46944695195361e-18,0,0,0.215804534710784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315316031644097,0.0763921611119863,0,0,0,0,0,0,0,0,0,0,0,0,0.0145293405954796,0,0,0,0.111533038516727,-1.73472347597681e-18,0.20761273531644,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.188681434392958,0,0,0,0,0,0,0,0,0.0103083216747397,0.211508194821385,-0.0705064718244289,0,0,0,-0.0405420878573805,0.0913521015468872,0,0.0368086764522723,0,0,0,0.377808580821093,0,0.0919137972216204,0,0,0.104119250966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657434405015,0,0,0,0,-0.0428354774804012,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102579094582394,-0.0648032486812785,0,0,0,0,0.244428142021771,0,0.0843280428929186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317247287016029,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.081460359848202,0,0,0,0,0,0,0.00891923849576548,0.246040646073509,0.0262912824615476,0,0,0,0,0,-0.0636873123694677,0,0,0,0,0,0,0.162773065379906,0,0,0,0,0.227618354055043,0,0,0,0,0,0,-0.0413975899466737,0,0,0.214716643230749,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849244528045738,0,0,0,0.0365129046713582,0.0101697986614535,0,0,0,0,0.113620594254209,0,0,0,0,0,0,0.0227413047605525,0.187034313939395,0,0,0,0.0282870050396473,0,0.0620696807202855,0,0,0,0.0868564223057324,0,0,0,0,0,0,-0.00531152600522972,0,0.155178428551344,0.211334728234868,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.145568068085939,0.0715504247567005,0,0,0,0.141829575414534,0.0136079300507475,0.117568264434547,0,0,0,0,0,0,0,0,0,0,0,0,0.281975184841228,0,0,0,0,-1.73472347597681e-18,0,-0.00410297982259706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747920826725062,0.0140364777479112,0,0,-0.014112952395615,0.00750122995709487,0
