,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.177923333447524,0,0.18312216938632,0,0.159005196308723,0,0,-0.0642007093745008,0,0,0,0,0,0,0,0,0.0727437518400915,0,0,0.139827529803475,0,0,0,0,0,0,0,0,0,0,0,0,0.0669774953259866,0,0,0.00892743444053478,0.0282314233023365,0,0,0,0,0,0,0,0,0.172192340868701,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103697445215193,0,0.0317065010230015,0.0763782833175697,0,0.0672607733842118,0,0,0.10055523419144,0,0,0.0497672190040237,0,0,0.457571067540004,0,0,0,0,0,0,0,0,0.0815927960304847,0,0.0986162346631889,0,0,0,0,0,0.0556087270951361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179953359648963
X601939.CH.EQUITY,0,0,0,0,0.179498126691321,0,0.323350165775636,0,0,0,0.0144350868768702,0,-0.168521867517864,0,-4.33680868994202e-19,0,0,0,0,0,0.0144589076859557,0,0.605504944369028,0,0,0,0,-0.0361513202772883,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385771508369302,0,0,0,0,0,0,0,0,0,-0.116603914826274,0
X601628.CH.EQUITY,0,0,0,0,0,0.0762323258517333,0,0,0,0,0,0,0,0,0,0,0.196947931658811,0,0,0,0,0,0,0,0.132421157827255,0,0,-0.176001613778744,0.122283204034583,0,0,0,0,0.352474757317293,0.262995382300681,0,0,0,0,0,0,0,0,0,0,0.0726524601116693,0,0,0,0,0,-0.116948556925355
X601288.CH.EQUITY,0.0887542885380164,0,0.0385962989852524,0,0,0,0,0,0,0.0379307956759171,0,0,0,-1.73472347597681e-18,0,0.550371297393381,0,0,0,0,0.0748807317892572,0,0.157585080404557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108522992231523,0,0,0,0,0,-0.0440708216444511,0,0.0415967439000928,0,0,-0.0111584165321058,0,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.297650193909649,0,0,0.247281023858255,0.202426753597536,0,0,0,0,0,0,0,0,0,0.0377652812930467,0,0,0,0,0.166324836966385,0,0,-0.0210546775262252,0,0.0813678379528808,0,0,0,0,0.104352303390922,0,0,-0.00706778844728013,0,0,0,0,0,0,0,0,0,-0.115016357184088,0,0,0,0,0,0,0.0837640119427467,0.0603114968223816
X1299.HK.EQUITY,0,0,0,0,-0.164600840797504,0.0347004531728243,0,0,0,0.376785967977323,0,0,0,0,0,0,0,0.111048359891939,0,0,-0.0482453262653149,0,0,0.147986684445509,0,0,0.338970159209626,0,0.0689227050627466,0,0,0,0,0,0,0,0.0239772591867088,0.0212930560699705,0,0,0,0.0782308423312294,0,0,0,0,0,0,1.38777878078145e-17,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623351732528162,0,0,0,0,0,0,-0.153056251748939,0,0,0.0274050939618584,0,0.0161492295644448,0,0,0,0,0.124456336094072,0.448623026679553,0,0,0,0.134121273631425,0,0,0,0,0,0,0,-0.175578713240076,0,0.257726006437706,0,0.232531844035463,0,0,0,0,0.174202109754701,0,0,0
X388.HK.EQUITY,0,0.179303355071687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14228495263125,0,0,0,0,0,0,0,0.290406242551083,0,0.215813501658754,0,0,0.142502187416576,0,0,0,0,0,-0.105936829959499,0,0,0.253694285909602,0,0,0,0,-0.0642434881402736,0
