,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.0193157484931726,0,0.164867738089936,0,0,0.110448825106269,0,0.246172606658397,0,0,0,0,0,0.189956304897392,0,0,0,0,0,0,0,0,0,0,0,0,0.0424146652837081,0,0.137894744704767,0,0,0,0,0,0,0.0288887818482834,0,0,0,0,0,0,0,0,0,0,0.0491156366006555,0,0.00614997150541701,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0
X601939.CH.EQUITY,0.269217960492362,0,0,0,0,0,0,0,0,0,0,0,0,0.413715346328964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191905119729565,0,0,0.10813170945449,0,0,0.00678137749789363,0,0,0,0,0.00386146877757335,0,0,0,0,0
X601288.CH.EQUITY,0.352858810750491,0,0,0,0,0.499079821073342,0.00603235737064632,0,0,0,0,0.0101328590449356,0,0,0.0388095930592848,0,0,0,0,0,0,-0.0328352733423371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194922512242936,0,0,0,0,0.0900844690864155,0,0,0.00900802886926041,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.230273222382025,0,0,0,0,0,0,0,0,0,0.524162511961399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142330167368712,0,0,0,0,0,0,0,0,0,0,0,-0.251304411671395,-0.108831593726866,-0.0673316147966285
X601988.CH.EQUITY,0,0.0659462686324236,0,0,0,0,0,0,0.0804552637905884,0,0,0,0,0.0117341688942908,0,0,0,0.219541997098011,0.127634055407016,0,0,0,0,0.298510393677123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138592164504182,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138194483024225,0,0,0,0,0,0,0,0.375929684928412,0,0,0,0.178682231530276,0.225345346495724,0,0,0,0,0,0.0107661152257968,0,0,0.278204173802089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497783707715288,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.480757259738402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102898878482512,-0.0496635123064197,0,0,0,0,0,0,0,0,-0.586635613667858,0.502865525774902,0,0,0,0,-0.129530046755256,1.01853619343001,0,0,0,-0.327086736948258
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719096017092122,0,0,0,0,0,0,0,0,0,0.138298284080555,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.063174514347758,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.344977166441993,0,0,0,0,0,0,0,0,0,0,0,0.00280233660092124,0,0,0,0,0,0.0728855819633055,0.060386355358073,0,0,0,0.44422409367687,0,0,0,0,0,0,0,0,0,0,0,0.0822475860785722,0,0,0.0884928375668128,0,-0.166752188531297,0,0,0.0798029913058998,0,0.105157155056895
X000002.CH.EQUITY,0,0,0,0.178211315812246,0.000737399426334736,0,0,0,0,0.0233483830224179,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565013222688966,0,0,0,0,0.0386366047462911,0,0,0.115764736047602,0,0,0,-0.136521835807388,0,0,0,0,0,0,0,-0.0411971335392484,-0.0115330301221469
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347100023711322,0.00797258508904912,0,0,0,0,0.171278707384745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030094952471716,0,0,0,0,0.0967349060463538,0.0755115100505295,0,0.17899087160475,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0416763510032853,0,0,0,0.0921454563306369,0.0281422697916488,0,0,0,0,0,0,0.122365842201816,0,0,0,0,0,0.0557653053868428,0.355900336183286,0,0,0,0.0210052883941004,0,0,0,0,0,0,0,0,0,0,0,0,0.0950390805209598,0,0,0,0,0,0,0.0462143528954864,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0867837069500956,0,0,0,0,0,-0.121325270086624,0,0,0,0,0,0,0,0,0.0906329340896662,0,0,0,0.129168075933544,0,0,0,0,0,0,0,0.00790910096788268,0.00596121745837835,0,0.274713129765394,0,0,0,0.0364966004185551,0,0,0,0,0,0.176047794813914,0,0,0,0,0.165064751527785,0,0,0
X000001.CH.EQUITY,0,0.0327433053853595,0.00901398007125746,0,0,0.0214230092585226,0.0643286508197229,0,0,0,0,0.244720825845303,0,0,0.0979426437135654,0,0,0,0,0,0.102437134263795,0,0,0,0.194708071998387,0,0,0,0,0,0,0,0,0,0,0.190122664779476,0,0,0,0,0,0,0.0175767300831027,0,1.38777878078145e-17,0,0,1.73472347597681e-18,0.0820897370699899,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.145528727565981,0.241113617406156,0,0,0.328778982205777,0,0,0.0729755272480173,0,0,0,0,0,0,0,0,0,0,0,0.0263654372681779,0,0,0,0,0,0,0,0,0,0,0,0.232746975824295,0.0173364732527453,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.126471080759378,0,0,0,0,0,0,0.0253702844328557,0.0417650078886156,0,0,0,0,0,0,0.583513138877608,0,0,0,0,0.0598466427802132,0,0,0,0,0,0,0,-0.12684216195403,0,0.0307132249677558,0,0,0,0,0,0.160607841786302,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.0362779102887957,0,0,0,0,0.171782319655928,0,0.0491447722887905,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.674321680730015,0,0,0.0434899071014806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212757903532457,0,0,-0.0353836280537379,0,0,0,0,0,0,0,0.202433626101841,0,0,0,0,0,0,0,-0.0792810003585725,0,0,0.0421095642409115,0,0.565375454217571,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117616570500916,0,0,0,0,0,0,0,0,0.152924056457204,0,0.523393720937946,0,0.0466693749607578,0,0,0,0,0,-1.38777878078145e-17,0.0216672115115807,6.93889390390723e-18,0.141467416244899,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0704530282316193,0,0,0,0,0,0,0.101836180842753,0,0,0,0.0747877959177303,0.0940714966746286,0,0,0.249421043302594,0,0,0,0,0,0,0.122744723551252,0,0,0,0,0,0.0454319583565711,0,0.0683388427798254,0,0,0,0,0,0,0,0,0,0.134500055555609,0,0,0,2.16840434497101e-19,0,0.00821918788887481,0,0
X600016.CH.EQUITY,0,0,0.00159706144059079,0,0,0,0,0,0,0,0.484895290015714,0,0,0,0,0,0,0,0,0.0768905311818409,0,0,0,0,0.129617725734872,0,0,0,0,0,0,0,0,0,0.270425266808215,0,0,0,0,0,0,0.0384405497937725,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0488335271950532,0,0,0,0,-0.0494768472236503,0,0,0,0.0931241389716311,0,0,0.093870537291271,0,0,0,0,0,-0.164070817153989,0,0,0,0.237085728649304,0,0,0,0,0,0.118339942252674,-0.0891512021827792,0,0,0,0,-0.00201909996677324,0,0,0.18954284478255,0,0.193967614545,0,0,-0.0388167750597928,0,0,0,0.289892013939451,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0.000368788234497595,0.0829015365681501,0,0.0516586988884036,0,0,0.0450040102919519,0,0,0,0,0,0,0,0.167638109630194,0,0,0.1261174989993,0,0,0,0,0,0.115840784794889,0,0,0.0827154147433651,0,0,0,0,0,0.242944992719455,0,0.0684902037068522,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.261467695728121,0,0,0,0,0,0,0,0.159440012612423,0,0,0,0,0,0,0,0,0,0,0.601619532348568,0,0.0684739132706368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0.0606424044025251,0,0,0.0104552151350686,0.266454678761767,-0.126879271573079,0,0,0.0214071435544174,0,0,0,0,0,0,0,0,0.618173557144562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450942693876082,0,0,0,0,0,0,0,0,0,0.233791443274369,0,0,0,-0.0669156569489096,0.250133559981874,0
X2007.HK.EQUITY,0,0,0,0,0.130393607508675,0.0767816008444185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930670575592071,0,0,0.0316962192713539,0,0,0.0679487127635001,0.242513088973548,0,0,0.0374951731446604,0,0,0,0,0,0,0,0,0.0684028283612984,0,0,0.082469868946905,0,0.0928112438732487,0,0,0,0.0768980930264833,0,0,-0.0391840998784955,0
X601818.CH.EQUITY,0,0,0.38122614088774,0,0,0,0,0,0,0,0,0.0365829333728933,0,0,0,0,0.110835254931723,0,0,0,0,-0.0424325994797844,0,0,0.0575739560339624,0,0,0,0,0,0,0,0,0,0,0.0190108241939062,0,0,0,0,0,0,0,0,0,0,0,0.282501537871381,0,0,0,0.0486483282328971
