,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.132845435029691,-4.33680868994202e-19,0,0,0,0,0,-0.0139152081639118,0,0,0,0,0,0,0,0,0,0,-0.0514185719441118,0.00184540037352072,0,0.386276925402985,-0.22506159263521,0.500007974843224,0,0,0.206503716177277,-0.0822910247641492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570760677263152,0
X601318.CH.EQUITY,0,0,0,0,0,0.208955511038676,0,0,0,-0.0759038539239465,0,0,-4.33680868994202e-19,0.126902575572566,0,0,0,0.0385357920122168,0,0,0.0176959669682996,0,0,0,0,0,0,0,0,0,0.155551750953782,0,0,0,0,0.253735912050704,0,0.104257615341329,0,0,0,0,0,0,0,0,0,0,0,0,0.0207295619180678,0
X601939.CH.EQUITY,0,0.0477449730476093,0,0.795752772286311,0,0,0,0,0,0.0469482530017553,0.0303007496940793,0,-0.0276129872212934,0.0207890858012614,0,0,0,0.0833899945108245,0,0,0,0,0.00108312884596356,0,0,0,0.0218892065326029,0,0,0,0.0221539889157159,0,0,0,0,0,0,0.0799691684969142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.9380791473186,0,-0.0936375018376494,0,0,0,0,0,0,0,0,0,0.0324990505641651,0,0,0,0.0265607858013448,0,0,-0.0157217492405963,0,0,0,0,0.0791491438968528,0,0,0,0,0,0,0,0,0.0756242668215883,0,0,0,-0.0447905893745755,0,-0.0792822777226347,0,0,0,0,0,0,0,0,0,-0.0158595930642209
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.274797441037134,0,0.0854603644757801,0,0,0,0,0,0,0,0.429758695655708,0,0,0,0,-2.77555756156289e-17,0,-0.0557780891152337,0,0,0,0,0,0,0,0,0.101626462823559,0,0.00944261817303204,0,0,0,0,0,0,0,0.113064427808562,0,0.205634165498448,0,0,0.0376908713083765,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626402190088429,-0.0157036078632237,0,0,0,-0.037911281428723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715956033019544,0,0,0.0439418691237536,0,0,0,0,0,0,0,-0.0217115133362414,0,0,0,0,0,0,-0.0108868126315405,0,0,0,0,-0.134254518244437,0,0,0.961984561023162,0,0
X1299.HK.EQUITY,0,0,0,0,0.120079825322238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268585638098975,0,-0.0832777897547106,0,0,0,0,0,0.0253068325226117,0,0,0.144357646073829,0.359001893714593,0,0.0206724690955724,0,0,0.0566923347878673,0,0,0,0.0528298576406242,0,0,0,0,0,0.00709397466690561,0,0,-0.0982213566382715
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176387766641586,0,0,0,0,0,0,0,0.196213351743314,0.520413160570978,0,0,0,0,0,0,0,0,0,-0.146603601992878,0.0813841811420255,0,0,0,0,0,0.124508536251949,0,0,-0.15529675209104,0.0327623677967799,0,0,0
X388.HK.EQUITY,0,0,0,0,0.253820656603957,0,0,0.0628188613071378,0.113940907219629,0,0,0,0,0,0,0.0364630350651961,0,-0.215433506197893,0,0,0,0.328551754090449,0,0,0.199898474867408,0,0,0,0.0291377877666695,0,0.0438991322473432,0,0,0.0346444847859934,0,0,0,0,0,0,0,-1.0842021724855e-19,0.106704143000204,0,0,0,0,0,-0.267539336678191,0,0.136096307000847,0
X601658.CH.Equity,0,0.152409857405085,0.0803363593965095,0.176203513055733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617954920378257,-0.0132274592811717,0,0,0,0,0,0,0,0.160787562916261,0,0,0,0,0,0,0,0,-0.14156790559866,0,0,0,0.71597319862881,-0.0575322437251571,0,-0.226968154894905,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0491082105571593,0,0,0,-0.0098306584943043,0.0939820525542791,0.0459560593309241,0,0.383574315140643,0,0,0,0,0,0,0,-0.0497901867715546,0,0,0,0.00743327852104074,0,0,0,0,0,0,0,0,-0.0145911326328552,0,0.0998659613289528,0,0,0,0.154990642608638,0.0280029798506028,0,0,0.0789715079973082,0,0,0,0.197434249904709,0,0,0,0.0992924581622792
X601066.CH.EQUITY,0,0,0,0,-0.0242698330272251,0,0,0.039480143329747,0,0,0,0.699323250935538,0,0,0.0165537344231351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0974900260215608,0,0.171926920060898,0,0,0,0.0001807022816599,0,0,0,0,0,0,-0.0155491604197061,0
X601166.CH.EQUITY,0,0,0,0,0,0.106836407593655,0.30483421633882,0.00761166291853045,0,0,0.0466152465932437,0,0,0,0,0,0.0462536164225811,0,0,0,0,0,0.0719817531331653,0.0207991438769582,0,0,0,0,0,0,0,0.102384990520692,0,0,0,0,0,0.0498828066040472,0.023994449594393,0,0,0,0,0,0,0,0,-0.0403966501217127,0,0.309968232672327,0,0.0193654953865817
X000002.CH.EQUITY,0,0,0.0457222593965808,0.178536224476365,-0.0708146475889894,0,0,0,0,0.000258030547671882,0,0,0.183590378946982,0.106649637305794,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622926474740718,-0.0443975047175523,0,0,0,0,0,-0.139151529157926,0.140063715477211,0,0,0,0,0,0,0,0.254428529021996,0,0,0,0,0,0,0,0.00712683926638188
X601328.CH.EQUITY,0.00882191036049151,0,0,0.26593092162447,0,0,0,0,0,0,0,0.0433858907695868,0,0,0,0,0.0660660778278915,0,0,0,0,0,0.330630481027478,0,-0.0538895446527531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115737268177154,0,0,0,0,0.113346028624629,0,0,0,0,0.00713154537411404,0,0
X600000.CH.EQUITY,0,0,0.112578004901314,0.230632098681343,0,0.149408539607521,0,0,0,-0.0243737673782201,0,0,0,0,0,0,0,0,0.00132849857416114,0,0,-0.0740925284036022,0,0,0,0,0,0,0,0,-0.0482325740686728,0,0,0,0.290304223938289,0,0,0,0,0,0,0.714510670878654,0,0,0,0,0,0,0.0842346301741271,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.0630718552079138,0.526323574211778,0,0,0,0,0,0.0453768111935038,0,0,0,0,0,0,0,0.0756874708938262,0,0,0,0,0,0.0956297409446451,0,0,0.0681825406668456,0,-0.221147806236625,0,0,0,0,0,0,0,0,0.20803935481416,0,0,0,0.0150578430155487,0,0,0,0,0,0,-0.0539078655943937,0
X601319.CH.EQUITY,0,0,0,0.148070498072088,0,0,0,-0.0979833212241392,0,0,0,0,0,0,0.293986145809116,0,0,0,0,0.191553117765461,0,-0.0213760956511269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795205464472018,0,0,0,0.10856008975327,0,-0.0219645742022616,0,0,0,0.111585838214872,0,0,0,-0.0807743894913087,0
X601601.CH.EQUITY,0,0,0,0,0.28058409587666,0.022862533298619,0,0,0,0,0,0,0,0,0,0,0,0.0406852258797845,0.529250789508824,0,0,0,0,0,0.0344508517948536,0.0396814117906138,0,0.17921306172282,0.119650094326236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260274570331943,0,0,0,-0.106003830853995,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0882615797914693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405763563746183,0,0,0,0,0,0,0,0.0442007272456333,0,0,0,-0.0304238826732352,0.110505051337803,0,0,0,0.0397436863190459,0,0,0.294616469831303,0,-0.0473497556741887,0,0,0,-0.0607776608660729
X1109.HK.EQUITY,0,0,0,0,0,0.233200501815163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579419151237678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106217061685935,0,0.023435736010811,0,0,0.0884973161803397,0,0,-0.016431188785965,0.0112481820953363,0,0
X600016.CH.EQUITY,0,0,0,0.0438286397885453,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0805755924142248,0,0.11125321742076,0,0,0,0,0,0,0,0,0,0,0.0704716472221458,0,0.0291605649651617,0,0.0210081732344209,0.203106815165316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682820335510833,0,0,0,0,0
X601998.CH.EQUITY,0.237546616482546,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0648870061909871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261469068673675,0,0,0,0,0,0,0,0,0,0,0,0.153737120746001,0,0,0.479863448102805,-0.125488979686183,0
X300059.CH.EQUITY,0,0,0,0,0,-0.0166549784124207,0,0,0,0.283446352390157,0,0,0,0,0,0,0,0,0,0,0,-0.0969478582328415,0,0,0,0,0,0,0,0,-0.0249731951880873,0,0.319093432525104,0,0.0530135671067926,0.0198010129488471,0,1.73472347597681e-18,0,0,0.0533426763572651,-1.73472347597681e-18,0,0.00363658250656573,0,0,0.130073693193025,0.195469410121868,0,0.0343943420216932,0,-0.0272886380965482
X688.HK.EQUITY,0.270678328544287,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820092591592525,0,0,0,0,0,0,0.440034675271017,0.19180034665151,0,0,0,0,-0.0920053159137117,0.0346704668701729,0,0,0.353791118906405,0,0,0,0,0,0,-0.0330360863182152,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273055160381905,0
X2388.HK.EQUITY,0,0,0,0,-0.0355073909090642,0,0,0.0450536532301417,0.067493241272637,0,0,0,-0.120744766961169,0,0,0,0,0,0,0,0.125469251205587,0,0,0,0,0,0,0.262108561876489,0,0,0,0,0,0.25076293591355,0,0,0,0,0.140281136627285,0,1.73472347597681e-18,-0.155081288338281,0.0882445587582324,0,0.16348516296575,0.296395232387864,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.046259519316997,0.42945821139966,0,0,0.116117868945153,0,0,0,0,0,0,0.025409086293022,0.016865345561881,0.100981766927292,0.0498393804570278,0,-0.139714699326338,0,0,0.146537297428988,0,0,0,0,0,0,0,0,0,0,0,0.0114604717090734,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.00644782754669073,0
X002142.CH.EQUITY,0,0,0,0,0,0.191330736673222,0,-0.327486906730452,0,0.0346695938978527,0,0,0,0,0,0,0,0.270027420700935,0,0,0,0,0.11023297417601,0,0,0.0220550565485636,0,0,0,0.283201111909493,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.266463218182707,0,0,0,0,0,0,0.131002121552155,0,0,0
