,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.278807454678252,0.0247993512971656,0.0472268259310088,0,-0.0190433124245552,0.263491134762547,0,0,0.00226475037963588,0.0807785093446524,0,0,0,0,0,0,0,0,0,0,0,-0.0427278410466556,0.183780472820476,0,0,0,0.053680569046206,0,0,0.0273962203195121,0,0,0,0.0297040421333711,0,0.113601105657685,0,0,0,0,0,0,0,0,0,0,-0.0239064290423896,0,0,0
X601318.CH.EQUITY,0,0,0.282422362048905,0,0,0,0,0,0.0749547078010839,0,6.93889390390723e-18,0,0.0096276794190072,0,0.194042108398654,0,0,0,0,0,0,0.0728314229816426,0,0,0,0,0,0.129413840360863,0,0,0,0,0,0,0,0,0,0,0,0,0.0620860126598944,0,0,0,0.0710003673068539,0,0,0,0,0,-0.0250981582938999,-0.08280715540068
X601939.CH.EQUITY,0.397175447235223,0.000391794846363851,0,0,0,0,0,0.340020477604864,0.218534154981926,0,0,0,0,0,0,0,0.0666838848259488,0,0,-0.000752208618421787,0,0,0,0,0,0,0,0.343844621850382,0,-0.0411743191620358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561460486218636,0
X601288.CH.EQUITY,0,0,0.135892385739897,0,0,0,0,0.513005897910022,0,-0.0524366895804446,0,0.0142018230620299,0,0,0,0,0,0,0,0,0,0,0.1424474738292,0,0.00877095647721218,0,0,0.145430720129417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176448762957143,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.170163366269318,0,0,0,0,0,0,0.074765397030899,0,0,0,0,0.0440914724698697,0,0,0,0,0,0,0.033986614075789,0.496786149073754,0,0.158928205694253,0,0,0,0,0,0,0,0.034962906202723,0,0,0,-0.0904729822439586,0,0,0,0,0,0,0,0,0,0,0,-0.101272497569873
X1299.HK.EQUITY,0,0,0,-0.0863295871734133,0,0,0,0,0,0.185267240271635,0,-0.0530020170595386,0,0,0,0,0,0,0,0,0.0597843562563737,0,0.147893793894168,0,0,0,0,0,0,0,0,0,0,0,0,0.099546610326301,0,0.147510552820958,0,6.93889390390723e-18,0.134809274775605,0.108974983158602,0.0520582251288386,0,0,0,0,0,0.209363542797312,0,0,0
X601628.CH.EQUITY,0.077829872669234,0,0,0,-0.0032484346909704,4.33680868994202e-19,0,0,0,0,0,0,-0.0025812219691231,0,0,-0.178806878506015,0,0,0,0.26278472357071,0,0,0,0,0,0,-0.110477652050622,0,0,0,0,0,0,0,0,0,0.610793751382115,0.0519127783119865,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594153300633099,0
X601988.CH.EQUITY,0,0,0.07485161754045,0.441773902292912,0,0,0,0,-0.091651620579202,0,0,1.73472347597681e-18,0,0,0,0,0.280086297515073,0,0,0,0,0,0,0,0.0835016257407798,0,0.0452605782112106,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0019043277998577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221009603556455,0.134201489653206,0,0,0,0,0,0,-0.0636058585411076,0,0,0,0,0,0,0,0,0,-0.059489922106489,0,0,0.430079634607086,0.159489075211044,0,-0.0396841136167649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285835526418672,0,0,0.113698445114106,0,0,0,0,0.208200468829841,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.290032727370723,0.262591585573065,-0.0306682240134079,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.272551611226781,0.314794498341112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841098168848099,0,0,0.114043954525055,0,0,0,0,0,0,0.0428317057118488,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.18008739883654,0,0,0,0,-0.0168508780831777,0,0.0952388244302808,0.430599338196892,0,-0.0445701803643556,0,0,0,0,-0.127201873660099,-0.116200610390338,0,-0.0669128849954884,0,0,0,0,0.207537854539388,0,0,0,0.0706929447193518,0,0,0,0.114867102014354,0.0597500269396881,0,0,0,0,0,0,0,0,0,0,0.0128383200101167,0,0,0,-0.00473677008533865
X601658.CH.Equity,0,0,0,0.375376120318136,-0.250743119497993,0,0.0266676504530455,0.141474812931673,0,0,0.195247226498464,0,0.0178012540977037,0,0,0,0.270133947463239,0,0,0.14921880897553,0,0,0,0,0,0,0,0.168146915801788,-0.30972386516656,0,0.0448625206896567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279246302959162
X000001.CH.EQUITY,0,0,0,0,0.283259946312414,0,0,0,0,0,0.402496843506628,0.0390482915540251,0,0,0.175980769463846,0,0,0,0,0.0325834859237983,0,0,0,0,0,0,0.149122313418021,0,0,-0.0105082227624992,-0.0942044888639533,0,0,0,0,-0.212180472935175,0,-0.0728861263012046,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.12067676815518
X600030.CH.EQUITY,0,0.0744460325414611,0,0,0,0,0,0,0,0.0081495210952035,0,0,0,0,0,-0.0369859287688524,0,0,0.145486011795157,0.197765782429083,0,0,0,0,0,0,0,0,0.0342608443083687,0,0,0,0.143080136002654,0,0,0,0.0529836973365346,0,0,0,0,0,0,0.214617793035291,0.136033426853525,0,0.0577918869472704,0,0,0.0791770080615309,0,0
X601601.CH.EQUITY,0,0.465388550475831,0,0,0,0,0,0.135089040757344,0,0,0,0,0.231560435887978,0,0,0,0,0,0,0,0,0.184415788436287,0,0,0,0,0,0,0.00439113105649518,0,0,0,0,0,0,0,0,0,-0.0907352273103862,0.0547995422239901,0,0,0.0120135099621654,0,0,0,0,0,0.0404694916271493,0,0,0.0421913070645753
X000002.CH.EQUITY,0,-0.0479569604693197,0,0,0.019191192306881,0,-0.0771405211591066,0,0,-0.166660385197699,0,0.0646931486562794,0,0,0,0,0,0,0,0.0723220868803444,0,0,0,-0.0406326997058057,0.246538535985153,0,0,0,-0.167815931033565,0,0.136422462782352,0.446103524517934,0,0,0,0,0,0.00240978853817914,0,0,0,0,0,0.20330627032992,0,0,0,0.0839857215893407,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,-0.018098657273993,0,0.0215929010280309,0.0257969682343921,0,0,0,0.159224850290198,0,0,0,0,0,0.371910265421735,0,0,0,0,0,0,0.0042458062282138,0.0769216099825203,0,0,0.002274521444595,0,0,0,0,0.0942402293870604,0,0,0,0.169956533215569,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470678422188203,0
X600000.CH.EQUITY,0,0,0,0,0.102679010908833,0,0,0,0,0,0,0.00378842247941973,0,0,0,0,0.462616086493927,0,0,0,0,0,0,0,0.073942686293818,0,0,0,0,0.027912465775452,0,0.0301803873916761,0,0,0,0,0,0,0.0604629593023027,0,0,0,0,0,0,0,0.0160995739537603,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0739605544261079,0,-0.00710965748717375,0,0.022539749007146,0,0,0,0,0.0537674028319905,-0.0565985803369998,0.525445706408774,-0.146885835520882,0,0,0,0,0,0,0,-0.129167995131881,-3.46944695195361e-18,0.144770461367344,0,0,0,0,0,0,-0.117607760374272,0,0,0,0,0,0,0.142597994982314,0,0,0,0,0.111744101714948,0,0,0.0660685414387273,0,0,0,-0.161223246937233,0
X300059.CH.EQUITY,0,0,0,0,-0.0333529556771,0,0,0,0,0.0598102891362823,0,0.0578356365483419,0,0,0.0750380171584865,0,0,0,0.237175086403952,0,0,0,-0.0665856726763922,0,0,0,0,0,0,0.00484931626589551,-0.0561152127611332,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.407562753880145,0,0.221294717064647,0,0,0.00522544516729961,0,0,0
