,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.52122891423622,0,0.0754562621833821,0.031145071678437,0.0922283228530011,0.0503487983932831,0,0,0,0,0,0,0,0.0257244101886609,0,0.0402539398365344,0,0.0628955503481919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725876234804597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493256020134597,0,0,0.0357327209430692,0,0,0,0,0,0.141376994273831,0,0,0,0,0,0,0,0,0,0.0131445918362609,0,0,0,0.0113416150850123,0,0,0.159086584609465,0.0505783186873354,0,0,0,0,0,0,0,0,0,0,0,0,0.0547880410544442,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0
X601288.CH.EQUITY,0.311524157188694,0.0906793424819355,0,0,0,0.108222931225066,0,0,0,0.0742704816187075,0,0,0,0,0,0,0.176673049922585,0,0,0,0,0,0,0,0,0,0,0,0.0911302321734166,0.0099038405062516,0.0819296996873578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711737000128612
X5.HK.EQUITY,0,0,0,0,0,0.584229359148318,0,0,0,0,0,0,0,0,0,0,-0.134947855889174,0.521304933304289,-0.403544661528222,0,0,0,-0.150128951862826,0.19570441107129,0,0.10347921727662,0,0,0,0.24024716567889,0,0,0,0.104845703252082,0,0,-0.0414393667932699,0,0,0,0,0,0,0,0,-0.185251222834542,0,0,0,-0.130338805211515,0
X601988.CH.EQUITY,0,0,0,0.215814166469687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315301097223938,0.076385674589716,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0145215177144431,0,0,0,0.111540272733473,0,0.207631853924132,0,0,0,0,8.67361737988404e-19,0,0,0,0
X600036.CH.EQUITY,0,0,0.188681434392958,0,0,0,0,0,0,0,0,0.0103083216747397,0.211508194821385,-0.0705064718244289,0,0,0,-0.0405420878573805,0.0913521015468872,0,0.0368086764522723,0,0,0,0.377808580821093,0,0.0919137972216204,0,0,0.104119250966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657434405015,0,0,0,0,-0.0428354774804012,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102579094582394,-0.0648032486812785,0,0,0,0,0.244428142021771,0,0.0843280428929186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317247287016029,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0814512355089184,0,0,0,0,0,-2.77555756156289e-17,0.00892565676526023,0.246029913832892,0.0263081448537786,0,0,0,0,0,-0.0636880234888854,0,0,0,0,0,0,0.162776452300384,0,0,0,0,0.227628572557443,0,0,0,0,0,0,-0.0414037496692311,0,0,0.214703237664579,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849187560730588,0,0,0,0.0365193421673321,0.0101691819405091,0,0,0,0,0.113627060402334,0,0,0,0,0,0,0.022738099046121,0.187039584812738,-4.33680868994202e-19,0,0,0.0282875138768121,0,0.0620723101017203,0,0,0,0.0868517804079436,0,0,0,0,0,0,-0.00531065848162291,0,0.155178173362413,0.211324127192209,0,0,0,0,0,0,0,0,0,0
