,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.394561981027069,0.0290073485162179,0,0,0,0,0,0,0,0.22650707732609,0,0,0,0,0,0,0,0,0.108270569901003,0,0,0,0,0,0.066715318382139,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570965664870773,0,0,0.00123607824401993,0,0,0,-0.131385753135757,0
X601939.CH.EQUITY,0.457619293262312,0,0,0.171489828942958,0,0,0,0,0,0,0.118920528762365,0,0,0,-0.108968425740102,0,0,0,0,0,0,0,0,0,0,0.18226015055132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443066790742356,0.0891312919158545,0.00412005818436625,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295766044027745,0.0947773483600892,0,0,0.175351542004689,0,0,0,0,0,-2.16840434497101e-19,0,0,0.189282697379313,0,0,0,0,0,0,0,0.0473242937642795,0,0,0,0,0,0,0,0,0,0,0,0.123189535692251,0,0,0,0,0,0,0,0,0.000567677264056615,0,0,0,1.38777878078145e-17,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.45963217771376,0,0,0,0,0,0.233761094674991,0,0,0,0,0,0.290102289086025,0,0.122220438959517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.530041921518022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212843917621772
X600036.CH.EQUITY,0,0.0583133391326519,0,0,0,0,0,0,0,0,0,0.192265591332405,0,0,0,0,0,8.67361737988404e-19,0,0.28194909739338,0,0.00986044019737454,0,0,0,0,0,0,0,0,0,0.278383317134275,0,0,0,0,0,0,0,0,0.0691330308157505,0.048265715723377,0,0.017672651850234,0,0,0,0.100069284382067,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.170144542983883,0,0,0,0.127566182864332,0,0,0.281299608030315,0.0521264739765681,0,0,0,0,0,0,0,0,0,0.00891571206747213,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.272578167823286,0,0,0,0,0,0,0.0918796736205552,0,1.73472347597681e-18,-0.144003571070944,-0.0385314126088324
X601658.CH.Equity,0,0,0,0,0.301792093302304,0,0,0,0,0,0,0,0,0.238271562073326,0,0,0,0,0,0,0.22672002514835,0,0,0,0,0,0,0,0.0711599960920025,0,0,0,0,0,0,0,0.00586209776677308,0.112655319050125,0,0,0,0,0,0,0,0,0,0,0,0.230692767050296,0,0
