,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.109260877935375,0,0.0683087806252089,0,0,0,-0.100255375401659,0,0,0,0.482639574340653,0,0,0,-0.073214146237951,0,0,0,0,0,0,0,0,0,0,0,0,0.0606025777623377,0,0,0,0,0,0.0202399029905946,0,0.0776400816744015,0,0,0,0,0,0.228736389187751,0,0,0,0,0,0,0,0,-0.0302314223861478
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0
X601939.CH.EQUITY,0.328701085600836,0,0,0.292476106340421,0,0.0892539305837184,0,-0.0475355881036283,0,0,0,0,0,0,0.136763867592234,0.0323150972916377,0,0,0,0,0,0,0,0.0719076969469941,0,0,0,0,0,0,0,-0.0111856333805198,0,0,0,0,-0.108560430414513,0,0,0.333888815425929,0,0,0,-6.93889390390723e-18,0,0,-0.0403663718084202,0,0,0.0117983406458608,0,0
X601288.CH.EQUITY,0.475117580679923,0,0.0906717783031779,0,0,0.183023804223196,0,0,0.030356617941906,0,0,0,0,0,0,0,0.0353009381943174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177565182268304,0,0,0,0,0,0,0,0,0.144361134733962,0,0,0.0522747440045066
X5.HK.EQUITY,0,0,0.0608769578272663,0.233638071878627,0,0.127526955395938,0,-0.398756381621421,0,0,0,0,0.107388259743261,0,0,0,0,0,0,0,0.413054376899391,0,0,0,0,0.49070156829334,0,0,0,0,0,0,0,0.100028863277008,0,0,0,0,0,0,0,0,0,0,-0.189738397621488,0,0.119105345749957,0,-0.0051645240726142,-0.000615285360522164,0,-0.00670668817778643
X601988.CH.EQUITY,0.190265645640511,0,0.216663866276702,0,0,0,0,0,0.150372084355262,0,0.0704104117765723,0.187705399265903,0,-0.292388647142676,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.180342916791968,0,0,0,0.0926886559819868,0,0,-0.0460555354846764,0,0,0,8.67361737988404e-19,0,0.0456155061073632,0,0,0,0,0,0,0.0507149588780607,0.0377590074398687,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.108611362866145,-0.0512889388114268,0,0.255988673998905,0,-0.0451096057794556,0.0108251886538459,0,0.346796088617032,0,0.244796914514176,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0767202261530955,0,0,0.0831220364229312,0,0,8.67361737988404e-19,0.123687209893835,0,0.0386208050085965,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.202804399000177,0.327786617261268,0,0,0.126085676998071,0,0,0,0,0.0258590248219252,0,0,0,0,0,0,0,0.110410820970133,0,0,-0.042797928956255,0,0,0,0,0,0,0.0759036361010799,0,0.0106256282887266,-0.172642963745662,0,0,0,0,-0.025226247361313,-0.058545321421768,0,0,0,0,0,0,0,-0.129161640141329,0,0,0,0,0,0,0.153515283580815
X601658.CH.Equity,0,0,0,0,0,0,-0.291835691280415,0,0,0,0,0,0,0,0,-0.0854534519452477,0,0,0,0,0,0,0,0.509532700201527,0,0,0,0.22392921858912,0,0,0.204083174419784,0,0,0,0.0445956912330985,-0.43403854374317,0,0.284743726415524,0,0,0,-0.0755681260158969,0,0,0,0,0,0,0,0,0,-0.50257164973903
