,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.114214844468051,0,0,0,0,0,0,6.93889390390723e-18,0,0.200660509001921,0,0,0,0,0.400397423434338,0,0,0,0,0,0,0,0,0,0,0,0,-0.118551511146642,0,0,0.473453513700285,0,0,0,0,-0.01560405970459,0,0,-0.0387069527761914,-0.0929644800785303,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0
X601939.CH.EQUITY,0,0,0,0.553254091904048,0.0205461470133312,0,0,0,0,0.327836264213452,0,0,0,0,0,0,0,0,0,0,0.107584963987537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00615403581009816,0,0.143068720525868,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.20741669922665,0,0.0339748360590384,0,0.670036283468136,0,0,0,0,0,0,0,0,-0.0897625577709205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121657536746098,0,0,0,0,0,0,0,0,0,0,0,0,0.0251027257201328,0,0,-0.161782949683491
X5.HK.EQUITY,0,0,0,0,0,0.145680048703555,0.398077965294121,0,0,0,0,0,0,0,0,0.083837380142323,0,0,0,0,0,0.0609662379383315,0,0,0,0.00624672757935403,0.0631009169724736,-0.192241935775123,0,0,0,0,0,0,0,0,0.0575370147296457,0,0,0,0.255913825525375,0,0,0,0,0,-0.160268123334498,0,0.0874975313959105,0,0
X601988.CH.EQUITY,0,0,0,0,0.377022812301569,0,0,0,0.0773967615034492,0,0,0,0,0,0.0894771747438606,0,0.0358732136426869,0,0,-0.0763461593777801,-0.0669719490962328,0,0,0,0.25304922159708,0,0,0,0,0,-0.243649100880001,0,0,0,0,0,0,0,0,0.0602828345341147,0,0,0,0,0,0,0,0,-0.0369346116677959,-0.149901371909098,0
X1299.HK.EQUITY,0,0,0,0,0.228022595005451,0,0,0,0,0,0,0,0,0,0,0,0.192801247414189,0,0,0,0,0,0,0,0,0.0353371497610186,0,0.0349297975954668,-0.116850704203257,0.0876931510226094,0.0539386171143059,0,0,0,0,0,0.535542481551287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.456920834218518,0,0.236863277605595,0.120137356775044,0,0,0.0158653536969252,0,0,0,0,0,0,0,0,0,0,0,0.109316245875602,0.0198674195284297,0,0,0,0,0,0,0.0926171674862725,0,0,0,0.209633232668904,0,-0.119617724877936,0.298079312517918,0,0,0,0,0,0,0,0.0855593276367591
X601628.CH.EQUITY,0,0.100386702575115,0,0.0102247790287747,-0.0939901528134767,0,0,0,0,0,0,0.0340679787182346,0,0,0,0,0,0.192766741088007,0,0,0,0,0,0,0,0,0,0.0240183909981538,0,0,0,0,0,0,0,0.433129695300668,0,0,0,0,0,0.201702746127022,0.0843855774061748,0,0.0731865099368582,0,-0.0238635847311985,0,0,0,0
X601328.CH.EQUITY,0,0,0.214906418055919,0,-0.0206611699806614,0,0,0.428061713485979,0,0,0,0,0,0.457627335352206,0,0,0,0,0,0,0.0588510774091747,0.0812691985787282,0,0,0,0,0,0,0,0,0,0,-0.133887828721588,0,0,0,-0.00826295437142173,-0.149447863532079,0,0,0,0,0,0,0,0,0,0,0,-0.00798211865877293,-0.130515866312514
X601166.CH.EQUITY,0.0928396424461758,0,0,0.265273943203667,0,0,0,0,0.0160584767490321,0.256724030294081,0,0,0,0.236838316357978,0,0,0,0,0.0527235585339578,0,0,0,0,0,0.0462480776610286,0,0,0,0,0,0,0,0,0.00773978141673667,0,0,0,-0.0573797301488826,0,0,0,0,0,0,0,0,0,0,0,-0.0352388085487312,0
X601319.CH.EQUITY,0,0.0456212401962693,0,0,-0.226221779348669,0,0,0,0,0,0,0,0,0,0,0.019980429242548,0,0,-0.0193240997736712,0.00801137853517285,0,0,0.165301586465422,0,0,0,-0.0748598450275246,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00339470262164313,-0.0735911440237293,0,0,0,0,0.444928156580287,0.00670873805907948,0.0241499826550674,0,0,0,0,-0.178001119635422
X16.HK.EQUITY,0,0,0,0,0,0,0,0.105892629030551,0,0,0,0,0,0,-0.0926846753284796,0.0621810358859331,0,-0.338692763429827,0,0,0,0,0,0,0,0,0.0310773766906229,0,0,0.289489416003701,0.136146184347387,0,-0.0235266740132537,0.206088221091483,0,0,0.577475040810689,0,0,0,0,0,0,0,0,0.245959815563538,0,-0.122858812390654,-0.0319699776345297,-0.0391308734343769,0
X600000.CH.EQUITY,0.0417506973967275,0,0.206038026385905,0,0.0250606399654595,0,0,0,0,0.16500593878736,0.31040440569411,0,0,0,0,0,0,0,0,0.042578038798801,0.0491814987160469,0,0,0,0,0,0.235058546289058,0,0,0,0,-0.117768685262598,0,0,-0.0987789947435218,0,0,0,-0.14094698647304,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.038931762719317,0,0,0,0,0,0,-0.0485234136512685,0,0,0,0,0,0,0,0,0.170607918559971,0,0,0,0,0.0474937686242474,0,0,0,0,0,0.623105228898381,0,-0.0507598817577416,0.0188346040129084,0,0.0382326109332526,0,-0.00351062207947365,0,0.0430570955698091,0,0.0286370820679118,0,0,0,0,-0.128058936016163,0.0263762732888448
X11.HK.EQUITY,0,0,0.22620873941326,0,0,0.187868817034761,0,0,0,0,0,0.0490675103026129,0,0,0,0,0,0,0.0996114722280088,0,0,0,0,0,0,0,0,0,0,0,0.469980086983692,0,0,0,0,0,0,-0.0624991789938824,0,0.0242728995810849,0.0603218764188908,0,0,0.300899571841659,0,0.0538987712447915,-0.101977631324302,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.11799806557803,0.00630973882221622,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.276359232820901,0.579112439722724,0.114472997060188,0,0,0,0,0,0,0,0,0,0,0,-0.090765819410856,0.00710449841719405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.0509327952553728,0.205372511128498,0,3.46944695195361e-18,0,0,0.0281620549161317,0,0,4.33680868994202e-19,0,0.0415186030979231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149408505535582,0,0,0.294866729639703,0,0,0,0.0174720412753178,0,0,0,0,0,0,0,0,0.000608763163307255,0,0
X2388.HK.EQUITY,0,0.654765188128555,0,-0.0607485556534368,0.382600094810552,-0.468949727267509,0,0,0,0,0,0,0,0,0,0,0.734585032237858,0,0,0,0,0,0,0,0,0.111060746694357,0,-0.187993673961394,0,0,-0.0881092079174257,0,-0.243661871164857,0,0,0,-0.213971664193515,-0.0633595511168381,0,0,0,0,0,0,-0.125808500969538,0,-0.0371621432101092,0,-0.125009522074116,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.296107552001768,0,0,0,0,0,0,0.00765336461171889,0,0,-0.286591627065282,0.132762976221799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430511664557133,0,0,0,0,-0.0373380234792789,0,0,0,0,0.493031109919752,0,0,0,0,0.526660629950806,-0.00430586572505131,0,-0.256005500580339,0,0
X688.HK.EQUITY,0,0,0.0445517199021684,0,0,0,0,0,0,0,0,0,0,-0.0261210585557347,0,0,0,0,0,0.139598570192375,0,0,0,0,0,0,0.187516914859491,0.110855869565365,0,0,0,0,0,0.158893082591502,0,0,0,0,0,0.24911281399176,0,0.0132892992802074,-0.195645354185797,0,-0.226270718290649,0,0.140384528994093,0,0,0,-0.0943751405156261
X601998.CH.EQUITY,0,0,0.30210072463312,0,0.0914553322286061,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.211172260917684,0,0,0,0,0,0,0.0658743542542019,0,0,0,0,0,0,0,0,0.0545193542475037,0,0,0,0,0,0,0,0.0636347002280275,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.000226859316845168,0.0826922442407803,0,0,-0.0379808310731718,0,0,0,0,0,0,0.0501517571695172,0,0,0.0423013610810236,0,0,0,0,0.0598927638327236,0,0,0,0,0,0,0,0,0,0,0,0.27772796018972,0,0.0873348271065632,0.222489076654775,0,0,0,0.291120886007122,0,0,-0.0442600665457706,0,0.0289056142515345,0.0453199689527104,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0476329776733267,2.77555756156289e-17,0,0,0,0.320152788488137,0,0,0,0,0,0,0,0.312606444316658,0,0,0.135683270442785,0,0,0,0,0,-0.0941867023645307,0,0,0,0,0,0,-0.0884851969581639,0,0,0,0,0.105591105729297,0,0,0,0,0,0,-0.186089053747753,0
X000001.CH.EQUITY,0,0,0,0,0,0.0927701039438615,0,0,0.0725814906616546,0,0,0,0,0,0,0,0.0562839755991552,6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0444718000428583,0,0,0,0,0,0,0.187393759807291,0,0.133126788327289,0.158622628080392,0,0,0,0,0.0758406508759109,0,0,0
X2007.HK.EQUITY,0,0.314905467048046,0,-0.0933070220790096,0.0568940614235448,0,0,0,0,0,0,0,0,0,0,0.0962433301282144,0,0,0.109386813285318,0.0590833813518274,0,0,0,0.000818717569412847,0,0,0,0.260325021707054,0,0,0,0,0.177763364045774,0,0,0,-0.0686654400284935,0,0,0,0,0,0,0,-0.0394340800447775,0,0,0,0,0,0
X1109.HK.EQUITY,0.0962742290733976,0,0,0,0.0181867636404303,0,0,0.018750537247809,0,0,0,0,0,0,0,0,0,0,0.134985460021879,-0.00978743973649378,0.233912151368525,0,0,0,0,0,0,0,0.0365214139415724,-0.0716085235238834,0,0,0.62854300331952,0,0,0,0.0937990944553139,0,0.152244770384093,0,-0.236684936945872,0,0,0,-0.103008693653185,0,0,0,0,0,0
