,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.0178318036763488,0,0.00611181323222009,0,0,0,0,0,0,0,0.466488194231816,0,0,0,-0.0967726526947178,0,0,0,0,0,0,0,0,0,0,0,0,0.0504033909888657,0,0,0,0,0,0.0621833976881734,0,0,0.0893448514229482,0,0,0,0,0.209540468578449,0,0,0,3.46944695195361e-18,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111991990665,0,0,0.290648455569883,0,0.225589081469249,0,-0.0426595869189311,0,0,0.0460776361859429,0,0,0,0.113567610584646,0,0,0,0,0,0,0,0.0803587998518137,0,0,-0.00606179815435578,0,0,0,0,0,0,0,0,0,0,0,-0.116477726793088,0,0.384082975958513,0,-0.0510796913890849,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.265224773109907,0,0.227929746427978,0,0.129894308985483,0.283206110487925,0,0,0,-0.16384761238339,0,0,0,0,0,0,0,0,0,0.0857103304860186,0,0,0,-0.177085911738376,0,0,-0.0205523019571226,0,0,0,0,0,0,0,0,0,0,0,0,0.154025614359263,0,0,0,0,0,0,0,0,0,0,0,-0.00157402467093216
X5.HK.EQUITY,0,0,0.0379735037108454,0.207095262802582,0,0.145187103128487,0,-0.359513182228312,0,0,0,0,0.0653247031497698,0,0,0,0,0,0,0,0,0.388107696644692,0,0,0,0.453103163342514,0,0,0,0,0,0,0.071030266538628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186294283633211,-0.0894896632863789,0,0,0
X601988.CH.EQUITY,0.223613224798005,0.0849548386875876,0.327260016357998,0,0,0,0,0,0.116274727505369,0,0,0.145461974703404,0,-0.225184048817291,0,0,0,-0.110855926617981,0,0,0,0,0,0.143267741198012,0.0805794179254437,0,0,0.133228130707364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323684207623623,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718785387801312,0,0,-0.0225479131707349,0,0.0286346598329672,0,0,0,0.312754351002698,0,0.126977039460249,0,0,0,0,0,0.151990642392778,0,0,0,0,0,0,0,0,0,0.0419422081980873,0,0,0,0,0.10166835584774,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0719097900276292,0.307344637962673,0,0,0,0,0,0,0,0.0460821063594008,0,0,0,0,0,0,0,0.0807139882063251,0,0,0,-0.0546120266978688,0,0,0,0,0,0.00232955938388925,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.187078624618912,0,0,0,0,0.216736951887425,0,0,0,0,0.159762616808691,0,0,0.0118363418060906,0.119191232305993
X601658.CH.Equity,0,0,0,0,0,0,-0.271719314242475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571821659094466,0,0,0.254205211173723,0,0,0,0,0,0,0.0823655287016318,-0.346449371709439,0.237583732890246,0,0,0,0,0,0,0,0,0,0,-0.02860960711228,0,-0.180126891385165,0,-0.512366210457489
X601166.CH.EQUITY,0,0,0.201580150668036,0,0,0,0.43097486543744,0,0,0,0,0,0,0,0.0780389493567041,1.0842021724855e-19,0,0,0,0.0662075876785536,-0.044873381182027,0,0,0,0,0,0,0,0.00454135968051451,0,0,0,0,0,0,0,0,0,0,0,0,0.0800483880611192,0,0,0,0.15082570739403,0,0,0,0,0,0.0535512752644387
X601328.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0.0366873709810378,0,0,0,0,0,0,0.571199348235532,0,0,0,0,0,0,0,0,0,0.216843356800627,0,0,0,0,0,0.0200902642440798,0,0,0,0,0.0260764491919984,0,0,0,0,0,0.114034965072078,0,0,0,0,0.0108701811625175,0,0,0,0,0,0,0.0086476789320403
X600000.CH.EQUITY,0,0.0473704319997192,0,0,0,0,0.291153794167152,-0.0425083288311062,0.0230584567503673,0,0,0.303512828631125,0,0,0.126164776277674,0,0,0,0,0,0,0,0,-0.115609245005435,0,0,0,0,0.000687214395453613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134786389311877,0.0701960785121745,0.058758895377077,0,0,0,0,0.032316434806002
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463010227124074,0,0,0,0,0,0,0,0,0,0,0,0,0.498701320794119,0,0,0,0,0.0893834944225738,0,0,0,0,0.0189573081585637,0.035982434919675,0.0648280844410952,0,0.00102190768107132,0,0,0,0,0.115169020960071,0,-0.115983731304985
X000001.CH.EQUITY,0,0.0461173857714361,0.0480881826605185,0,0,0,0.172758849074611,0,0,0,0.172477195855827,0,0,0,0,0,0,0,0,0.131832022602589,0,0.00339321915272749,0,0.0686792002691008,0,0,0.155155568361437,0,0,0,0,0,0,-0.141704460950343,0,0,0,-0.187590408421316,0,0,0,0,0,0,0,0,0.21855928143838,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.292076259019175,-0.012144550212606,0.270594043790769,0,0,0,0,0,0,0.0169747168146054,0,0,0,0,0,0.231309681416872,0,0,0.00393278363896902,0.174523122007102,0,0.251745919373056,0,0,0,0,0,0,0,0,0,0.0919088878929889,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.226823293950764,0,0,0,0,0,-0.0359745424853472,0,0,0,0,0,0,0,0.0947286803352333,0,0,0,0,0,0,0,0.297915464571393,0.0341874766718517,0,0,0,0,0.233685281755925,0,0.336364038329387,-0.021763801764643,0,0,0,0,0,0,0.0331455307602215,0,0,0,0,0,0,0,0,0,0.108875928536895
X688.HK.EQUITY,0,0,0,0.261270457596366,0,-0.277301614075971,0,0,0.0704019845553465,0,0,0,0,0.236391269634927,0,0,0.239397398338734,0,0,0.101218173629252,0,0,0,0,0,0,0,0.180964369782063,0,0,0,0,0,0,0,0,0,-0.28716985041615,0,0,0,0.4047866719939,0,0,0,0,0,0,0,0,0,0.121229450237583
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719365010629876,0.0336876375547619,0,-0.215876549386311,0,0,0,0,0,0,0,0,0,0.0108202606857102,0,0,0,0,0,0,0,-0.094920485623076,0.276629187215452,0,0,0,0,0.261718860247741,0,0,0.0694876877224859,0,0,0,0,0,0.216433959015597,0,0
X388.HK.EQUITY,0,0,0.126385684016081,0.170400568068713,0,0,0,0.27790438365726,0,0,0,0,0,0,0,0.0314687692520391,0,0.0422650928910234,0,0,0,0,0,0,0,0,0,0.219714692106741,0,0,0,0,0,0,0,0.0336179452004634,0,0,0,0,0,0,0,0,0,0,0,0.0582142250795109,0,0,0,-0.015220968878981
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726521108319579,0,0,0,0,0,-0.0278441056276153,0,0,0,0.000945953410932006,0.0419649450216609,0,0,0,0.160338224853439,0,0,0,0,0.0503845473196205,0,0,0,0,0.0659538305353804,0,0,0.275510772229658,0,2.16840434497101e-19
X11.HK.EQUITY,0,0,0,0,0.147802315269661,0,0,0,0,0,0,0,0,0,0,0,0,0.0581947338483293,0,0,0,0,0,0,0,0.474476113357749,-0.0746978964789036,0,0,0,-0.0974642516494074,0,0.290358729156827,0,0,0,0,0.171600757944986,0,-0.0432699245323778,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.119475524516627,0.132506488955927,0,0,0,0,-0.0422063163171329,0,0,0,0,0,0,0.228559896860252,0,0,0,0,0,0,0,0,0,0,0.161373004073726,0,-0.0991783376530757,0,0,0.0604286383468382,0,0,0,0,0.245591003834534,0,0,0,0,0.027984797894454,0
X267.HK.EQUITY,0.233377278970326,0,0,0,0,0,0,0,0.01626932108751,0,0.00777581154647599,0,0,0,0.0538067555885912,0.0524537643961904,0,0.0554158275511451,0,0,0,0.549538040330627,0,0,0,0,0,0.279869233362784,0.0247986592546309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0831911076366239,0
X600016.CH.EQUITY,0,0.00820007682548024,0,0,0,0,0,0,0,0.0642715430091112,0,0.356965827651027,0.16960495468369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125205670692342,0,0,0,0,0,0,0,0,0,0,0,0.186575381437738,0.153280012472921,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0215496780012845,0.194309726566481,0,0,0.23288855416042,0,0,-0.0838755324238704,0,0,0,-0.0170656436390897,0,0.017054208104149,0,0,0,-0.0353616791369088,0.298612002324384,0.119353032637177,0,0,0,0,0,1.73472347597681e-18,0,0,0.220007307972258,0,0,-0.026363940102178,0,0,0,0,0,0,0.0762567628651652,0,0,0,0,0,0.0246626065610677,0,0,0,-0.0377308552559179
X1109.HK.EQUITY,-0.126593284734817,0,0,0,0,0,0,0,0,-0.225494495015869,0,0,0,0,0.101005517082325,0,0,0.184910976972594,0,0,0,0,0,0,0,-0.185049696643077,0,0.526804440690855,0,0,0,0,-0.113047836899276,0.271000927872603,0,0,0,0,0,0,-0.103912102664475,0,0,0,0,0,0,0,0,0,0,-0.191074283831473
X2007.HK.EQUITY,0,0,0,0,0,0.101039929448823,0,0.275892630415737,0,0.0291355068544702,0,0,0,0.0263252402488586,0,0,0.0314469146857998,0.0198229338965609,0,0,0,0,-0.0298203314477552,0,0,0,0.42082137045228,0,0,0,0,0,0.0380699790518395,0,0,0.0194795470698508,0,0.109554738391181,0,0,-0.01323642639093,0,0,0,0,0,0,0.0653820912765971,0,0,-0.0938133610870098,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.104704646988223,0,0,0,0,0,0.240617906335668,0,0,0,0,-0.0547229478487404,0,0,0.196884822678953,0,0,0,0,0,0,0,0.171625893221868,0,-0.0768158829912885,-0.0869879106404891,0,0.198743396888393,0,0,0,0,0.0376709522610929,-0.0125093914330996,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0225065632628529,0,0,0,0,0,0.0202498336990056,-0.0781464214869929,0.0895438025822896,0,0,0.11051235672176,0,0,0.0837447507957146,0,-0.041829832126711,0,0,0,0,0,0,0.013892109021858,0,0,0,0,-0.200114521883546,0,0,0,-0.0601805567468612,0,0,0,0,0,0,0.173126117788879,0.355211095090604,0.114239729579644,0.0534382462490725
X600048.CH.EQUITY,0,0,0,0,0.273517416944184,0,0,-0.09425558176144,-0.329243085868281,0,0,0,0,0.210858092449939,0,0,0.0214681871905295,0,0,0,0,0,0,-0.0232197120132163,0.0246376936855513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181094165363665,0,-0.0588782062311279,0,0,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,-0.0404401312200383,0,0,0,0,0,0,0,0.01525289078431,0,0.0308026972597856,0,0,0,0,0,0,0,0.0279144822804156,0,0,0.183236979593615,0,0,0,0,0,0,0,0,0,0,0.127664821525101,0,-0.319107098870342,0,0.0646840342631985,0.598078024367394,0,0,0,0,0,0,0,-0.0561134022000185,0
