,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.418614927410514,0,0,0,0.0542845917193704,0,0,0,0,0,0,0,0,0,0,0.0127215608708888,0,0,0,0,0,0,0,0,0,0,-0.012644802926558,0,0,0,0,0,0,0,0.231375154039037,0,0,0,0,0,0,0,0,0,0.0103542245270957,0.0304393538814078,0.239471475021353,-0.0181818815005799,0
X601318.CH.EQUITY,0,0,0,0,0.0628483776748772,0,0,0.0572614505292071,0.12693792706969,0,0.00875348865435807,0,0,0.000230347230133203,0,0,0,0,0.189850281229519,0,0.270909405467376,0,0,0,0,0,0,0.102116175187094,0,0,0,0,0,0,0,0.0685399911841977,0,0,0,0,0,0,0,0,0,0,0,0.0491426034846408,0,0,0,-0.153263157084581
X601939.CH.EQUITY,0,0,0,0.265132081631612,0,0,0,0,0,-0.0326897127219202,0,0,0,0,0,0,0,0,0,0.00964587671511723,0,-0.250371066148728,0,0.714540712761594,0.00102535471687319,0.113906474074855,-0.168835034283769,0.0687090677460203,0,0.0983397801747908,0,0,0,0,-0.0368683433710995,0,0,0,0,0,0,0,-0.0547759863804141,0,0,0,0,0,0,0,0,0.0735770268372819
X601288.CH.EQUITY,0.236732434484968,0,0.0606450804299152,0,0,0,-0.037710277436138,0.226205730807824,0,0,0,-0.0632741778782295,0,0,0,0.16863491374952,0,0.0825980208490149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19481301429074,0,0,0.0850890906733298,0,0.0582235768877671,0
X600036.CH.EQUITY,0,0.194775124800608,0,0,0,0.0391112659296089,0.118825660931984,0.0840669962380442,0,0,0,0,0,0.199180904969729,0.0508294210774067,0,0,0,0,0,0,0,0.0696681702192899,0,0,0,0,0,0.322844385787616,0.0447794626283787,0,0.0110412887079775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0612745898090927,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.163836744292798,0,0,0,0.197856964105654,0,0,0,0,-0.0223124569486967,0,-0.0780373088375895,0,0,0.00203258568028563,0.0937371108823176,0,0,0,0,0.63251114446352,0,0,-0.0349051530317263,0,0.106599411914013,0,0,0,0,0,0,0,0,-0.0435453537267448
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.255389285576594,0,0,0,-0.0361133992442656,0,0,0,0,0,0,0,0,0,0,0.0872953193429058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868372581274331,0.18365062353965,0.100993206222201,0,0,0,0,0,0.070404565389752,0.119155076722867,0,0.0583846969037283,0
X601988.CH.EQUITY,0.035315289661024,0,0.0197885506281049,0.208473583631784,0.367091421299144,0,0,0,0,0,0,0,0,0.0179513028188254,0,0.172500463800713,0,0,0,0,0,0,-0.0196675125005519,0,0,0,0,0.0876539077439861,0,0,0,0,-0.121250363069712,0,0,0.253039653644105,0,0,0,-0.0903749079746042,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18
X5.HK.EQUITY,0,0,0,0,0,0,0,0.02835516879715,0,0,0,0,0,0.0437163706931441,0,0,0,0,0,0,0,0,0,0,0.141886564947319,0,0.0124530527003924,0,0,0,0,0,0,0,0,0,0,0,-0.000397860466621396,0.474199574453581,0,0,0.260799642519148,0,0.194205594918613,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0260251094268255,0,0.0760306403712587,0,0,0,-0.0106347313128245,-0.070432917081275,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.431973720351429,0,0,0,0,0.277382927787255,0,-0.0313617718535784,0,0,0,0,0,0,0,0,0,0.323385070057744,0,0,0,0.021655888031132,0.0925347901992857,0,0,0,-6.93889390390723e-18,0,0,0,0
X601658.CH.Equity,0.0408960952775965,-3.46944695195361e-18,0,0,0,0,0,0.131375134572638,0,0,0,0,0,0.163429928286931,0.0970877274707518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261326422118236,0,0,0,0.0878376353792589,0,0,0,0,0,0,0,-0.0165154830911897,0,-0.0357937324922089,0,0.135139275514921,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.02609266493833,0,0,0,0,0,0,0,0.0731604107456467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161692193596719,0,0.365685587987718,0,0.010351658862152,0,0,0,0,0.0681934264313861,0,0,0,0,0,0,0,0,0.099211764939494,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584118227739514,0,0,-0.0589102872729883,0.0797183144444855,0.0307682070481591,0,0,0,0,0,0,0,0,0,0,0,0,0.0122221786967514,0,0.0658838362618152,0,0,0,0,0.184398366395223,0,0,0,0.10523659881285,0,0,-0.169183734696635,0,0,0
X000001.CH.EQUITY,0,0.0688805966152354,0,0.0277173476495551,0.566061919134171,0,0,0,0,0,0,0,0,0,0,0.0589593161682283,0,0,0,0,0,0,0.0458704601059737,0,0,0,0.0404802020570503,-0.285145601370227,0.138157559082812,0,0.0377044029684656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748771745266187,0,0
X000002.CH.EQUITY,0,-0.0264699691743481,0,0,0.230997328001419,-0.267290306468708,0,0,0.185179397634737,0,0,0,0,0,0,-0.10773789866783,0,0,0,0,0,0,0,0,0,0,0,0.313555342757802,-0.133502194302605,-0.321759872106497,0,0.0666723399712984,0,0,0,0.0273416960846105,0,0,0,0,0,0,0.166037811877309,0,-0.0510671894725977,0,0,0,0,0,0.0357947824179321,-0.00430322162006154
X601328.CH.EQUITY,0,0.166499068556529,0,0.064297121081904,0,0,0,0.0869713563516024,0,0,0,0,0,0,0,0,0,0,0.218322621727733,0,0,0,0,0,0,0.088502803362439,0,0,0,0,0,0.181323707144688,0,0,0,0,0.0878965452452349,0,0,0,0,0,0,0,0,0,0,0,0,0.0876313494582567,0,0
X601066.CH.EQUITY,0,0,0.00556321038917997,0,0,0,0.0220414856606368,0,0,0,0,0,0.633958005719676,0,0.0738790305446131,-0.0531340779627427,0,0,0,0,-0.0458196634827355,0,0.0443232283440794,0,0,0,0,0,0,0,0,0,0.0330359518511563,0,0,0,0,0,0.117184009315405,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.229647802866509,0,0.14534914563695,0,0.227705753656128,0,0,0,-0.100308644342014,0,0.129064678837063,0,0.238249988826304,0,0,0,0,0,0,0.165321831382281,0,0,0,0,0,0,0,0.0615926118975811,0,0,0,0,0,0,0,0,0.0398718624974521,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361156982318412
X600000.CH.EQUITY,0,0.17416122758066,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0259624502689201,0,0,0,0.405896407820302,0,0,0,0,0,0,0,0.00428879670109924,0,0,0,0,0,0,0.0541539330853816,0.0223038975712108,0,0,0,0.0196960738906265,0,0,0,0,0.0432803161615523,0,0,0.0513819031103766,0,0,0.0210716773213501,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0708069270678088,-0.170805978218841,0.0576500749469413,0.0117077086338724,0,0,0,0,0,-0.0113207860021319,0,0,0,0,0,0,0,0.0738014552156471,0,0,0.0166615095037841,0,-0.00590586020351424,0,0,0.00842060592646643,0,0,0,0,0,0.151716269224606,8.67361737988404e-19,0,0.22637598662103,0.414902102560788,0,0,-0.63413410732734,0.0847911054332627,0,0,0,0,0,0.138366756059138,0
