,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.13604725697932,0,0.0732086562952195,0,0.170517077212564,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.121577874245881,0,0.150751380778319,0,0,0,0,0,0,0,0.0896532934072264,0.145796072925577,0,0,0,0.24440720608625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126261234108955,0,-0.135008877941775,0,0,0,0
X601939.CH.EQUITY,0.0602733318276085,0,0,0.140257472519698,0,0,0,0,0,0,0,0.12200984107528,0,0.421952040733059,0,0,0,-0.066447134755789,0,0,0,0,0,0,0,0.0480472844577637,0,0,-0.0848858674021962,0,0,0,0,0,0,0,0,-0.0358671357306093,0,0,0,0.0681631781118246,0,0,0,0,0.115538312903587,0,0.0490395374729494,0,0,-0.0946712356050091
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0
X601288.CH.EQUITY,0,0.453621851926405,0,0,0.0332222145167182,0,0,0,0,0,0,0,0.0144863915447077,0.152117777901337,0,0,0,0,0,0,0,0.229218460828172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147437618599885,0,0,0,0,0,0,-0.0847631967160491,0,0,0,0,-0.0987566326915285,0,0,-0.00548459853624196,0
X601988.CH.EQUITY,0.105522083704505,0,0,0.339173047688554,0,0,0,0,0,0.335466286823358,0,0,0,0,0,0,0,0.284265475549814,0.0768086827779304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.519069269146336,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244499954123904
X600036.CH.EQUITY,0,0.161364932791292,8.67361737988404e-19,0,0,0,0,0.122174843455136,0,0,0,0,0.21090417218872,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.106456346619484,0,0,0,0,0,0,0,0,0.30883326120749,0.0477041517047275,-0.0369634475324937,0,0,0,0,0,0,0.059295298644153,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0205322427048159,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0
X601628.CH.EQUITY,0,0,0,0,0,0.346244541139542,0.0433359492601687,0,0,0,-0.119111709656945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798364342715363,-0.0268858815222892,0,0,0.0353612989011715,0,0,0,0.0812515455762694,0,0,0,0,0,0,0,0.091003678462123,0.132626426393622,0,0.0876295798554655,0,0,0,0,1.73472347597681e-18,0,0,-0.00913113347725699
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0
X601658.CH.Equity,0,0.098482073481731,0,0.16558863615372,0,0,0,0,0,0,-0.0535698382409676,0,0,0,0,0,0,0,0.0216252769511724,0.326013474693472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958077866360494,0.193504920818006,0,0,0,-0.0324931752675727,0,0,0,8.67361737988404e-19,0.0281862291796196,0,0,0,0
X388.HK.EQUITY,0,0,0.188970688298973,0.0495943478476571,0,0,0,0,0,-0.0377195840158646,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.484605220203263,0,0,0.0361924629288099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094182383635687,0,0,0,0,0,0,0,-8.67361737988404e-19,0
X601328.CH.EQUITY,0.123427607936575,0.290518901370818,0,0,0,0,0,0,0,0,0,0,0.047624128294517,0.0681724598866922,0,0,0,0,0,0,0,0,-0.023853677141849,0,0,0,0,-0.00190481355981904,0,0,0.208221538366802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189617073656185,0,0,0.0241036959746546
X601166.CH.EQUITY,0,0,0,0.075436292709616,0,0.13952340599285,0,0,0,0.0211509742776173,0,0.0230629159757169,0,0.223893740467871,0.0963288927048418,0,0,0,0.20096747363199,0,0,0.0401795119266178,0,0,0,0,0,0,0,0.17960546108887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156225755133755,0,0,0
X600000.CH.EQUITY,0,0,0,0.253620244371791,0.0562678024241236,0.143437392608375,0,0,0.0683821581495181,0,0,0.123381480379686,0.110829127870444,0,0,0,0,0,0,0,0,0.0146542282713749,0,0,0,0,0,0,0,0.145393510777117,0,0,1.38777878078145e-17,-0.00935898859396223,0,0,0,0,0,0,0,0,0,0,0,0,0.0200275067917852,0.0092025118637376,0,0,-0.0178123071111866,0
