,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117233067936382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727864614748785,0,0.425829420928567,0.370066729068671,0.0625176354427472,-0.24858428629055,0,0,0.165462176010966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533100382320386,0,0,0,0,0,0,0,-0.0207166504888481
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839231699163749,0,0,0,0,0,0.0163938923393025,0,0,-0.0558576044171987,0,0,0,0.038373221975889,0.129402960873874,0,0,0,0.00265844288712463,0,0,0,0,0.0312094022303626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716315094378625,0,0,0.00658168463902304,0,0
X601288.CH.EQUITY,0,0,0.908515147811692,0,-0.0890131207357792,0,0,0,0,0,0,0,0,0,0,0.0313169076720395,0,0,0.121941863352549,0,0,0,0,0,0,0,0.045133528771013,0.0298799290666978,0,0,0,0,0,0,0,0.0184763963680445,0,0,0,-0.0254692785126602,-0.0780074018460983,0,0,0,0,0.00668058960211402,0,0,0,0,-0.0535062284659239,0
X601628.CH.EQUITY,0.0183509069037433,0,0,3.46944695195361e-18,0,0,0,0,0,0.245883561600492,0,0.253524933627393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111636902768674,0,0,0,0,0,0,0,0,0,0,0.556083810273741,0,0,0,0,0,0,0,0,0.286672767762797,0,0,0,0,-0.0241145368892505
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00284564654808115,-0.136614787052967,0.079586206284023,0,0.0507671896689513,0,0,0,-0.0218478859066804,0,0,0,-0.000939698968034545,0,0,0,0,-0.0422676897674191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108782660732996,0,0,0,0,0,0,0,0,1.05214514417542,0,0
X1299.HK.EQUITY,0,0,0,0,0.10299354060251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750056958373643,0.203099374727904,0,0,0.0110295012079678,0,0,0.253763590115781,0.248099037402234,0,0,0,0,0,0,0,0,0,0,0.212580756395353,0,-0.0841647464885137,0,0.0895334975274491,0,0.0395846413931302,0,0,-0.0709151779841289
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168569173153212,0,0,0,0,0,0.0238301159078547,-0.00853285545267137,0.228065338559957,0.481752702143661,0,0,0,0,0,0,0,0,0,-0.0921996593540379,0.0702103153104583,0,0,0,0,0,0.0522892579399644,0,-0.177304757055129,0,0.051708264916066,0,0.129436652890091,0.0161955508886978
X388.HK.EQUITY,0,0,0,0,0.254579298426903,0,0,0.0283771613265559,0.0496399119704246,0,0,0,0,0,0,0,0,-0.252533695343512,0,0,0.166161930208609,0,0,0,0.447273915618192,0.197779539471434,0,0,0,0,0.116761820394444,0,0,0,0,0,0,0,0,0,0,-0.0413943779987321,0,0,0,0,0,0,-0.147303750612632,0,0,0
