,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0323973020120432,0,0,0,0.395003465448724,0,0,0,0,0,0,0,0,0,0,-0.115199260351596,0,0,0,0,0,0,0,0,0,0.231351215464574,-3.46944695195361e-18,0,0.160314320651663,0,0,0,-0.0518026633865033,0.270141567095977,0,0,0,0,0,0,0,0,0,0,0.0972712669375897,-0.165427004369945,0,0,0.0521988929047037,0,0
X601939.CH.EQUITY,0.190786622591237,0,0,0.344753373907508,0,0,0,0,0,0,0,0.0345330428843396,0,0.213495500823873,0,0,0,-0.120215500596342,0,0,0,0.058797562121349,0,0,0,0.222445620942588,0,0,0,0,-0.105763361339646,0,0,0,0,0,0,0,0,0,0,0,0,-0.00388944784673294,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.63204935118685,0,0,0.160267514767694,0,0,0,0,0,0.0134977924740307,0,0,0.0166327272933622,0,0,0,0,0,0,0,0.122973804929054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113595383076999,0,0,0,0,0,-0.0428070494155858,0,0
X601988.CH.EQUITY,0.0191290425200274,0,0,0.32980600841642,0,0,0,0,0,0.350708151675448,0,0,0,0,0,0.0437600766455985,0,0.232145816349594,0,0,0.105811285428792,0,0,0,0,0,0,0.0752807468882909,0,0,0,0,0,0,0,0,0,0,-0.524076844032726,0,0,0,0,0.0382968065580873,0,0,0,0,0,0,0,-0.259830821070912
X600036.CH.EQUITY,0,0.205875397058097,0,0,0,0,0,0,0.154198453916347,0,0,0,0.13756383719683,0,0,0,0,0,0,0,0,0,0.0855211947094027,0,0,0,0,0,0,0,0,-0.0124504469449416,0.00384977662055835,0,0.30607289014211,0,0,0,0,0,0.0582820987644857,0,0,0,0,0,0.0189163745915671,0,0.0658941918297198,-0.0209473737179506,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.344578147759265,0,0,0,0,-0.0942869874030303,0,0,0,0,0,0,0,0,0,0,0,0,0.373068713006141,0,0,0,0,0.0565380380881642,0,0,0,0,0,0,0,0,0,0,0,0.0243363377451258,0.00463834347349216,0,0,0,0,0,0,0,0,0.170881550350813,-0.0781971119149445
X601658.CH.Equity,0,0.0718919140141865,0,0.100878663043188,0.0396058139225532,0,0,0,0,0,-0.0322227666931801,0,0,0,0,0,0,0,0,0.267327803457972,0.188583124707771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289454409688986,0,0.0959413824137225,0,-0.134107582074397,0,0,-0.0791354293348105,0,0,0,0,0,0,0,0
