,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.370528967088518,0.0672081605309519,0,0.0636554138891301,0,0,0,0,0,0.281185841098332,0,0,0,0,0,0,0,0,0.0275344018175405,0,0,-0.00530345180932836,-0.0226571543663729,0,0.0165081978358624,0,0,0,0,0,0,0,0,0,0,0.0142692080091995,0,0,0,0,0,0,0.0216191964575553,0,0,0,0,0,0,0.160633541203395,0
X601939.CH.EQUITY,0.415459899924849,0,0,0.124774217931344,0,0,0,0,0,0,0,0,0,0.0435986160802299,-0.160326369168907,0,0,0,0,0,0,0,0,0,0,0.312975965235806,0,0,0,0,-0.0154172266611056,0,0,0,0,0,0,-0.0184493074770529,0,0,0,0,0,0,0,0,0,0.180856138942137,0,0.0696547323374545,-0.0693664687362643,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.29707457695408,0.0953005240781473,0,0,0.174389704609029,0,0,0,0,0,0,0,0,0.189429919963003,0,0,0,0,0,0,0.0453346297975241,0,0,0,0,0,0,0,0,0,0,0,0,0.121981686473874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,0.096537286732203,0.456390846587859,0,0,0,0,0,0.31861118672349,0,0,0,0,0,0.158987052073068,0,0.0844138145197651,0,0,0,0,0.0967384917687579,0,0,0,0.0926932016789243,0,0,0,0,0,0,0,0,0,0,-0.628978685534099,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21838838656846
X600036.CH.EQUITY,0,0.0319425404065626,0,0,0,0,0,0,0.0103031640414635,0,0,-0.0293506609722842,0.203910260388952,0,-0.00933083344294684,0,0,0.102363782287512,0,0.212076753692018,0,0,0,0.0744748513523246,0,0,0,0,0,0,0,0.335248659778701,0,0,0,0,0,0,0,0,0,0.0267105195445492,0,0.147300077878964,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117158025012154,0,0,0,0,0.0188491235803579,0,0,0.352193301562291,0,0,0,0.0480769130999036,0,0,0,0,0.0206928615177368,0,0,0,0.0416475731608858,0,0,0.0641026730994731,0,0,0,0,0.233976272295568,0,0,0,0,0,0,0,0,0,0.146142148961514,-0.0297152090803393
X601658.CH.Equity,0,0,0,0,0.136051404305218,0,0,0,0,0,0,0,0,0,0,0,0,0.268238688425377,0,0,0,0.0280192420143006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323449740542715,0,0.164190440964722,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
