,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.125974771089403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398479862493636,0.311155931058288,0.00943071882566526,0,0,0,-0.0860065068938602,0,0,0.27394334596888,0,0,0,-0.272272227607281,0,0,0,0,0,0,0.0183065947865426,0,0,0,0,0,-0.268301834205862,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.210204862716517,0,0,0,-0.00911836672484308,0,0,0,0,0,0,0,0,0.0427624430898068,0,0,0,0,0,0,0,0,0.0578337018921393,0,0.0397916475824555,0,0,0,0,0,0,0,0.23356083390616,0,0,0,0,0,0,0,0,0.0929325777365678,0,0,0.343098786811713,0,0
X601939.CH.EQUITY,0,0.0567294467938861,0,0.809716566878538,0,0,0,0,0,0,0,0,-0.0311901677965805,0,0,0.0153420189381111,0.119305816551307,0,0.0219914368069841,0,0,0,0,0,0,0,0.0317273594633901,0,0,0,0,0.0276708121973442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167102282290764,0,0,0
X601288.CH.EQUITY,0.0159338990116955,0,0.921401846841144,0,-0.0948915739258917,0,0,0,0,0,0,0,0,0,0,0.0392199486368373,0,0,0.134647583128327,0,0,0,0,0,0,0,0.0243167350851494,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469488132162466,0,0,0,0,0,0,0,0,-0.0356415288937837,0,-0.050842377877112,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.10763234939267,0,0.402136704322534,0.0838471517084705,0,0,0,0,0,0,0,0,0.0462383280938845,-0.0782518331285036,0,0,0,0,0.0336027747606255,0,0,0,0,0,0,0.106151348114468,-0.2012535231955,0,0.319699043701464,0,0,0,0,0,0,0.145232400988858,0.267431215234788,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.059319041337245,0.145636734810745,0,0,0,0,-0.0522785165320563,-0.0760279826872998,0,0,0,0,0,0,0,0,-0.00415993514263479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109083998366053,0,0,0,0,0,0,0,0,-0.0482460411869166,1.06776401717149,0.0150708279489172,0
X1299.HK.EQUITY,0,0,0,0,0.172032797526304,0,0,0,0,0.23924736542023,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217688812913036,0.0313031118403329,0,0.383350916954483,0.217285984702812,0,0.118576935582944,0.143089484474508,0,0,0,0,0,0,0.0713794856104979,-1.38777878078145e-17,0,0.0824885822718788,0,0,-0.100467847561173,0,0,0,0,0,0,0.102538435501003,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042385239987339,0,0,0,0,0,0,0,0,0,0.371243603657451,0.337540908848322,0,0,0,0,0,0,0,-0.151311994159259,0,0,0,0.0101925932591541,0,0,0,0,0.0114388348982833,0,-0.0877979156999141,0,0,0.257776752664233,0,0.15520010453326,0
X388.HK.EQUITY,0,0,0,0,0.310523661930436,0,0,0,0,0,0,0,0,0,0,0,0,-0.236629591106891,0,0,0,0,0,0,0.461614299104843,0,0,1.38777878078145e-17,0,0,0.00505736188024521,0,0,0,0,-0.0204534308326391,0,0,0,0,0,-0.0743981940766824,-0.119399361856354,-0.0256107385842277,0.0267200557333694,0.263545973565855,0,0,0,0,-0.126158407756015,0
X601658.CH.Equity,0,0,0.000497861064511617,0.231850511349512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289467865261612,0,-0.0651582208664873,0,0,0,-0.0456310476782661,0,0,0,0,0,0.0623932847794932,0,0,0,0,0,0,0,-0.0312591437119935,0,0.296640087008659,0,0,0,0,0,0,0,0,0,0,-0.00693817396210817
X600030.CH.EQUITY,0,0,0,0,0.0293650429977918,0,0,-0.0228662692048326,-0.016500192976679,0.0865552026911273,0,0,0.23346196050951,0,0,0.00841653397144727,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0331767605732607,0,0,0,0,0,0,0.0609996541559882,0.214321397757973,0,0,0,0,0,0,0.0697586601433487,0.125231923595754,0,0,0.0518320179596813,0.275186900617522,0,0,0,0,0
