,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.109260449547155,0,0.0683141152599134,0,0,0,-0.10024713405282,0,0,0,0.482624226002109,0,0,0,-0.0732381241250471,0,0,0,0,0,0,0,0,0,0,0,0,0.0606156314154968,0,0,0,0,0,0.0202417580041199,0,0.077637750976357,0,0,0,0,0,0.228739563516909,0,0,0,0,0,0,0,0,-0.0302412499643702
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0
X601939.CH.EQUITY,0.328704843904849,0,0,0.292473633836967,0,0.0892509273187262,0,-0.0475342669794369,0,0,0,0,0,0,0.136764914743856,0.0323137967316598,0,0,0,0,0,0,0,0.0719107050113414,0,0,0,0,0,0,0,-0.0111856254569551,0,0,0,0,-0.108557094411081,0,0,0.333887942404119,0,0,0,0,0,0,-0.0403683612366924,0,0,0.0117998646172783,0,0
X601288.CH.EQUITY,0.475145234628522,0,0.0906859717762712,0,0,0.183000263891259,0,0,0.0303590503636078,0,0,0,0,0,0,0,0.0352831232320893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177550825522292,0,0,0,0,0,0,0,0,0.144384446394959,0,0,0.0522789613942401
X5.HK.EQUITY,0,0,0.0608769359865937,0.233643369040669,0,0.127521212120177,0,-0.398751376953287,0,0,0,0,0.107390267960223,0,0,0,0,0,0,0,0.413047575783858,0,0,0,0,0.490702028689064,0,0,0,0,0,0,0,0.10002671748828,0,0,0,0,0,0,0,0,0,0,-0.189730980101293,0,0.119107525211802,0,-0.00517197568514358,-0.000622887451412724,0,-0.00671110434439084
X601988.CH.EQUITY,0.190257482040315,0,0.216672622485334,0,0,0,0,0,0.150363586332715,0,0.0704157459605955,0.187703882358256,0,-0.292376850689128,0,0,0,0,0,0,0,0,0,0.180334499298109,0,0,0,0.0926822574308291,0,0,-0.0460661917635673,0,0,0,-8.67361737988404e-19,0,0.0456212166634605,0,0,0,0,0,0,0.050714749991377,0.0377650732223542,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.108611444396542,-0.0512818817939712,0,0.255989195687484,0,-0.0451069826403577,0.0108247607430353,0,0.34678332677057,0,0.244801402157221,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0767240199391231,0,0,0.0831233092409691,0,0,0,0.123689307248729,0,0.0386132124618548,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.202804399000177,0.327786617261268,0,0,0.126085676998071,0,0,0,0,0.0258590248219252,0,0,0,0,0,0,0,0.110410820970133,0,0,-0.042797928956255,0,0,0,0,0,0,0.0759036361010799,0,0.0106256282887266,-0.172642963745662,0,0,0,0,-0.025226247361313,-0.058545321421768,0,0,0,0,0,0,0,-0.129161640141329,0,0,0,0,0,0,0.153515283580815
X601658.CH.Equity,0,0,0,-0.00346132706345483,0,0,-0.280069392727877,0,0,0,0,0,0,0,0,-0.0924212472532154,0,0,0,0,0,0,0,0.50706880251887,0,0,0,0.225813385117731,0,0,0.212028922385889,0,0,0,0.0344573989761097,-0.44035233875411,0,0.281448756022963,0,0,0,-0.0632341864827477,0,0,0,0,0,0,0,0,0,-0.507970031931586
X601166.CH.EQUITY,0,0,0.0265827394930675,0,0,0,0.447801021795628,0,0,0,0,0,0,0,8.67361737988404e-19,0.247133833805411,0,0,0,0,0,0,0,0,0,0,0,0,0.0484461887782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177314764145737,0.00864050225752325,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.000815511340393514,0,0,0,0,0,0,0.570922875726465,0,0,0,0,0,0,0,0,0.164394453811107,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.045433746999896,0,0,0,0,0,0,0.140149483021776,0,0,0,0.0765075363978665,0,0,0,0,0,-0.0371590683329259,0.0158961436969453,0.0265376352440865
X600000.CH.EQUITY,0,0,0,0,0,0,0.159134405814189,0,0,0,0,0.435998363069753,0,0,0.0120930767734469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806784600711056,0,0,-0.0395593146328208,0,0,0,0.0434994570029236,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.047020467531258,0,0.169055072415851,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206268015450129,0,0,-0.0300499139438521,-0.0541257548586724,0,0.0402932977761953,0,0,0,0,-0.100604518989841,0.354699082195313,0,0,0,0,0.174340675911485,0,0,0,0,0.118777889132469,0,0.0346473585372766,0.114177048808778,0.0621273595626956,0,0,0,0,-6.93889390390723e-18,0,-0.0534178845633475
X000001.CH.EQUITY,0,0.100870105334279,0.0925156546432452,0,0,0,0.0291945505139182,0,-0.00221028176339941,0,0.212822010590021,0,0,0,0,0.0105063641231577,0,0,0,0,0.178181303125113,0,0,0,0,0,0.195815820097643,0,0,0.0862782121870343,0,0,-0.224499941266402,0,0.103789845541886,0.0358121519952545,-0.114749338811127,0,0,0,0,0,0,0,0,0,0,0.286943796053571,0,0,-0.0125840975985325,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.255046508734976,0,0.270757631479921,0,0,0,0,0,0,0,0,0,0,0,0.373124511730869,0,0,0,0.054429305558007,0.00940719760111864,0,0.190678658662865,0,0,0,0,0,0,0.0584114595624274,8.67361737988404e-19,-0.0471044523800251,0.182748399495945,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.218896465629657,0,0,0,0,0,-0.0350273449674939,0,0,0,0,0,0,0,0.0948337000100145,0,0,0,0,0,0,0,0.303647243928702,0.0351598075182322,0,0,0,0,0.239311800598754,0.340169939190686,0,-0.0217598976629622,0,0,0,0,0,0.0335287765561182,0,0,0,0,0,0,0,0,0,0,0.106680676646432
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.0413259072641176,0,0,0,0,0.071099526242581,0,0,0.125960242930801,0,0.228480371951253,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.205565436459347,0,0,0,0.385825828864175,0,0,0,0,0,0,0,0,-0.0608367783402015,0,0
X388.HK.EQUITY,0,0,0.186953293688057,0.000248442943430273,0,0,0,0.166787328449785,0,0,0,0,0,0,0,0,0.0244752462988068,0.0798806238771126,0,0,0,0,0,0,0,0,0,0.255065432318664,0,-0.0127818805378813,0,0,0.082810762251005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488186001366626,0,0,0.0653170310685296,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793071678109327,0.0368245942636654,0,-0.0724387903314453,0,0,0,0,0,0,0,0.115326164457884,0,0,0,0,0.041610374242663,0,0,0,0,-0.0962075941691129,0.286198508894733,0,0,0,0,0,0.350072861336122,-0.116800504082279,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16401491478396,0,0,0,0,0,0,0.744522492677442,-0.121345496054791,0,0,0,0,1.38777878078145e-17,-0.0313580608717845,0.151046165082983,0,0,0.0204878408720197,0,0,-0.0748089902933266,0,0,0,0,0,0,0,0,-0.018028774575225,0.12612723973223,0,-0.0863064120316637
