,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.521221066555216,0,0.0754566308315038,0.0311450062410737,0.0922286570101231,0.0503479039937518,0,0,0,0,0,0,0,0.0257255379976916,0,0.0402563721467554,0,0.0628976519138232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726341934341445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493258549117755,0,0,0.0357430137520208,0,0,0,0,0,0.141368421516079,0,0,0,0,0,0,0,0,0,0.0131424455921773,0,0,0,0.0113404435862499,0,0,0.159080710163987,0.0505719409339057,0,0,0,0,0,0,0,0,0,0,0,0,0.054794829351947,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0
X601288.CH.EQUITY,0.311517345974266,0.0906776180094723,0,0,0,0.108229085098091,0,0,0,0.0742694111968132,0,0,0,0,0,0,0.176681202427632,0,0,0,0,0,0,0,0,0,0,0,0.0911423301155108,0.00991187407472401,0.0819197159309943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071174221111717
X5.HK.EQUITY,0,0,0,0,0,0.636113693281861,0,0,0,0,0,0,0,0,0,0,-0.1102348994556,0.508009357065069,-0.509441325977658,0,0,0,-0.098135913002543,0.229512360034218,0,0,0,0,0,0.28109351297284,0,0,0,0.0790706193647884,0,-0.00320321517460652,-0.0837895152600949,0,0,0,0,0,0,0,0,-0.0868185023372997,0,0,0,0.116559707129747,0
X601988.CH.EQUITY,-3.46944695195361e-18,0,0,0.215805061767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315308335226908,0.0763767363170972,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0145281348612849,0,0,0,0.111557700749191,0,0.207623794125525,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.188681434392958,0,0,0,0,0,0,0,0,0.0103083216747397,0.211508194821385,-0.0705064718244289,0,0,0,-0.0405420878573805,0.0913521015468872,0,0.0368086764522723,0,0,0,0.377808580821093,0,0.0919137972216204,0,0,0.104119250966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657434405015,0,0,0,0,-0.0428354774804012,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102579094582394,-0.0648032486812785,0,0,0,0,0.244428142021771,0,0.0843280428929186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317247287016029,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0815101462315708,-1.38777878078145e-17,0,0,0,0,0,0.008922722015589,0.246020750849096,0.0262520451193128,0,0,0,0,0,-0.0636373606786562,0,0,0,0,0,0,0.162856723786449,0,0,0,0,0.227541902606117,0,0,0,0,0,0,-0.041419810694644,0,0,0.214696148882462,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849202042231982,0,0,0,0.0365168532383357,0.0101682959972309,0,0,0,0,0.113619231898284,0,0,0,0,0,0,0.0227380194834116,0.187038668496851,0,0,0,0.0282883806320603,0,0.0620713575566859,0,0,0,0.0868540132511581,0,0,0,0,0,0,-0.00530921034224145,0,0.155177710589858,0.211332685144408,0,0,0,0,0,0,0,0,0,0
