,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.128424733347753,4.33680868994202e-19,0,0,0,0,0,-0.150961988800853,0,0,0,0,0,0,0,0,0,0,-0.122015397736568,0.0764144509672901,0,0.442707330799656,-0.137857996036811,0.563856540220428,0,0,0,-0.0189115486896036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.196784903352214,0,0,0,-0.0641896579150703,0,0,0,0.153980261578403,0,0,0,0,0,0,0.0147709959596789,0,0,0,0,0,0,0,0,0,0.150755486898618,0,0,0,0,0.240843215417196,0,0.160490071006344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0477456765266304,0,0.79575211153616,0,0,0,0,0,0.0469492403167392,0.0303010083553679,0,-0.0276144785553644,0.020789593067681,0,0,0,0.0833888708321479,0,0,0,0,0.00108216975587406,0,0,0,0.0218901694247832,0,0,0,0.022155405541224,0,0,0,0,0,0,0.0799692449023033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911495757981405,0,-0.0481153666773792,0,0,0,0,0,0,0,0,0,0,0.0179637113345748,0,0,0.13705351983719,0,0,0,0,0,0,0,0.029931742607865,0.00498036058911458,0,0,0,0,0,0,0,0.0114562736818909,0,0,0,-0.0886645174442777,0,-0.107371562410435,0,0,0,0.025985746285726,0,0,0,0,-0.036530936915384,0
X601628.CH.EQUITY,0.0108843864771722,0,0,-3.46944695195361e-18,0,0,0,0,0,0.249153421147648,0,0.180304503886248,0,0,0,0,0,0,0,0.208150055421888,0,0,0,0,-2.77555756156289e-17,0,-0.0978648107355141,0,0,0,0,0,0,0,0,0,0,0.350042190927968,0,0,0,0,0,0,0,0.0255686289107019,0,0.271437996296616,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626447952813494,-0.0157019919871602,0,0,0,-0.0379184369497322,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0716212949243652,0,0,0.043939187493934,0,0,0,0,0,0,0,-0.0217082627087319,0,0,0,0,0,0,-0.0108756267260225,0,0,0,0,-0.134269856487331,0,0,0.961960478846135,0,0
X1299.HK.EQUITY,0,0,0,0,0.12007735357218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268586210785233,0,-0.0832786039430624,0,0,0,0,0,0.0253067329816965,0,0,0.144362269064849,0.359006330734734,0,0.0206676691563742,0,0,0.0566917844764539,0,0,0,0.0528289872514723,0,0,0,0,0,0.00709499552508785,0,0,-0.0982193415575899
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206497587594328,0,0,0,0,0.254671405981827,0.468365896449471,0,-0.0755639137820266,0,0,0,0,0,0,0,-0.148918222816772,0.0955700707522483,0,0,0,0,0,0.0538512109370165,0,0,-0.180287240769177,0.0147938129346905,0,0.186373621231481,0.0553381351513545
X388.HK.EQUITY,0,0,0,0,0.310260705675908,0,0,0.0447461816599278,0.10136365618295,0,0,0,0,0,0.0198490061227143,0,0,-0.237518871195373,0,0,0.127549715856531,0.279480350690261,0,0,0.156610897463606,0,0,0,0.045208720800644,0,0,0,0,0.154675298729306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224180270558246,0,0,0
X601658.CH.Equity,0,0.152404244991486,0.0803281865219432,0.176212505160831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617857971102751,-0.0132256611811763,0,0,0,0,0,0,0,0.160791027969621,0,0,0,0,0,0,0,0,-0.141573327634504,0,0,0,0.715966941560015,-0.0575313492451103,0,-0.226966950186685,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0491082105571593,0,0,0,-0.0098306584943043,0.0939820525542791,0.0459560593309241,0,0.383574315140643,0,0,0,0,0,0,0,-0.0497901867715546,0,0,0,0.00743327852104074,0,0,0,0,0,0,0,0,-0.0145911326328552,0,0.0998659613289528,0,0,0,0.154990642608638,0.0280029798506028,0,0,0.0789715079973082,0,0,0,0.197434249904709,0,0,0,0.0992924581622792
X601066.CH.EQUITY,0,0,0,0,-0.130547001722166,0,0,0.132149961889023,0,0,0,0.822372599964102,0,0,0.021923003161325,0,0,0,0,-0.000344374125615818,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0727229372665218,0,0,0,0,0,0,0,0,0,0.118602374204646,0,0,0,0,0,0,0,0.0180588296848311,-0.011448711617005,0,-0.0297026814899181,0
X601166.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0.106835788378058,0.304850224142573,0.00760859993359753,0,0,0.0466146201336236,0,0,0,0,0,0.0462546760048166,0,0,0,0,0,0.0719834999900229,0.020803033150818,0,0,0,0,0,0,0,0.102381688102648,0,0,0,0,0,0.0498856945089459,0.0239950321280201,0,0,0,0,0,0,0,0,-0.0404005894351219,0,0.309949713036903,0,0.01936553579796
X000002.CH.EQUITY,0,0,0.0197433193299998,0.198432082419606,-0.0470960359524561,0,0,0,0,0.0118425302726158,0,0,0.159710840655358,0.103968362474426,0,0,0,0,0,0,0,0.0163978905337289,0,0,0,0,0,-0.0645364338630784,-0.0353376830313385,0,0,0,0,0,-0.114149799325393,0.115574660229247,0,0,0,0,0,0,0,0.280655430526535,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00881029890478873,0,0,0.265936057366846,0,0,0,0,0,0,0,0.0433876634854037,0,0,0,0,0.0660641862198855,0,0,0,0,0,0.330641337155573,0,-0.0538919788935548,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.115738765732817,0,0,0,0,0.113344314290616,0,0,0,0,0.00713075916090247,0,0
X600000.CH.EQUITY,0,0,0.112552167017049,0.230641872218407,0,0.14941607539348,0,0,0,-0.0243669874096369,0,0,0,0,0,0,0,0,0.00133728083170965,0,0,-0.0740859431434672,0,0,0,0,0,0,0,0,-0.0482271946112344,0,0,0,0.290301225374001,0,0,0,0,0,0,0.714502376387223,0,0,0,0,0,0,0.0842341218083831,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.0692175318055125,0.326988057803601,0,0,0,0,0,0.0827325990305264,0,0,0,0,0,0,0,0.0495452284449196,0.0734548577621685,0,0,0,0,0,0.0291454348729782,0,0.120284316867154,0,-0.233707884317178,0,0,0,0,0,0,0,0,0.235069801037691,0,0.0391392163764473,0,0.0670819794219623,0,0,0,0,0,0,0,0
