,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.06059576113586,0.0849326277868051,0,0,0,0,0,-0.0131082625630284,0,0,0,0,0,0,0,0,0,0,-0.127640534177336,0.0220046577837037,0,0.516332721107744,-0.295304614091136,0.436813529899225,0,0,0,-0.0486019026329355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120259941996903,0
X601318.CH.EQUITY,0,0,0,0,0,0.190694892057623,0,0,0,-0.0365068343059261,0,-1.38777878078145e-17,0,0.0905167634047724,0,0,0,0.0978854935998542,0,0,0.016118815715708,0,0,0,0,0,0,0,0,0.076340251351378,0.148933893825742,0,0,0,0,0.191830506721691,0,0.101430856395404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437746038723986,0
X601939.CH.EQUITY,0,0.0818958987936117,0,0.802213335693858,0,0,0.00155052385696818,0,0,0.0438356542435869,0,0,-0.0103317891342393,0.0144685368790996,0,0,0,0.0800876638313421,0,0,0,0,0,0,0,0,0.0256976863156892,0,0,0,0,0,0,0,0,0,0,0.0686876836859446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.964699561487044,0,-0.00554877196486377,0,0,0,0,0,0,0,0,0,0,0.0148126051797505,0,0,0,0,0,0,0,0,0,0,0.0602945561607596,0,0,0,0,0,0,0,0,0.0402558693864783,0,0,0,-0.0761804913800595,-0.0818423820250871,0,0,0,0,0.00196627841148406,0,0,0,0,-0.0826610721328001,-0.0360522407461184,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.235527892489622,0,0.161707896403832,0,0,0,0,0,0,0,0.0884268785791648,0,0,-8.67361737988404e-19,0,0,0,-0.115902141767272,0,0,0,0,0,0.0715675368239281,0,0,0,0,0.455308634330076,0,0,0,0,0,0,0,0.0915835543511105,0,0.214738736253902,0,0,0,0.0324700767022553,0
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0,0
X601988.CH.EQUITY,0,0,0,0.0770174116658963,-0.0209951007873045,0,0,0,-0.0381221371014435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467771853020118,0,0,0,0,0,0,0,-0.0133186601819331,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.127044978350797,0,0.999287073712469,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.103154988668119,0,0,0,0,0.163918000071239,0,0,0,0,0,0,0,0,0,0,0,0.296443417050236,0,-0.0224256214984132,0,0,0,0,0.0755044812932353,0,0,0,0,0.153919168092455,0,0,0.0658253727250618,0,0.103081735029042,0,0,0,0.098485372747225,0,0,0,0,0.133103409853339,0,0,0,0,-0.0256875015481795
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934613932529828,0,0,0,0,0.139116795151698,0,0.444337640880808,-0.137547518502109,0,0,0,0,0,0,0,-0.174804531663367,0.166434224703529,0,0,0,0,0.0328194479921147,0.107520767067043,0,0,-0.215017800585098,0,0,0.170235004941645,0.056657445271814,0.0276755066074463
X388.HK.EQUITY,0,0,0,0,0.228492159731463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181097044878526,0.282136947134445,0,0,0.115964272225534,0,0,0,0,0,0,0,0,0.0912357871593857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23892765823856,0,0.162401444552199,0
X601658.CH.Equity,0,0,0.20266880908761,0.0480321371414984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135297096266248,0,-0.0138040471550574,0,0,0,0,0,0,0,0,0.206846160781178,0,0,0,0,0,0,0,0,-0.140905415278491,0,0,0,0.535949494112854,0,0,-0.171263976015975,0,0,0,0,0,0,0
