,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.019312807209931,0,0.164872712701503,0,0,0.110457285773913,0,0.24617582766679,0,0,0,0,1.38777878078145e-17,0.189960325788697,0,0,0,0,0,0,0,0,0,0,0,0,0.0424150528716028,0,0.137886383460032,0,0,0,0,0,0,0.0288818692725104,0,0,0,0,0,0,0,0,0,0,0.0491133538106374,0,0.00615077217234242,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269214980701714,0,0,0,0,0,0,0,0,0,0,0,0,0.413715826709009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191907497001826,0,0,0.108132005344079,0,0,0.00678166227392869,0,0,0,0,0.00386232842699517,0,0,0,0,0,0
X601288.CH.EQUITY,0.352860636677913,0,0,0,0,0.499107921774253,0.00608444684804954,0,0,0,0,0.0101073351076933,0,0,0.0387892890005611,0,0,0,0,0,0,-0.0328499635382822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194846789007654,0,0,0,0,0.0900697942660886,0,0,0.00901192263365527,0,0,0
X5.HK.EQUITY,0,0,-0.0463781488578208,0,0,0,0,0,0,0,0,0,0.277358836963792,0,0,0,0,0,0,0,0,0,0.452570885292239,0,0,0,0,0.0558272506459046,0,0,0,0,0,0,0,0,0,0.153532653955115,0,0,0,0,0,0,0,0,0,0,0,-0.286494799039357,0.162883382987861,0,-0.0691068200617062
X601988.CH.EQUITY,0,0.0659458273784636,0,0,0,0,0,0,0.0804546077142945,0,0,0,0,0.0117628860980219,0,0,0,0.219510753168685,0.12763326183028,0,0,0,0,0.298484394878491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138622116968335,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138198878623664,0,0,0,0,6.93889390390723e-18,0,0,0.375929578457917,0,0,-1.73472347597681e-18,0.178680117069572,0.225350672739156,0,0,0,0,0,0.0107575563079613,0,0,0.278205352805879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497841314616296,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.480749464038326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102904070028991,-0.0496644161550784,0,0,0,0,0,0,0,0,-0.586627350525419,0.502875158930663,0,0,0,0,-0.129542996552141,1.01851930338743,0,-1.38777878078145e-17,0,0,-0.327086749350521
