,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.521224803591528,0,0.0754542024846362,0.0311463662669482,0.0922281495255121,0.0503516268066706,0,0,0,0,0,0,0,0.0257273383565949,0,0.0402550655635908,0,0.0628953835054987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725969689674857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493259524907917,0,0,0.0357210078342384,0,0,0,0,0,0.141376502019448,0,0,0,0,0,0,0,0,0,0.0131441112890874,0,0,0,0.0113432605975552,0,0,0.159085045878153,0.050579766552401,0,0,0,0,0,0,0,0,0,0,0,0,0.0547978444358337,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.311562134897834,0.0906481352117623,0,0,0,0.108225706132236,0,0,0,0.0742727895439467,0,0,0,0,0,0,0.17666964286389,0,0,0,0,0,0,0,0,0,0,0,0.0911207457198773,0.00990969067820089,0.0819231757351915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711656573199112
X5.HK.EQUITY,0,0,0,0,0,0.310068609047734,0,0,0,0,0,0,0,0.321213845559047,0,0,0,0.211340584764985,-0.372272018974182,0,0,0,-0.0486783932010767,0.158916387077062,0,0.141898224947972,0,0,0,0.277428768639436,0,0,0,0,0,0,-0.0651136454005251,0,0,0,0,0,0,0,0,-0.0800251491718889,0,0,0,0,-0.17526824210194,0,0
X601988.CH.EQUITY,0,0,0,0.215782491898246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315323715964999,0.0763876967464099,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0145335467194966,0,0,0,0.111541337216285,0,0.207619337358919,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.188681434392958,0,0,0,0,0,0,0,0,0.0103083216747397,0.211508194821385,-0.0705064718244289,0,0,0,-0.0405420878573805,0.0913521015468872,0,0.0368086764522723,0,0,0,0.377808580821093,0,0.0919137972216204,0,0,0.104119250966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657434405015,0,0,0,0,-0.0428354774804012,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0138008798738631,0,0,0,0,0,0,0,0.0621025669873819,-0.0315484566397116,0,0,0,0,0.257388618169679,0,0.0845261978895257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301772679936276,0,0,0,0,0.0600926626792943,0
X601628.CH.EQUITY,0,0,0,0,0.0815202925556954,0,0,0,0,0,0,0.00890132788612915,0.245934463649072,0.0262188366208903,0,0,0,0,0,-0.0636161777948178,0,0,0,0,0,0,0.162888995953429,0,0,0,0,0.227549543335981,0,0,0,0,0,0,-0.0413893312020473,0,0,0.214730496903248,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849191324096826,0,0,0,0.0365160787686371,0.010170261602567,0,0,0,0,0.113621114859075,0,0,0,0,0,0,0.0227400332792354,0.18704044720339,0,0,0,0.0282880633627769,0,0.0620723969654092,0,0,0,0.0868539054891955,0,0,0,0,0,0,-0.00531043263978645,0,0.155179375094911,0.211328305953036,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.145539987171514,0.0707248103230173,0,0,0,0.141235134116172,0.0124276322948293,0.120270253874523,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.282061640520708,0,0,0,0,1.73472347597681e-18,0,-0.00470010528377867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755720637392672,0.0163656090478387,0,0,-0.0154825468475338,-0.00760190043139103,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.290509122114285,0,0,0,0,0,0,0,0.0880141997676965,0,0.0297439627664443,0,0,0,0,0.0307413341399405,0,0,0,0,-0.128745447958833,0,0.0766030940566903,0,0,0.240211706046552,0,0,0.0362007199384622,0.678927337211035,0.269827420765019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176108635106988,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.20336551448591,0.0636199419760949,0,0.160244155500165,0.0291274501366465,0,0,0,0,0,0,0,0,0,0,0.0654373331246439,0,0,0.0627638616713962,0,0,0,0,0,0,0.131263899770671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150321820212945,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646300249948824,0,0,0.0619536182951085,0,0,0.0930787913261176,0,0.165150688568111,0,0,0,0,0,0.680570580647647,0,0.0863548939844499,0,0,0.0611606411394771,0,0,0,0,0,0,0.0241037069386161,0,0,0,0,0,0,0
