,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.392090868772044,0.0107958338393089,0,0,0,0,0,0,0,0.185058779583073,0,0,0,0,0,0,0,0,0.120698002674945,0,0,0,0,0,0.10028479555605,0,0,0,0.00284735828755133,0.00342467129384629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595157542756364,0,0,-0.120630761995429,0,0
X601939.CH.EQUITY,0.451845528410874,0,0,0.0803540731920011,0,0,0,0,0,0,0,0,0,0.105193033316184,-0.150788646564378,0,0,0,0,0,0,0,0,0,0,0.278218934410702,0,0,0,0,0,0,0,0,0,0,0,-0.0217408236852523,0,0,0,0,0,0,0,0,0,0.140605710787372,0,0.0722815032574304,-0.0727018084857695,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297081589750445,0.0953263788039372,0,0,0.17438708559602,0,0,0,0,0,0,0,0,0.189412498729005,0,0,0,0,0,0,0.0453132563864218,0,0,0,0,0,0,0,0,0,0,0,0,0.121981660924486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379233326284292,0,0,0,0,0,0.333067068081868,0,0,0,0,0,0.211811383734611,0,0.137130033542061,0,0,0,0,0,0,0,0,0.0686288652638262,0,0,0,0,0,0,0,0,0,0,-0.505480700342269,0,0,0,0,0,0,0,0.0115196130699721,0,0,0,0,0,0,0.310945735977233,0
X600036.CH.EQUITY,0,0.0272919915219287,0,0,0,0,0,0,0.0112584273065012,0,0,-0.0318588824011115,0.187606022639855,0,0,0,0,0.122825893087141,0,0.182192178839539,0,0,0,0.0750382482664686,0,0,0,0,0,0,0,0.351393911703905,0,0,0,0,0,0,0,0,0,0.0307601659315901,0,0.151290608299248,0,0,0,-3.46944695195361e-18,0,0,0,-0.00809175372329441,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101740652842565,0,0,0,0,0,0,0,0.370686162671722,0,0,0,0.0384757310909919,0,0,0,0,0,0,0,0.00224587405808753,0.0499750955783129,0,0,0.0908900136063515,0,0,0,0,0.203921630983592,0,0,0,0,0,0,0,0,0,0.158217398423614,0,0.0411014226678639,0
X601658.CH.Equity,0,0,0,0,0.136053637926672,0,0,0,0,0,0,0,0,0,0,0,0,0.26825555959148,0,0,0,0.0280085035078895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323450700278951,0,0.164186017408559,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
