,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0647551903616539,0,0,0,-0.0357517639799105,0,0,0,0,0,0,0,0,0.340857145056096,0,-0.143551593927139,0,0,0,0,0,-0.154370949983917,0,0,0,0,0,0,0.106960651378597,0,0,0.678468873247884,0,0,0,0,-0.0149156588609248,0,0,0,0,-0.031754827745321,0,0.0548897114841786,0,0.0581567394817596
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.24285595621643,0,0,0,0,0,0,0,0,0.0409977965944099,0,0,0,0,-0.0109235821280601,0,0,0,0,0,0,0,0.0577053536608856,0,0,0,-0.163609353231219,0,0,0,0,0,0,0,0,0,0,0.0491556341835752,0.0804238488109485,0,0.515965697271294,0,0,0,0,0,0,0,0,0,0,0.115993425504584,0
X601288.CH.EQUITY,0,0,0,0,-0.16740932486592,0,0,0,0.121137612820454,0.00593875559159489,0.409127481299479,0,0,0.218996161434243,-0.0869309120441326,0,0,0,0,0,-0.108379875231194,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0499270014547075
X5.HK.EQUITY,0,0,0,0,0,0.146974795749508,0,0.213112139230726,0,0,0.113427437327693,0,-0.00367884307348203,0.214577850169714,0,0,0,0.0738781075666056,0,0,0,0,0,0,0,0,0.0216345763694516,-0.1685298471905,0,0,0,0,0,0,0,0,0,0.129650503077801,0.0970970161882884,0,0,0,0,0,0,-0.0966327888999352,0,0,0.154727299421644,0,0,0,0
X601988.CH.EQUITY,-0.0477632063271257,0,0,-0.0457380715672567,0.408979916161358,0,0,6.93889390390723e-18,0,0,0,0,0,0.0228361075670405,0,0,0,0.0507583649067581,0,0,-0.161953114300763,0,0,0,0.320574705273574,0,0,0,0,0,0,-0.353035140721696,0,0,0,0,0,0,0,0,0,0,0,0,0.0260901256317135,0.123717350979467,0,0,0,0,-0.02725803934926,0.0157115334809689,0
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225657280740257,0,0,0,0,0,0,0,0,0,0,0,0,0.120040382193352,0,0,0,0,0,0,0,0,0.182740700314516,0.0230808835510126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12186398812816,-0.123249707474412,0,0,0.136544566216464,0,0,0,0,0.116717980564208
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,0,-0.0891708610254628,0
X601328.CH.EQUITY,0,0,0.0301134212685651,0,-0.106717100574641,0,0.575672823181397,0,0,0,0,0,0,0,0,0.0149830675265089,0,0.181592051866765,0,0,0.152481210675888,0,0,0,0,0,0.242994793519608,0,0,0,0,0,0,0,0,0,0,-0.163939569679396,0,0,0,0,0,0.147424258183567,0,-0.0321055356927313,-0.230194013457855,0,0,0,-0.0767286278112081,-0.146707054398647,0
X601166.CH.EQUITY,0.115436335683174,0,0,0.236239334772271,0,0,0,0,0.00398382119656752,0,0,0.34799025356524,0,0,0,0,0,0,0.0759407812292996,0.0301476685111258,0,0,0,0,0,0,0,0,0,0,0,0.0101824857971322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.129324097094622,0.746060331850649,0,0,0,0,0,0,0,0,0.16117648014012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167324915178803,0,-0.156405629517013,0,0,0,0,0,0,0,-0.0103128177893913,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0305173398048333,0,0,0,-0.0224736746711863,0,0,0,0,-0.1556594632649,0,0,0,0.0639648544783169,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.112890517201695,0,0,0,0,0,0,0.5278817799211,0,0,0,0,0,0,-0.00306741352701194,0,0.0499951807395526,-0.102209360120881
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244678921029122,0.0951036541671269,0,0,0,0,0,0,0,0,0.191409545185348,0,0,0,0,0,0,0.232922415369778,0.315327528701921,0,0,0,0,0,0,0,0,0,0.182155232614043,0.13264109133628,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.100936854771811,0,0,0.0763355513651845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25101245543813,0,0,0,0,0,0,0.489860029646557,0.0475274327123996,0,0,0,0,0,0.0102969570874603,-0.0827334855736462,0,0,0.241829741568823,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.163677857915512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31817812351816,0,0,0,0,0,0,0,0.484572226112381,0,0,0,0,0,0,0,0,0,0.00702174135691335,-0.311936926293773,0,0,-0.149988428734565,0
