,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.231084161941437,0,0.0271259196916645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155752846394173,0,0,0,0,0,0,0,0.0595526384004245,0,0,3.46944695195361e-18,0,0.287340689562588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1426473134562,0,-0.170608237169748,0,0,0,-0.0693049319522036,-0.132303142985135,0
X601939.CH.EQUITY,0.131642961984932,0,0,0.207072458544862,0,0,0,0,0,0,0,0.0222124455565606,0,0.32691420099989,-0.0194058072365971,0,0,-0.0594421608082394,0,0,0,0,-0.0695181018978495,0,0,0.0712100555667886,0,0,-0.0858227428191116,0,0,0,0,0,0,0,0,0,0,0,0,0.0786186155455237,0,0,0,0,0.154029458786567,0,0.15151411101549,0,-0.0318125722584704,0,0.152565487224664,-6.93889390390723e-18
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.453530865138464,0,0,0.0332456963449258,0,0,0,0,0,0,0,0.0145765045536545,0.152111923383166,0,0,0,0,0,0,0,0.229192530151838,0,0,0,0,0,0,4.33680868994202e-19,0,8.67361737988404e-19,0,0,0,0,0.147449901265263,0,0,0,0,0,0,-0.0847664999988761,0,-3.46944695195361e-18,0,0,-0.0987601746720811,0,0,-0.00548354741705194,0,0,0
X601988.CH.EQUITY,0,0,0,0.432229925811627,0,0,0,0,0,0.211519101087704,0,0,0,0,0.0511198429104493,0.294412956675313,0,0,0.16471044982935,0,0,0,0,0,-0.0227032438913014,0,0,0,0,0,0,0,0,0,0,0,0,-0.472646137780746,0,0,0,0,0.201578184942315,0,0,0,0,0,0,0,0,0,0.391108904076999,0
X600036.CH.EQUITY,0,0.161410638610326,0,0,0,0,0,0.122121414398998,0,0,0,0,0.210837459250201,0,0,0,0,0,0,0,0,0,0.10653135704584,0,0,0,0,0,0,0,0,0.30889830080904,0.0477126475028486,-0.0369815655972707,0,0,0,0,0,0,0.0592843391622486,0,0,0,0,0,0,0,0,0,0.0205205834894365,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0,0.0192434510431593,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0,0
X601658.CH.Equity,0,0.0984881814095842,0,0.165582044166597,0,0,0,0,0,0,-0.0535759450892199,0,0,0,0,0,0,0,0.0216307029034139,0.326013632282842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958090022489504,0.193508262166986,0,0,0,-0.0324933565538343,0,0,0,8.67361737988404e-19,0.0281829255741099,0,0,0,0,0,0
