,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.186798040124628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356981971445231,0,0,0.14211547576002,0,0,0,-0.0306452617007478,0.38101396655404,0,0,0,0,0,0,0,0,0,0,0.134857471510839,-0.127543996503868,0,0.0278619342926778,0,0,-0.0758280679680987,-0.141173948230562,0
X601939.CH.EQUITY,0.183647415788006,0,0,0.32861672173803,0,0,0,0,0,0,0,0.0241045018886612,0,0.232087709349801,0,0,0,-0.120677379742418,0,0,0,0.0597561074387695,0,0,0,0.22918233246789,0,0,0,0,-0.0960263922351957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0055198241790097,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632057632048489,0,0,0.160281024140935,0,0,0,0,0,0.013531066744279,0,0,0.0166079489490978,0,0,0,0,0,0,0,0.122980896241114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113307770440133,0,0,0,0,0,-0.0428101723682584,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.390814577426786,0,0,0,0,0,0.248139689849603,0,0,0,0,0,0.319998846604925,0,0,0,0,0.158163408693663,0,0,0,0,0,0,0.0514499103610153,0,0,0,0,0,0,0,0,0,0,-0.486393113721861,0,0,0,0,0.173560587896675,0,0,0,0,0,0,0,0,0.274489160544368,0
X600036.CH.EQUITY,0,0.205880916211541,0,0,0,0,-3.46944695195361e-18,0,0.154226109148841,0,0,0,0.137562069645767,0,0,0,0,0,0,0,0,0,0.085516227468987,0,0,0,0,0,0,0,0,-0.0124496524696979,0.00383613287586128,0,0.306063610076433,0,0,0,0,0,0.0582765177590056,0,0,0,0,0,0.0189395573226526,0,0.0658937665158609,-0.0209618031491377,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.382755462596577,0,0,0,0,-0.0771970076111053,0,0,0,0,0,0,0,0,0,0,0,0,0.216600948825848,0.0485656163854906,0,0,0,0,0,0,0,0.0195695978605852,0,0,0,0,0,0,0,0,0.0167846133667553,0,0,0,0,0,0,0,0,0.189971752624769,0,0.0920437282048392,0
X601658.CH.Equity,0,0.0718895903750095,0,0.100882690992121,0.039603394917597,0,0,0,0,0,-0.0322243965507731,0,0,0,0,0,0,0,0,0.267328025409495,0.188587514611326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289456156132262,0,0.095939236375786,0,-0.134107333226984,0,0,-0.0791362200709419,0,0,0,0,0,0,0,0,0,0
