,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.401145290271369,0.0140542298832518,0.0204898544462878,0,0,0,0,0,0,0.21893788702022,0,0,0,0,0,0,0,0,0.132791605953147,0,0,0,0,0,0.0415402182623323,0,0,0,0.00445685438016202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468131299757432,0,0,0,0,0,0,-6.93889390390723e-18,-0.129754773490878,0,0
X601939.CH.EQUITY,0.458108439147055,0,0,0.151438022114361,0,0,0,0,0,0,0.112370996640044,0,0,0.02972716832046,-0.110085927434199,0,0,0,0,0,0,0,0,0,0,0.18983613393084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768452552417854,0.0897079107512748,-0.00582693745215878,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295761857171917,0.0947955874235501,0,0,0.17532812914116,0,0,0,0,0,0,0,0,0.189298756575422,0,0,0,0,0,0,0,0.0473516728216276,0,0,0,0,0,0,0,0,0,0,0,0.12317363176518,0,0,0,0,0,0,0,0,0.000569065596500754,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.403084151363703,0,0,0,0,0,0.236502375832297,0,0,0,0,0,0.219646783018422,0,0.135299148068592,0,0,0,0,0,0,0,0,0,0.0633377005625617,0,0,0,0,0,0,0,0,-0.510278143242219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250581332005333,-0.0771124243286578
X600036.CH.EQUITY,0,0.0582390537231567,0,0,0,0,0,0,0,0,0,0.192315953730004,0,0,0,0,0,0,0,0.281964256708823,0,0.00990662958276634,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.27831944464859,0,0,0,0,0,0,0,0,0.0691579239747145,0.0482299154070607,0,0.0176067679196674,0,0,0,0.100112094403652,0,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992408539340571,0,0,0,0,-8.67361737988404e-19,0,0.370084008950845,0.0329624556441103,0,0.104336235887795,0.0077378722967037,0,0,0,0,0,0,0,0,0,0,0.150815695789754,0,0,0,0,0,0.100393829512521,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.174461306568692,0,0.0644226757315271,0
X601658.CH.Equity,0,0,0,0,0.301784963406486,0,0,0,0,0,0,0,0,0.238275917666174,0,0,0,0,0,0,0.226730124600525,0,0,0,0,0,0,0,0.0711514143208199,0,0,0,0,0,0,0,0.00586402913366703,0.112656288809713,0,0,0,0,0,0,0,0,0,0,0,0.230690835173819,0,0,0,0
