,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.210194845174022,0,0.201882747208519,0,0,-0.0691359641161266,0,0,0,0,0,0,0,0,0.113852985999455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636176936962465,0,0,0,0.0403157314286948,0,0,0,0,0,0,0,0,0.277551901474813,0,0,-0.0682514187170346,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0640083265636681,0,0.149675263595528,0.0369485140964235,0,0.0251605794955309,0,0,0.206204584405769,0,0,0,0,0,0.302890548453507,0,0,0,-0.0336877614893093,0,0,0,0,0,0,0.0377679679522936,0,0,0,0.17434241531419,0,0.052736908582182,0,0,0,0,0,0.0257022630301626,0,0,0,0,0,0,0,0,0,0.142608837923333,0
X601939.CH.EQUITY,0,0,0,0,0.139617308488001,0,0.349688597065078,0,0,0,1.0842021724855e-19,0,-0.164520368198025,0,0,0,0,0,0,0,0.0136507789953831,0,0.591004397620225,0,0,0,0,-0.0171454438476847,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252767641929318,0,0,0,0,0,0,0,0,0,0,-0.122098972406031,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0915573258139144,0,0,0,0,0,0,0,0,0,0,0.220785504097589,0,0,0,0,0,0,0,0.0855709326960855,0,0,-0.197069838557664,0.134998858578944,0,0,0,0,0.382629677992005,0.230828776966133,0,0,0,0,0,0,0,0,0,0,0.0708739676211683,0,0,0,0,0,0,0.0164806993791813,-0.118352206886097
X601288.CH.EQUITY,0.0836655259187184,0,0,0,0,0,0,-0.0116217624718499,0,0.0110795619801977,0,0,0,0.0416351956761507,0,0.453481287236786,0,0,0,0,0,0,0.321424142278213,0,0,0,0,0,0,0.000664258339143912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261138689225683,0,0,-0.0157059662586343,0,0,0,-0.060466509014062,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.297657963953264,0,0,0.247293601897493,0.202434081328285,0,0,0,0,0,0,0,0,0,0.0377345705690543,0,0,0,0,0.166318666526953,0,0,-0.0210551221537287,0,0.081383150202336,0,0,0,0,0.104343558760919,0,0,-0.00707341175150332,0,0,0,0,0,0,0,0,0,-0.115006045707479,0,0,0,0,0,0,0,0.0837718743934008,0,0.0603175069644164
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.359604496263981,0,0,0,0,0,0,0,0.0314460044803177,0,-0.0355613830033672,-8.34771112938233e-05,0,0,0.0667625569006473,0,0,0.226808288829834,0,0.0233534880299325,0,0,0,0,0,0,0,0,0,0,0.0911743231510304,0,0.0809366741068539,0,6.93889390390723e-18,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.125129670538088,-0.156374727828629
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623398271089226,0,0,0,0,0,0,-0.153065402256146,0,0,0.0273971510582208,0,0.0161825244397992,0,0,0,0,0.124447564639937,0.448646749344097,0,0,0,0.134092992209504,0,0,0,0,0,0,0,-0.175575995663838,0,0.257703171243102,0,0.232538391023282,0,0,0,0,0.174213620654068,0,0,0,0,0
X388.HK.EQUITY,0,0.0622395137394564,0,0,0,0,0,0,0,0,0,0,0,0.0476245542437563,0,0.148690374673585,0,0,0,0,0,0,0,0.00904957483095396,0,0,0,-6.93889390390723e-18,0,0,0,0.380547948953262,0,0.0991299435412174,0,0,0.0941752813483001,0,0.156615393348259,0,0,0.0139954473335425,-0.213552052950827,0,0,0.341101535006276,0,0,0,0,0.0549972572525057,0,0,0
