,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.140089353357508,0,0,0,0,0,0,-0.00192021679329351,0,0,0,0,0,0,0,0,0,0,-0.0198552241790288,0.018853628861337,0,0.348002119510551,-0.180925883360821,0.425720401805777,0,0,0.24837671176739,-0.0915593143129018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220852634427235,0
X601318.CH.EQUITY,0,0,0,0.00469831827418654,0,0.299207847404588,0,0,0,-0.0684156578472699,0,0,0,0.101919431465307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341412959896076,0.0612501893422928,0,0,0,0,0.272711857510713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664386448284288,0
X601939.CH.EQUITY,0,0.0477508250417783,0,0.795752374445203,0,0,0,0,0,0.0469471207051282,0.0302988499231318,0,-0.0276072278954063,0.02078917327734,0,0,0,0.0833868052212605,0,0,0,0,0.00108355518368575,0,0,0,0.0218901250372451,0,0,0,0.0221526914454163,0,0,0,0,0,0,0.0799651483436744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.974277814775423,0,-0.0182707771161236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678155411047495,0,0,0,0,0,0,0,0,0.0189119680056445,0,0,0,-0.0411145345537888,0.0122394240118903,-0.0598089126705096,0,0,0,0,0,0,0,0,-0.0964423342596687,-0.0372451928551636,0,0
X601628.CH.EQUITY,0.00494816878861805,0,0,-3.46944695195361e-18,0,0,0,0,0,0.295890969607999,0,0.127948254149438,0,0,0,0,0,0,0,0.42792526557537,0,0,0,0,-2.77555756156289e-17,0,-0.0388194852431869,0,0,0,0,0,0,0,0,0,0,0.0828154226273091,0,0,0,0,0,0,0,0.0399427548624002,0,0.244263631131434,0,0,0,0.0128576201066741,0.0224572868007828,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686208737753126,-0.0230850030009517,0,0,0,-0.0291647981728854,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0547511892453767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102274268172129,0,0,1.73472347597681e-18,0.00135827785598992,-0.117028184437039,0,0,0.996639635130249,0,0,0.0209383687448544,0
X1299.HK.EQUITY,0,0,0,0,0.103875981976748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297224306360154,0,0,0,0,0,0,0,0,0,0,0.128773410665838,0.306676795217664,0,0,0,0,0,0,0,0,0.0343955762681817,0.0572454169928742,0,0,0,0.0510602305543692,0,0,0,0,0.105850589608866,-0.0307584356446205
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659715708031296,0,0,0,0,0.250137879623462,0.453857645559978,0,0,0,0,0,0,0,-0.012852638077529,0,-0.17170966805997,0.113678751335651,0,0,0,0,0,0.012301112178719,0,0,-0.167865138020263,0,0,0.211041710366186,0,-0.0354195120724429,0.0440844761265816
X388.HK.EQUITY,0,0,0,0,0.162765657879114,0,0,0.176487134465388,0,0,0,0,0.0723942465148636,0,0,0,0,0,0,0,0,0.285820730425848,0,0,0.111074645017719,0,0,-0.0302476217665485,0,0,0,0,0,0.0766928962458989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.221159533083487,0,-0.022960347434785,0,0.298142016277948,0
