,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0178360557451625,0,0.00611196482219665,0,-8.67361737988404e-19,0,0,0,0,0,0.4664891560783,0,0,0,-0.0967719615453502,0,0,0,0,0,0,0,0,0,0,0,0,0.0504021343384825,0,0,0,0,0,0.0621787124717968,0,0,0.0893507991233691,0,0,0,0,0.20953263684723,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111997884771547,0,0,0.290643665270181,0,0.225595821073257,0,-0.0426585830053381,0,0,0.046075990198026,0,0,0,0.113573719506425,0,0,0,0,0,0,0,0.0803534550464244,0,0,-0.00606585856614341,0,0,0,0,0,0,0,0,0,0,0,-0.116477913815302,0,0.384079236360957,0,-0.0510777985634328,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.265221087531925,0,0.227935009417149,0,0.129892657090274,0.283194189380138,0,0,0,-0.16382091454698,0,0,0,0,0,0,0,0,0,0.0857176501089649,0,0,0,-0.177065805362749,0,0,-0.0205604679893411,0,0,0,0,0,0,0,0,0,0,0,0,0.154037665248641,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157956416693085
X5.HK.EQUITY,0,0,0.0379743608897349,0.207097983019418,0,0.145181155045633,0,-0.35951171174247,0,0,0,0,0.0653294634206423,0,0,0,3.46944695195361e-18,0,0,0,0,0.388110153496876,0,0,0,0.453101276594889,0,0,0,0,0,0,0.0710305160432642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186293614491097,-0.0894900069359151,0,0,0,0,0
X601988.CH.EQUITY,0.223600941690483,0.084956033185475,0.327269456984979,0,0,0,0,0,0.116285699823604,0,0,0.145504205245935,0,-0.225183967088816,0,0,0,-0.110878072236631,0,0,0,0,0,0.143285664135865,0.0805626197588925,0,0,0.133241376244906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323358354827009,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718781381695947,0,0,-0.0225463529982915,0,0.0286331733300576,0,0,0,0.312752088704068,0,0.126979467732913,0,0,0,0,0,0.151994527983329,0,0,0,0,0,0,0,0,0,0.0419379453113083,0,0,0,0,0.101670235129919,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.08846494413074,0.343831952674672,0,0,0.240410772515963,0,0,0,0,0.0764731803502305,0,-0.167466149475912,0,0,0,0.0415993604671405,0,0.0615305158222182,0,0,0,-0.136054811711851,0,0,0,0,0,0.118964357692414,0,0,-0.0796150909347483,-1.38777878078145e-17,0,0,0,0,0,-0.110310793439946,0,0,0,0,0.0644476052259656,0,0,0,0,0.126064669081926,0,0,0,0.0163776131178343,0.0815735299193885,0.121192133167252
X601658.CH.Equity,0,0,0,0,0,0,-0.27172710186792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571816081580869,0,0,0.254202704606615,0,0,0,0,0,0,0.0823713999268753,-0.346441611317641,0.237582038631665,0,0,0,0,0,0,0,0,0,0,-0.0286025742090121,0,-0.180121638638316,0,0,0,-0.512368061431463
X601166.CH.EQUITY,0,0,0.116155785399102,0,0,0,0.380036724642494,0,0,0,0,0,0,0,0.0418291844443508,1.0842021724855e-19,0,0,0,0.0969666466310375,-0.00247360134640059,0,0,0.0813169351727509,0,0,0,0,0.222920655823415,0,0,0,0,0,0,0,0,0,0,0,0,0.15938709223935,0,0,0,0.0323929708282517,0,0,0,0,0,0,0.0706986855114855,0
X601328.CH.EQUITY,0,0,0,0,0,0.0366866660108462,0,0,0,0,0,0,0.571202621779582,0,0,0,0,0,0,0,0,0,0.216846249719625,0,0,0,0,0,0.0200873617233798,0,0,0,0,0.0260717996937746,0,0,0,0,0,0.114037091496425,0,0,0,0,0.0108683333189023,0,0,0,0,0,0,0,0,0.00865123122881084
X600000.CH.EQUITY,0,0.047370632573158,0,0,0,0,0.291153758171221,-0.0425084112011056,0.0230584963141627,0,0,0.303512852090806,0,0,0.126165103678604,0,0,0,0,0,0,0,0,-0.115609384939037,0,0,0,0,0.00068696372631244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134786281500334,0.070196381147927,0.0587587421039913,0,0,0,0,0,0,0.0323162451317662
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475384332020099,0,0.00288525065401421,0.0759077336751297,0,0,0,0,0,0,0,0,0,0.511634354584796,0,0,0,0,0.125448139932204,0,0,0,0,0.00869557930699441,0.0977126400860963,0.0744371410212847,0,0,0,0,0,0,0,0,0,0.0454838766033034,-0.144113602036598
X000001.CH.EQUITY,0,0.0461173857714361,0.0480881826605185,0,0,0,0.172758849074611,0,0,0,0.172477195855827,0,0,0,0,0,0,0,0,0.131832022602589,0,0.00339321915272749,0,0.0686792002691008,0,0,0.155155568361437,0,0,0,0,0,0,-0.141704460950343,0,0,0,-0.187590408421316,0,0,0,0,0,0,0,0,0.21855928143838,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.292076259019175,-0.012144550212606,0.270594043790769,0,0,0,0,0,0,0.0169747168146054,0,0,0,0,0,0.231309681416872,0,0,0.00393278363896902,0.174523122007102,0,0.251745919373056,0,0,0,0,0,0,0,0,0,0.0919088878929889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.226823754302339,0,0,0,0,0,-0.0359755126624736,0,0,0,0,0,0,0,0.0947281048462936,0,0,0,0,0,0,0,0.297914859814044,0.0341861585422524,0,0,0,0,0.233684380073131,0,0.336364157166747,-0.021764204537179,0,0,0,0,0,0,0.03314709393176,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0.108875563501556
X688.HK.EQUITY,0,0,0,0.0716946092399037,0,-0.106231891118492,0,0,0.0922753112968021,0,0,0,0,0.29473221176157,0,0,0.371217257582504,0,0,0.162866755661121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338593800359692,0,0,0,0.395762214495181,0,0,0,0,0,0,0,0,0,0,0,0.058677394937761
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588744579993033,0,0,-0.191220761250955,0,0,0,0,0,0,0,0,0,0.0332716225697027,0,0,0,0,0,0,0,-0.146029659905351,0.229261617866224,0,0,0,0,0.315908182861588,0,-0.0374754810599174,0,0.146208109046964,0,0,0,0,0.147115301270873,0,0,0.0327067877457401,0
X388.HK.EQUITY,0,0,0.126388445035088,0.170393295692183,0,0,0,0.277903369410561,0,0,0,0,0,0,0,0.031466338850087,0,0.0422627881941509,0,0,0,0,0,0,0,0,0,0.219718867778657,0,0,0,0,0,0,0,0.0336154657818651,0,0,0,0,0,0,0,0,0,0,0,0.0582170190197267,0,0,0,0,0,-0.0152224034034903
X600030.CH.EQUITY,0,0,0,0,0,0,0.0743025192627258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00480422656862035,0.0328823073649654,0.0337879939900923,0,0,0,0.115010476010851,0,0,0,0,0,0,0,0,0,0.220999337494886,0,0.0988772800402161,0.206721545554061,0,0,-0.0892913932669432,0
