,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.228908979571709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051082325682684,0.0440174574087087,0,0,0,0,0,0,0,0,0,0.322878839952574,0,0,0,0,0,0,0.0596483387260202,0.158610972689897,0,0.123412156339549,0,0,0,0,4.33680868994202e-19,0,0,0,0.00063207451213302,-0.0870571132079187
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.285608792858804,0,-0.0120439309319499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07710316025786,0.0482801832004598,0.254421596031332,0,0.0484331743921337,0,8.67361737988404e-19,0,0,0,0.177034093845922,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.287711126767395,0,0.0259882418055859,0.146155812577029,0,0.109277769153394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652634048788928,0,0,0,0.0183332505771143,0.0115454140654769,0,0,0,0,0,0,0,0,0.129896313059576,0,0,0,0,0
X600015.CH.EQUITY,6.93889390390723e-18,0.121970326995114,0,0,0,0,0.254156086036332,0.0300123081709514,0,0,0,0,0.158001976467164,0.433366302544405,0,0,0,0,0,-0.111254493396153,0,0,-0.132268891508068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00470664462147941,0,0,0,0,0,0.192422755822115,0,0,0,0,0,0,-0.114443744951363
X600016.CH.EQUITY,0,0,0,0,0,0,0.0723642626433773,0.0758929544172673,0.125849531197147,0.115409765447544,0.327389543914519,0.0488428584053064,0,0,0.0464471539444747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387451187945439,0,0,0,0.179740253657323,0,0,0,0,0,0
X600036.CH.EQUITY,0.102380283134668,0.335243259928712,0,0,0,0,0.203859509537037,0,0.0267259700691401,0,0,0,0,0.0319395391612137,0,0,0,0.0744628393190956,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293232597381908,0,0,0,0.212045134695219,0.01032737527178,0,0.147309700386679,0,-0.00931236421352528,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.00305547968526889,0,0,0.12699158596454,0.00374098370459026,0.359661132968935,0,0,0.0477020565581355,0.0361282481930091,0.0274230372947231,0,0.223994680188704,0,0,0,0.0305406557768969,0,0,0,0.0899076001495545,0,0,0,0,0,0,0,0,0,0,0,0,0.0182007839363856,0.0119856306555215,0,0,0,0,0.0157731799204045,0,0.0541055320337443,0,0,0,0,0,0,0,0,0,0.0152027971968519
X601169.CH.EQUITY,0,0.0629549941480858,0,0.475071335777949,0,0,0,0,0,0,0,0,0,0.100501922637863,0,0,0.0916269984266428,0,0,0,0.110427576165718,-0.0272659779389133,0,0,0,0.0625099643072063,0,0,0.0125816313586048,0.220112027223502,0,-0.0166039027144678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0975937052378226
X601229.CH.EQUITY,0,0,0.00452376245172868,0,0,0,0,0,0,0,-0.0609433071090442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289015181014242,0,0,0.27804955885775,3.46944695195361e-18,0,0,0,0,0,0,0.168557098725997,0,0,0,0,0,0,0.145829336327815,0,0,0,-0.0405186324324696
X601288.CH.EQUITY,0,0,0.189432020087843,0,0.0452893196833511,0,0,-6.93889390390723e-18,0,0,0,0.297109314113423,0,0.0952989925556712,0.174377515445146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121981142040897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0
