,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.13761111339245,0,0,0,0,0,0,0,0,0,0,-0.0977211652591713,0.434739653229363,0,0.688277175693757,0,0.0393158103238333,0,-0.127706297049249,0,0,-0.082267573537679,0,0.103752432965456,0,0,0,0,-0.135511186255131,0,-0.339563765209855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0,0.141539742881255,0
X601939.CH.EQUITY,0,0,0,0.803165672415181,0.00227014141051902,0.00150572083211322,0.0154900239862301,0,0,0,0,0,0.0107591128856354,0,0,0,0,0,0.0520825970953332,0,0,0,0,0,0,0,0,0,0,0,0,0.0897094108167996,0.0418576791282492,0,0,0,0,0,0,0,0,0,0,0,0.0320723601108884,0,0,0.0379141695077346,0,0,0,0,0.014504267758318,0
X601288.CH.EQUITY,0,0,0.920383209583026,0,0,0,-0.0678152801462471,0,0,0,0,0,0,0,0,0,0,0.116126215496854,0,0,0,0,0,0,0,-0.0148236146435648,0.0589053304064178,0,0,0,0,0,0,0,0,0,0,-0.10399191530697,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0483869104600803,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152634982409694,0,0,0,0,0,0.966854034809709,0,0,0,0,-0.0103656906547851,0,-0.148562763013859,-0.0439315528238892,0,0,0.277179786104572,0,0,0,0,0,0,0,0,-0.16217540573516,0,0,-0.151215491181174,0,0,0,0,0,0.0576614794384243,0,0.0659264639718956,0,0,0,0,0,0,0,0.0302494923784838,0.223992194710708,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0,0.158529973366047,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.109471941292616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248688122830427,0,0,0.220996568441102,0,0.13865344964389,0,0.332217275399226,0,0,0.019871381150221,0,0,0,0,0,0,0,0,0,0,0,0.357781281065348,0,0,0,0.124411419781115,0.0799816995027757,-0.0585422994348218,0.106716945969017,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0846562902269258,0,0,0,0,0,0,0,0.165769616961676,0,0,0,0,0,0,0.204662985817581,0,0,0.23851728491958,0,0.191078290770507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133314458296505,0,0,-0.0587777392307014,0,0,0,0,0,0.136805106985964,0,-0.0505450883088411,0.219928634437017
X388.HK.EQUITY,0,0,0,0,0,0,0.249941212738513,0,0,0,0,0,0,0,0,0,0,0,-0.2354320862142,0,0,0,0,0,0,0.390716362767377,0,0,0,0.063393446239503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22195031510419,0.0366970549330906,0,0.0837213970694397,0,-0.22098092989221,-0.0713928914463248,0,0.0280398061540392,0
X601658.CH.Equity,0,0,0.0870946170632862,0.130403219339845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312587475524817,0,0.0154841887144174,0,0,0,0,0,0,0,0,0,0,0.0124908432614291,0,0,0,0,0,0,0,0,0,0,0,0.201315141408943,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.159298397037908,0,0,0.0140693227265037,0,0,0,0.0296388339682867,0,0,0.0764799692538998,0,0,0,0,0,0,0,0,0,0,0,0.107897296790188,0,0,0,0,0.661627353191223,0,0,0,0,0,-0.0298934608196745,0,0,0,0.0128859209338985,0.0118466185998912,-0.0210914143198526,0.00472045272645279,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.549455729812159,0,0,0,0,0.00139367711240426,0.0737518967256532,0,0,0,0.0513838994912861,0.0885783215732701,0,0,0.0157727100912759,0,0,0,0.0412447498867919,0.0351386583916453,0,0.0980167059895484,0,0,0,0,0,0.0611778450059764,0.0296407740995927,0,0,0,0,0,0,0,0,0,0,0,-0.0299557730276657,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,6.93889390390723e-18,0.212821665207281,0.0105632336460185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327557216206348,0,0,0,0.00467880672115378,0,0,0,0,0,0,0,0,0,0,0.0259365945489219,0,0,0,0,0,0.248321144925624,0,0,0.0473569262361268,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.20018172293613,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.112256446560105,0,0,0,0.0296359817786355,0,0,-0.0108389468725327,0,0,0.0700822518037302,0,0.0592896737602132,0.0672694095022687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149794960388525,0,0,0,0,0,-0.0408573954472423,0
X600000.CH.EQUITY,0,0,0.209381816623178,0.133384928008034,0,0,0,0,0,-0.0407490122521792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106845165207548,0,0,0,0,0,0.170850617444398,0,-0.055760749345044,0,0,0,0.673518988814197,0,0.246399767598458,0,0,0,0,0,0,0,0,0,0.198467380948186,0,0,0.0176041047164622,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.314177149752084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186554366204581,0,0,0,0,0,0.0259077310829936,0,0,0,-0.0299902034158731,0.3149629848301,0,0.0684346202232746,0.0774571152798583,0,0,0.0330080457469516,0,0,0,0.0649223992734302,0,0,0,0.0143814186396789,0
