,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.112172604442939,0,0.0427168860431621,0,0,0,-0.0853207207542748,0,0,0,0.504087947482904,0,0,0,-0.0611851547489333,0,0,0,0,0,0,0,0,0,0,0,0,0.0404750764403594,0,0,0,0,0,0,0,0.083663601622344,0,0,0,0,0,0.219016916809223,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0,0,0
X601939.CH.EQUITY,0.328696959929894,0,0,0.292478911666233,0,0.0892455727995505,0,-0.0475362120552406,0,0,0,0,0,0,0.136764475230777,0.0323137740454052,0,0,0,0,0,0,0,0.0719149522974159,0,0,0,0,0,0,0,-0.0111882118026854,0,0,0,0,-0.108554509816278,0,0,0.333888561074678,0,0,0,0,0,0,-0.0403604346673378,0,0,0.0117955077371288,0,0,0,0
X601288.CH.EQUITY,0.475146072559023,0,0.0906625995751128,0,0,0.183018605269866,0,0,0.0303585678560267,0,0,0,0,0,0,0,0.0352908344921742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17755852825456,0,0,0,0,0,0,0,0,0.144368935856712,0,0,0,0,0.0522768418531739
X5.HK.EQUITY,0,0,0.0608741382590323,0.233640745674885,0,0.127527053891533,0,-0.398752534154449,0,0,0,0,0.107389791336879,0,0,0,3.46944695195361e-18,0,0,0,0.413052035939668,0,0,0,0,0.490699320209563,0,0,0,0,0,0,0,0.100025729736253,0,0,0,0,0,0,0,0,0,0,-0.189732356060835,0,0.119106103098814,0,-0.00516868181783074,-0.000618475313995784,0,0,0,-0.00670887395241803
X601988.CH.EQUITY,0.230259617163503,0,0.220371795574492,0,0,0,0,0,0.100749328810194,0,0.0814277101309034,0.0860994292088864,0,-0.294432686124055,0,0,0,0,0,0,0,0,0.0377081837361088,0.237397393864155,0,0,0,0.117214169137008,0,0,-0.0367587965785782,0,0,0,0,0,0.00891439872694633,0,0,0,0,0,0,0.0934372207216721,0,0,0,0,0,0,0,0,0.0462932787756231,0
X600036.CH.EQUITY,0,0,0,0,0.1086042491427,-0.051268037124884,0,0.255985642896149,0,-0.0451053692043815,0.0108227318044954,0,0.346774560795645,0,0.244805842349192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767314579402751,0,0,0.0831208636214976,0,0,0,0.123687768522497,0,0.0386128316398008,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.111580115002323,0.340726408503819,0,0,0.251789997143848,0,0,0,0,0.0630115818093178,0,0,0,0,0,0,0,0.0834223162585774,0.0806435883366112,0,-0.117509008286357,0,0,0,0,0,0,0.0615719229504804,0,0,-0.123128021298044,0,0,0,0,0,-0.0754669488689715,0,0,0,0,0,0.00482469214009801,0,-0.0572691695912315,0,0,0,0,0,0,0,0.0934766566679893,0.148426633890769
X601658.CH.Equity,0,0,0,-0.00347009669913051,0,0,-0.280065869873088,0,0,0,0,0,0,0,0,-0.0924186551662774,0,0,0,0,0,0,0,0.507072756745383,0,0,0,0.225818191595232,0,0,0.212026427843693,0,0,0,0.0344561135000575,-0.440353229042883,0,0.281443241210711,0,0,0,-0.0632296344039665,0,0,0,0,0,0,0,0,0,0,0,-0.507972719179748
X601166.CH.EQUITY,0,0,0.0265827394930675,0,0,0,0.447801021795628,0,0,0,0,0,0,0,8.67361737988404e-19,0.247133833805411,0,0,0,0,0,0,0,0,0,0,0,0,0.0484461887782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177314764145737,0.00864050225752325,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.000822827708602998,0,0,0,0,0,0,0.570918586193137,0,0,0,0,0,0,0,0,0.16438503863467,0,0,0,0,0,0,0,0,0,0,0.0454329649630005,0,0,0,0,0,0,0.140154296761037,0,0,0,0.0765076949167059,0,0,0,0,0,-0.0371583560911306,0.0158975588877156,0,0,0.026538187467264
X600000.CH.EQUITY,0,0,0,0,0,0,0.15913421012669,0,0,0,0,0.435998867132943,0,0,0.0120923154680647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806774094659639,0,0,-0.0395589476840584,0,0,0,0.0434997588850792,0,0,0,0,0,0,0,0,0,0,0,0.0470204582595031,0,0.169054443248253,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302840233435795,0,-0.10966402322751,0,-0.0317788509018075,0,0.133720150055909,0,0,0,0,-0.0693201347809431,0.275610271883675,0,0,0,0,0.165081469632755,0,0,0,0,0.121785939740445,0,0,0.0603541898434637,0,0,0,0,0,-6.93889390390723e-18,-0.0122100428152448,0,0.0260639465618593,-0.0397353256048485
X000001.CH.EQUITY,0,0.0472862716478181,0.0843807540415945,0,0,0,0.0734810389419772,0,0,0,0.16485374733673,0,0,0,0,0.0751331297110099,0,0,0.0020239922377413,0,0.136842915222309,0,0,0,0,0,0.165064926736363,0,0,0,0,0,-0.185001882841456,0,0.0863413795151829,0,-0.16137479941922,0,0.0453783846121951,0,0,0,0,0,0,0,0,0.276963185819883,0,0,0,0,0,8.67361737988404e-19
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.255046508734976,0,0.270757631479921,0,0,0,0,0,0,0,0,0,0,0,0.373124511730869,0,0,0,0.054429305558007,0.00940719760111864,0,0.190678658662865,0,0,0,0,0,0,0.0584114595624274,8.67361737988404e-19,-0.0471044523800251,0.182748399495945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.218902895731437,0,0,0,0,0,-0.0350293573433661,0,0,0,0,0,0,0,0.0948331439701459,0,0,0,0,0,0,0,0.303642429433861,0.0351577577116208,0,0,0,0,0.239315125546488,0.340167116638797,0,-0.0217626087814082,0,0,0,0,0,0.0335300127431262,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.106677783760856
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.0413038730012324,0,0,0,0,0.0711023997307061,0,0,0.1259464792502,0,0.228457910219246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2055127380254,0,0,0,0.385809465534294,0,0,0,0,0,0,0,0,-0.0608109393228592,0,0,0,0
X388.HK.EQUITY,0,0,0.188877397134491,0.0837790233597683,0,-0.0210496129340189,0,0.26355816359823,0.0137809582498167,0,0,0,0,0.0346769881676478,-0.0284288097986052,0,0,0.0837638027602281,0,0,0,0,0.0510671305740552,0,0,0,0,0.201878816289543,0,-0.0115929874349451,0,0,0.0505558718388102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650416650781646,0,0.0116135895410456,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127560691446467,0.00807563156217409,0,-0.0411082471597409,0,0,0,0,0,0,0,0.0980701075698498,0,0,0,0,0,0,0,0,0.0939579643176085,0,0.281722893747719,0,0,0,0,0,0.210486643103621,-0.15018832897843,0,0,0,0,0,0,0,0,0,0.0641512740456694,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.7703791371521,-0.149525234027075,0,0,0,-0.00568770433274971,0,0,0.0498339739687313,0,0,0.0381014261026483,0,0,0,0,0,0,0,0,0,0,0,0,0.135975092632282,0,0,-0.23242787856671,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0827283261863474,0,0,0,0,-0.0393252820716698,0,0,0,0,0,0.428321233566388,0,0,0,0,0,0,0.0392131169602253,-0.130115021161088,0,0,0,0.0349061879206436,-0.00861676107768066,0,0,0,0,0.166776026695201,0,0,0,0.111481649834233,0,0,0,0,0,0.0150246152541957,0,0
X267.HK.EQUITY,0.129091777008808,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614189823671863,0.0199791551565394,0.152379225306964,0,0,0,0,0.560922097282084,0,0,0,0,0,0,0.168974663792504,0,0.0615147555745569,0,0,0,0,0.0611582383835451,0,0,0,0,0,0,0,0.140568769698125,0,0,0,0,0,0,0,0.134968727598748,0,0.0411886675514406,0
X600016.CH.EQUITY,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.0509658238013903,0,0.313473125047871,0.185260719817616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192869530526245,0,0,0,0,0.0390843316486097,0,0,0,0,0,0,0,0.195321217521623,0,0.0838781963419394,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,-0.0182233982281117,0,0,0.105276710653923,0,0,0,0,0,0,0.00291041346396253,0,0,1.73472347597681e-18,0,0,0,0,0.0891132844991359,0,0,0,0,0,0,0,0,0,0,0,0.0896147910450156,0,0,0,0.427875686315117,0,0,0.0353161943214916,0,0,0,0,0,0,0.174913283361196,0,0,0,0,-0.122831417615205,-0.0207673610289983
