,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.155244085123408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120330253392124,0.0371056373093707,0,0.485272572833718,-0.257778832616515,0.349555538473993,0,0,0,-0.0401139885406385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899111823801942,-0.0331413458399607,0
X601318.CH.EQUITY,0,0,0,0,0,0.331850082383959,0,0,0,-0.0485378805265791,0,-1.38777878078145e-17,0.000725390637503054,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0860584260227343,0.0687268381019569,0,0,0,0,0.206544554123548,0,0,0,0,0,0,0,0,0,0,0,0,0.0779470942696008,0,0,0,0.0587880000842195,0
X601939.CH.EQUITY,0,0.0818965168350693,0,0.802213144341177,0,0,0.00154731327108727,0,0,0.0438368105704544,0,0,-0.0103308499973046,0.0144747851724872,0,0,0,0.0800835322501217,0,0,0,0,0,0,1.73472347597681e-18,0,0.0256967127587976,0,0,0,0,0,0,0,0,0,0,0.0686871511681839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.964710708660198,0,-0.0055471656683239,0,0,0,0,0,0,0,0,0,0,0.0148037042195781,0,0,0,0,0,0,0,0,0,0,0.0602974620581115,0,0,0,0,0,0,0,0,0.0402506691110343,0,0,0,-0.0761747215009471,-0.081822996719509,0,0,0,0,0.00196494549669092,0,0,0,0,-0.0826723380531176,-0.0360576284452458,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.287395868573947,0,0.132098526370661,0,0,0,0,0,0,0,0,0,0,0.00418959243780651,0,0,0,-0.0411134745592428,0,0,0,0,0,0.0381645726379971,0,0,0,0,0.537575376785203,0,0,0,0,0,0,0,0.0943883225521808,0,0.208323903352298,0,0,0,0.0475629351512134,0.106516043635471,0
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0791660625621356,-0.0286995101262053,0,0,0,-0.038192113206879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462896086916413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.000840981814839818,-0.120318334795445,0,0.991418962025675,0,0,0,0.0170385320869409,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298636866880735,0,0,0,0,0,0,0,0,0,0,0,0.151200932956605,0,1.38777878078145e-17,0.170681673711944,0,0.264877628658148,0,0,0,0.0442096617898209,0.0156995345134792,0,0,0,0.0449673698639997,0,0,0,0,0,-0.105697218652621
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383839190414141,0,0,0,0,0,0,0,0.174224102274448,0,0.420825188397502,0,0,0,0,0,0,0,0,-0.189560855053936,0.166626393201687,0,0,0,0,0.0119320226917195,0.0213325563490868,0,0,-0.173655508392341,0,0,0.234070495710315,0,-0.0544088627822809,0.0231013360189712
X388.HK.EQUITY,0,0,0,0,0.230853210633981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128721248971722,0.269527647974513,0,0,0.104768629603322,0,0,0,0,0,0,0,0,0.108604554715038,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.198115524781514,0,0.0203723500650177,0.254051792749203,0
X601658.CH.Equity,0,0,0.202665757239711,0.0480358796456706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135301591002937,0,-0.0138057730145833,0,0,0,0,0,0,0,0,0.206842457615193,0,0,0,0,0,0,0,0,-0.140906035031003,0,0,0,0.53594366165344,0,0,-0.171261043544675,0,0,0,0,0,0,0,0
