,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0193170230248702,0,0.164869013841028,0,0,0.110456549376733,0,0.246171416643678,0,0,0,0,-1.38777878078145e-17,0.189959241234295,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0424144708977268,0,0.137885514134862,0,0,0,0,0,0,0.0288867229809036,0,0,0,0,0,0,0,0,0,0,0.0491156033447773,0,0.00614932190446878,0,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0,0
X601939.CH.EQUITY,0.269218247297156,0,0,0,0,0,0,0,0,0,0,0,0,0.413714883122586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191904531022762,0,0,0.108129864766994,0,0,0.00678526468435888,0,0,0,0,0.00386060388072575,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.35287790841589,0,0,0,0,0.499116889187618,0.00611594372983998,0,0,0,0,0.0100889974979704,0,0,0.0387695352564681,0,1.38777878078145e-17,0,0,0,0,-0.0328519034366888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194776825007484,0,0,0,0,0.0900552123893648,0,0,0.00901567110732016,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0298378171606751,0,0,0,0,0.220377150139849,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.406735596486173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202183863786417,0,0,0,0,0,0,0,0,0,0,0,-0.3043153945614,0.158888023580421,0,0,-0.0743168590289825
X601988.CH.EQUITY,0,0.065933607933661,0,0,0,0,0,0,0.0804505994566437,0,0,0,0,0.011763919420205,0,0,0,0.219527307610017,0.127627486714739,0,0,0,0,0.298496731077419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138611452048101,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138199340835152,0,0,0,0,0,0,0,0.375928059357449,0,0,1.73472347597681e-18,0.178682667420276,0.225348980272423,0,0,0,0,0,0.010763601783306,0,0,0.278204483363868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497788811444187,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217442495461703,-0.181197753752798,0,0,0,0,0,0,0,0,-0.382930872564467,0.732847027189044,0,0,0,0,-0.395701416726804,0.434635685653581,0,0,0,0,0,-0.268328786824192
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719093103508601,0,0,0,0,0,0,0,0,0,0.138345081556425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631475622405852,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.324950470709916,0,0,0,0,0,0,0,0,0,0,0,0.0273478211630859,0,0,0,0,0,0,0.111967705181575,0,0,0,0.441288966869682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113963719466655,0,-0.0991243281989903,0.03606301250656,0,0.0405764645005211,-0.000416376693093484,0,0.0478895209664343,0.130243777064651
X000002.CH.EQUITY,0,0,0,0.126571417083617,-1.73472347597681e-18,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323554931538827,0,0,0,0.568435274325984,0,0,0,0,0.0174931027918716,0,0,0.0968225279689714,0,0,0,-0.0668845413398309,0,0,0,0,0,0,0,0.0353447028194605,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347097325582245,0.00797020127757644,0,0,0,0,0.171283093677353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300932053734231,0,0,0,0,0.0967343880734293,0.0755112270458402,0,0.17899273338837,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0416805466679677,0,0,0,0.0921518008088515,0.0281426199505667,0,0,0,0,0,0,0.122361619044618,0,0,0,0,0,0.0557644366026225,0.355902521020645,0,0,0,0.0210013771771851,0,3.46944695195361e-18,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0950425149554957,0,0,0,0,0,0,0.0462116059722933,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0867817189356386,0,0,0,0,0,-0.121326396359723,0,0,0,0,0,0,0,0,0.0906331277477575,0,0,0,0.129169489609957,0,0,0,0,0,0,0,0.00791099428951804,0.00595372765393236,0,0.274718070588597,0,0,0,0.0364928680897489,0,0,0,0,0,0.176049353244361,0,0,0,0,0.165068963085927,0,0,0,0,0
X000001.CH.EQUITY,0,0.0327433053853595,0.00901398007125746,0,0,0.0214230092585226,0.0643286508197229,0,0,0,0,0.244720825845303,0,0,0.0979426437135654,0,0,0,0,0,0.102437134263795,0,0,0,0.194708071998387,0,0,0,0,0,0,0,0,0,0,0.190122664779476,0,0,0,0,0,0,0.0175767300831027,0,1.38777878078145e-17,0,0,1.73472347597681e-18,0.0820897370699899,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.145528727565981,0.241113617406156,0,0,0.328778982205777,0,0,0.0729755272480173,0,0,0,0,0,0,0,0,0,0,0,0.0263654372681779,0,0,0,0,0,0,0,0,0,0,0,0.232746975824295,0.0173364732527453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.126448751082976,0,0,0,0,0,0,0.0253547883284522,0.0417708490006094,0,0,0,0,0,0,0.583538087069816,0,0,0,0,0.0598458117723516,0,0,0,0,0,-6.93889390390723e-18,0,-0.126847443871416,0,0.0307094535986234,0,0,0,0,0,0.160615476519681,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.0362719566783445,0,0,0,0,0.171779231898112,0,0.0491552301556927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674319567526854,0,0,0.0434884216233655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0900204237987198,0,0,0,0.210562904732469,0,0,0,0,0,0,0,0,0,0,0.19570541560911,0,0,0,0,0.0603120336975645,0,0,0,0,0,0,0,0.380783645290177,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117616570500916,0,0,0,0,0,0,0,0,0.152924056457204,0,0.523393720937946,0,0.0466693749607578,0,0,0,0,0,-1.38777878078145e-17,0.0216672115115807,6.93889390390723e-18,0.141467416244899,0,0,0,0,0,0,0,0
