,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.401151005777091,0.0140534921609197,0.020497238111808,0,0,0,0,0,0,0.218937783835737,0,0,0,0,0,0,0,0,0.132791952232959,0,0,0,0,0,0.0415298330330143,0,0,0,0.00446037056838772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468065047083088,0,0,0,0,0,1.73472347597681e-18,-6.93889390390723e-18,-0.129756160746224,0,0
X601939.CH.EQUITY,0.458112726376658,0,0,0.151444381284691,0,0,0,0,0,0,0.112368149346069,0,0,0.0297253385034456,-0.110089102519836,0,0,0,0,0,0,0,0,0,0,0.189835993692108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768410200068532,0.0897065534281673,-0.00582474314111479,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295777060350078,0.094785277808112,0,0,0.175333350647159,0,0,0,0,0,2.16840434497101e-19,0,0,0.189298416275419,0,0,0,0,0,0,0,0.0473475173243597,0,0,0,0,0,0,0,0,0,0,0,0.12316157071981,0,0,0,0,0,0,0,0,0.000563838900063357,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.403144231560175,0,0,0,0,0,0.236497948727323,0,0,0,0,0,0.219631696426156,0,0.135311108475407,0,0,0,0,0,0,0,0,0,0.0633352787416686,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.510310251702986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250454192806757,-0.0772615228835771
X600036.CH.EQUITY,0,0.0656332864721448,0,0,0,0,0,0,0,0,0,0.165116653858097,0,0,0,0,0,0,0,0.245388482345601,0,0.0119705304935737,0,0,0,0,0,0,0,0,0,0.32293976453178,0,0,0,0,0,0,0,0,0.0833651270000862,0.0375203624864298,0,0.0963756676021051,0,0,0,0.0470345613043407,0,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992408539340571,0,0,0,0,-8.67361737988404e-19,0,0.370084008950845,0.0329624556441103,0,0.104336235887795,0.0077378722967037,0,0,0,0,0,0,0,0,0,0,0.150815695789754,0,0,0,0,0,0.100393829512521,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.174461306568692,0,0.0644226757315271,0
X601658.CH.Equity,0,0,0,-1.38777878078145e-17,0.301778514401419,0,0,0,0,0,0,0,0,0.238289115540068,0,0,0,0,0,0,0.226746535584767,0,0,0,0,0,0,0,0.0711452939890371,0,0,0,0,0,0,0,0.00586991506432882,0.112647289290948,0,0,0,0,0,0,0,0,0,0,0,0.23067379238426,0,0,0,0
