,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.278807164597852,0.0247961306133264,0.0472263298241007,0,-0.0190435037644685,0.263510416035416,0,0,0.00226471389079464,0.0807768303558874,0,0,0,0,0,0,0,0,0,0,0,-0.0427295636630954,0.183772530405567,0,0,3.46944695195361e-18,0.0536784505243389,0,0,0.0273987818075294,0,0,0,0.0297033597740179,0,0.113598984065936,0,0,0,0,0,0,0,0,0,0,-0.0239066086732491,0,0
X601318.CH.EQUITY,0,0,0.252725568936775,0,0,0,0,0,0.0321268487354681,0,6.93889390390723e-18,0,0.0488798842704003,0,0.159789201772319,0,0,0,0,0,0,0.11637647345383,0,0,0,0,0,0.160787772802883,0,0,0,0,0,0,0,0,0,0,0,0.0484362123046971,0.0707793195152958,0,0,0,0.0535814945891193,0,0,0,0,0,-0.0699028341162471
X601939.CH.EQUITY,0.475639117853997,0.048155222380845,0,0,0,0,0,0.251336582883901,0.224357079151706,0,0,0,0,0,0,0,0,0,0,-0.043778661017679,0,0,0,0,0,0.0667954669208404,0,0.263557473271507,0,-0.0611259398630325,0,0,0,0,0,0.0397573370230833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.135890012119745,0,0,0,0,0.512977927480793,0,-0.0524410853181322,0,0.0142280500858143,0,0,0,0,0,0,0,0,0,0,0.14246759659577,0,0.00878593924487604,0,0,0.145424259667885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176372932074537,0
X600036.CH.EQUITY,0,0,0,0,0,0.170163366269318,0,0,0,0,0,0,0.074765397030899,0,0,0,0,0.0440914724698697,0,0,0,0,0,0,0.033986614075789,0.496786149073754,0,0.158928205694253,0,0,0,0,0,0,0,0.034962906202723,0,0,0,-0.0904729822439586,0,0,0,0,0,0,0,0,0,0,-0.101272497569873
X1299.HK.EQUITY,0,0,0,-0.0863281729938137,0,0,0,0,0,0.185260402830443,0,-0.0530073824467634,0,0,0,0,0,0,0,0,0.0597839231069748,0,0.147893630054274,0,0,0,0,0,0,0,0,0,0,0,0,0.0995444080145135,0,0.147511693466044,0,0,0.134805640850588,0.10896708942518,0.0520668001734433,0,0,0,0,0,0.209375349081354,0,0
X601628.CH.EQUITY,0.0716355420956605,0,0,0,-0.0345544524052116,0,0,0,0,0,0,0,-0.00324253423533686,0,0,-0.172444544763465,0,0,0,0.314322671247245,0,0,0,0,0,0,-0.0807425145187488,0,-2.16840434497101e-19,0,0,0,0,-0.0951187319377533,0,0,0.622808006684399,0.0658817065780241,0,0,0,0,0,0,0,0,0,0,0,0.0291370391642941,0
X601988.CH.EQUITY,0,0,0.0748830440162462,0.441790868541313,0,0,0,0,-0.0916476908595104,0,0,-1.73472347597681e-18,0,0,0,0,0.280013407088058,0,0,0,0,0,0,0,0.0835110946729251,0,0.04525923667238,0,0,0,0,0,0,0,0,0,0,0.0019046411262554,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221007953892521,0.134203158687133,0,0,0,0,0,0,-0.0636029711907226,0,0,0,0,0,0,0,0,0,-0.0594877378551488,0,0,0.430081901640862,0.159490085914367,0,-0.0396873053534351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283561506506363,0,0,0.11369305403105,0,0,0,0,0.208205300067368,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.290033057488044,0.262591466568311,-0.0306683335287655,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.272551512875624,0.314794366765616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084109316902185,0,0,0.114044202288339,0,0,0,0,0,0,0.0428320901008241,0,0,0,0,0
