,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0193175705791243,0,0.164865271663135,0,0,0.110455498915013,0,0.246170997122412,0,0,0,0,1.38777878078145e-17,0.189958983460539,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0424149161836783,0,0.137891137120687,0,0,0,0,0,0,0.0288813542512452,0,0,0,0,0,0,0,0,0,0,0.0491194695088513,0,0.00615035048794047,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269217284618125,0,0,0,0,0,0,0,0,0,0,0,0,0.41371549191909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191901910086475,0,0,0.108131711408662,0,0,0.00678465158389294,0,0,0,0,0.00386148833577538,0,0,0,0,0,0
X601288.CH.EQUITY,0.352864345873413,0,0,0,0,0.499087109422047,0.00606957811443401,0,0,0,0,0.0101086737371574,0,0,0.0387945710567651,0,1.38777878078145e-17,0,0,0,0,-0.0328407000982081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194967594076732,0,0,0,0,0.0900788106308554,0,0,0.00900676237863046,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.239400411822138,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.548810547851287,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.130215294982685,0,0,0,0,0,0,0,0,0,0,0,-0.237610828147875,-0.0897818209148299,-6.93889390390723e-18,-0.0628260433634865
X601988.CH.EQUITY,0,0.065941192675762,0,0,0,0,0,0,0.0804534025257946,0,0,0,0,0.0117471610500962,0,0,0,0.219531337014811,0.127641270156826,0,0,0,0,0.298490076036931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138611217289107,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138199266311434,0,0,0,0,0,0,0,0.375930083456639,0,0,-1.73472347597681e-18,0.178683273692043,0.225344622188251,0,0,0,0,0,0.0107507462767635,0,0,0.278210923297711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497790213071138,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217436136358074,-0.181195073261004,0,0,0,0,0,3.46944695195361e-18,0,0,-0.382928173074603,0.732845021452551,0,0,0,0,-0.395699924336109,0.434636400217859,0,0,0,0,-0.26832839876538
