,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117234834020728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072783676278153,0,0.425828121734072,0.370063718618316,0.0625170914194617,-0.24858465905203,0,0,0.165460650257403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533090450928163,0,0,0,0,0,0,0,0,-0.0207178420571857
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,-4.33680868994202e-19,0,0.839231566051765,0,0,0,0,0,0.0163932093163663,0,0,-0.0558568834903379,0,0,0,0.0383715836583118,0.129403821107516,0,0,0,0.0026577732954807,0,0,0,0,0.031210950349292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716291878267271,0,0,0.00658105301440128,0,0,0
X601288.CH.EQUITY,0,0,0.904723995775865,0,-0.10314289021932,0,0,0,0,0,0,0,0,0,0,0.0223350334014193,0,0,0.181846773774457,0,0.0679870584671102,0,0,0,-0.0647677053875141,0,0.019134971944809,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225139396331623,-0.0823951730630697,0,0,0,0,0,0,0,0,0,0,0,-0.016374119657244
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0.0423580181214675,0.120278356072835,0
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00455285656010081,-0.138085506863544,0.0764112332266368,0,0.050640830313731,0,0,0,-0.0201938958358426,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0422912622691047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108051210699868,0,0,0,0,0,0,0,0,1.05175752781684,0.00190576675549368,0,0
X1299.HK.EQUITY,0,0,0,0,0.0725527358897669,0,0,0,0,0,0,0,0.00137116738334281,0,0,0,0,0,0,0,0,0,0,-0.0272329548403799,0.10363585378748,0,0,0.0699447281685324,0,0,0.268337538856205,0.34148131369799,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767136335642927,0,0.118328339971971,0,0.100925059684111,0,0,0.131291374799382,-0.0369679499310489
X5.HK.EQUITY,0,0,0,0,-0.00867759295110573,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31133106777393,0,0,0,0,0,0,0,0.180734024965094,0.52394207361433,0,0,0,0,0,0,0,0,0,0,0.049512582215494,0,-0.100908928899179,0,0,0.0502068937176811,0.133726167969697,0,-0.133817199328373,0,0.043690932274019,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.329012781910302,0,0,0,0.087136395964529,0,0,0,0,0,0,0,0,-0.243018209354023,0,0,0,0,0,0,0.476869373461968,0.220520008559629,0,0,0,0,0.0162190900924966,0,0,0,0,0,0,0,0,0,0,-0.16100176679998,0,0,0,0.113660766285193,0,0,-0.0754147835740064,0,0,0.0744680013324277,0
X601658.CH.Equity,0,0,0.241718246912158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291242979682668,0,-0.0750781747527531,0,0,0,-0.105548101356548,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342130834052805,0,0,0,0.522299201029637,0,0,-0.0988274966472372,0,0,0,0,0,0,0
