,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.112173535827866,0,0.0427242839510573,0,0,0,-0.0853398508922626,0,0,0,0.504083225998205,0,0,0,-0.0611589585223664,0,0,0,0,0,0,0,0,0,0,0,0,0.0404641423937504,0,0,0,0,0,0,0,0.0836681433537506,0,0,0,0,0,0.219022177777836,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0,0
X601939.CH.EQUITY,0.328705458642606,0,0,0.292469078998432,0,0.0892547998151477,0,-0.0475362697099939,0,0,0,0,0,0,0.136765331358286,0.0323141031375341,0,0,0,0,0,0,0,0.0719091354174743,0,0,0,0,0,0,0,-0.011184723652595,0,0,0,0,-0.108557457811854,0,0,0.33388901912271,0,0,0,0,0,0,-0.0403666529175204,0,0,0.0117999915744869,0,0,0
X601288.CH.EQUITY,0.475133864305397,0,0.0906817283149094,0,0,0.183012177694237,0,0,0.0303530953431928,0,0,0,0,0,0,0,0.0352908561858942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177555844629425,0,0,0,0,0,0,0,0,0.144372841440135,0,0,0,0.0522804163435533
X5.HK.EQUITY,0,0,0.0608738531734805,0.233638268809175,0,0.127527914405488,0,-0.398753384288457,0,0,0,0,0.107386735724265,0,0,0,0,0,0,0,0.413055367021648,0,0,0,0,0.490700182747944,0,0,0,0,0,0,0,0.100025707186553,0,0,0,0,0,0,0,0,0,0,-0.189726062015371,0,0.119108763301939,0,-0.00517324678758411,-0.000618083734321066,0,0,-0.00670667302906245
X601988.CH.EQUITY,0.230255291242757,0,0.220378225282323,0,0,0,0,0,0.10075153140605,0,0.0814230622753698,0.0861049164628801,0,-0.294407507734339,0,0,0,0,0,0,0,0,0.0377120015167608,0.237367395710232,0,0,0,0.117206795197955,0,0,-0.0367684987506739,0,0,0,0,0,0.00892465401056631,0,0,0,0,0,0,0.0934450575796434,0,0,0,0,0,0,0,0.0462881942427524,0
X600036.CH.EQUITY,0,0,0,0,0.108606540636116,-0.051274476126244,0,0.255986643771491,0,-0.0451054208279625,0.010824389420643,0,0.346775365934635,0,0.244803456931915,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0767262594906698,0,0,0.0831258919131126,0,0,8.67361737988404e-19,0.123691019080019,0,0.0386110903296755,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.111580115002323,0.340726408503819,0,0,0.251789997143848,0,0,0,0,0.0630115818093178,0,0,0,0,0,0,0,0.0834223162585774,0.0806435883366112,0,-0.117509008286357,0,0,0,0,0,0,0.0615719229504804,0,0,-0.123128021298044,0,0,0,0,0,-0.0754669488689715,0,0,0,0,0,0.00482469214009801,0,-0.0572691695912315,0,0,0,0,0,0,0.0934766566679893,0.148426633890769
X601658.CH.Equity,0,0,0,-0.0034610112210588,0,0,-0.280082079008396,0,0,0,0,0,0,0,0,-0.09242130215262,0,0,0,0,0,0,0,0.507067280540357,0,0,0,0.225805061331021,0,0,0.212025853936572,0,0,0,0.0344670192347093,-0.440341957617999,0,0.281462141237525,0,0,0,-0.0632427792051879,0,0,0,0,0,0,0,0,0,0,-0.507966399468686
