,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.399704205273047,0.00712783507199084,-8.67361737988404e-19,0,0,0,0,0,0,0.227088618647292,0,-1.73472347597681e-18,0,0,0,0,0,0,0.120467357863237,0,0,-0.00612955993133625,0,0,0.0741297509905677,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00853268128963473,0,0,0,0,0.00380279874609528,0,0.0553389664031592,0,-0.129918553194596,0,0
X601939.CH.EQUITY,0.476242264780744,0,0,0.156147791955684,0,0,0,0,0,0,0.137382580153784,0,0,3.46944695195361e-18,-0.0409660905576355,0,0,0,0,0,0,0,0,0,0,0.182767505401844,0,0,0,0,-0.0501465833735095,0,0,0,0,0,0,-0.0169324510929367,0,0,0,0,0,0,0,0,0,0,0,0.0553684101777505,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297116056418781,0.0952790200563297,0,0,0.1743836797356,0,0,0,0,0,0,0,0,0.189433999196077,0,0,0,0,0,0,0.0452956939389295,0,0,0,0,0,0,0,0,0,0,0,0,0.12197345867497,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379220848763554,0,0,0,0,0,0.333080708091316,0,0,0,0,0,0.211843272315287,0,0.137117513346871,0,0,0,0,0,0,0,0,0.0686288807509822,0,0,0,0,0,0,0,0,0,0,-0.505476791671838,0,0,0,0,0,0,0,0.011500835520714,0,0,0,0,0,0.310953160256173,0
X600036.CH.EQUITY,0,0.0272735963096021,0,0,0,0,0,0,0.0112441056757889,0,0,-0.0318556723008738,0.187644455424837,0,0,0,0,0.122791490054038,0,0.182222100240789,0,0,0,0.0750533071832879,0,0,0,0,0,0,0,0.351367894818375,0,0,0,0,0,0,0,0,0,0.0307471090948889,0,0.151292153120412,0,0,0,0,0,0,-0.00808007843095607,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.161896746869977,0,0,0,0,0.154104681993487,0,0,0.271726681398752,0,0.0623252246339424,0,0.00872809599175634,0,0,0,0,0,0,0,0,0.00168677569419872,0,0,0,0,0,0,0,0.222421863951562,0,0,0,0,0,0,0.105869440454597,0,0,-0.147446549370712,0.0474655740457742,0
X601658.CH.Equity,0,0,0,0,0.136051534845686,0,0,0,0,0,0,0,0,0,0,0,0,0.268254898123271,0,0,0,0.0280109262906544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323453035893583,0,0.164185556387201,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
