,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.12597810905042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398480979266009,0.31115045666514,0.00943110479347986,0,0,0,-0.0860049816480837,0,0,0.273936924623691,0,0,0,-0.272271755304025,0,0,0,0,0,0,0.0183094034633722,0,0,0,0,0,-0.268303389271654,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.185644009953535,0,0,0,0,0,0,0,0,0,0,0,0.0532199487152397,0.0939353621098084,0,0,0,0,0,0,0,0,0.0199549474211488,0,0.0687502677908277,0.00416758173208047,0,0,0,0,0,0,0.232605276501998,0,0,0,0,0,0,0,0,0.0759764401390574,0,0,0.217929728170683,0,0.105664709252582,0
X601939.CH.EQUITY,0,0.00324220322583975,0,0.813508519050699,0,0,0,0,0,0,0,0,0,0,0,0.0312628464852655,0.123248135378604,-3.46944695195361e-18,0.0255742711346608,0,0,0,0,0,0,0,0.0262664190277389,0,0,0,0,0.0300280999466784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143440295622648,0,0,0.0117271920339214,0
X601288.CH.EQUITY,0,0,0.883182211780017,0,-0.11593990534425,0,0,0,0,0,0,0,0,0,0,0.0459141831483085,0.0407102280575913,0,0.15792833713396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011996398378232,-0.108577587907704,0,0,0,0,0,0,0,0,-0.0355832992185915,0,0.017643608267563,0,8.67361737988404e-19
X601628.CH.EQUITY,-0.0105326111450755,0,0,0,0,0,0,0,0,0.0395579382244896,0,0.408236251690061,0,0,0,0,-0.02981543924174,0,0,0,0,0.12534768109319,0,0,0,0,0,0,0,0,0,0,0,0,0.485408713268344,-0.127015825450503,0,0,0,0,0,0,0,0,0.0103198195303384,0.087265846664604,0,0,0,0,0,0.0902286503866986,0
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0682122954823789,0.128626069706605,0,0,0,0,-0.0388078435174271,-0.0669292834656893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110262247897304,0,0,0,0,0,0,0,0,-0.036236490167095,1.06249869010708,0.0224884961487839,0,0
X1299.HK.EQUITY,0,0,0,0,0.238577617087162,0,0,0,0,0.199871533224935,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219006960884892,0.0574574506516792,0,0.411226779344074,0.19261661686724,0,0.115975624145692,0.167342720253272,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941898013176352,0.0784666657702653,0,0,0,0,0,-0.03779274951286,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.357122743124224,0.283546624165239,0,0,0,0,0,0,0,-0.223679214200992,0,0,0,0,0,0,0,0,0.0331790421955884,0,0,0,0,0.365831444630462,0,0,-0.0325636243954276,0
X388.HK.EQUITY,0,0,0,0,0.278609761670928,0,0,0,0.0890955197110503,0,0,0,0,0,0,0.101423545824828,0,-0.389600061225534,0,0,0,0,0.271328740104642,0,0.221105870883065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165267889057248,0,0,0.219780001404948,0,0,0,0,0,0.0668874168782194,0
